,corpus,have_transition_plan
751,"ourapprenticeship programme,which counted initiative, covering: apprenticeships british landat places local communities.",False
752,"overview apprenticeshipsdriven construction suppliers property teams, includingapprentices working off-site manufacturing developments.",False
753,apprenticeships group offices.,False
754,people graduate schemes internships group offices.,False
755,also included initiatives primary focus route employment employment education outcomes recorded.,False
756,peoplereceiving employment related support training we definepeople receiving employment related support training people received meaningful supportvia programmes.,False
757,dataincludesanybeneficiaries benefitedfrom supportbut completed programme.,False
758,"people supported employment we define supported employment aspeople paid employment orapprenticeshipsas direct result ofour involvement and/or funding throughbright lights,ourapproach toskills employment.",False
759,dataforpeoplesupported employmentis subset ofdata people receiving employmentrelated support training.,False
760,people receive employment related support training progress jobs bright lights programme.,False
761,data excludesbeneficiaries progress excludes people progress jobs throughjobs fairs places.,False
762,fy20 fy19 figures beenredistributed inthe new table format remain same.,False
763,this figure includes beneficiaries activity classed initiative.,False
764,"our education programme covers activity learning outcomes forthose full-time, higher education.",False
765,"it includes sharing expertise, mentoring staff non-profit organisations job-related training provided teachers participating projects.",False
766,cashcontributionsexcludevat.,False
767,british land employee time (direct): permanent employees fixed term contractors paid covers time contributed paid working hours.,False
768,"in-kind contributions: donations space equipment owned british land,based cost commercial value.",False
769,"this covers wages salaries, social security costs, pension costs, equity-settled share-based payments elements benefits package payroll.",False
770,"separate average hourly costs calculated executive directors applied accordingly, excluding share incentive costs.",False
771,"from 2018,time input employees british lands property management arm (formerly broadgate estates ltd) basedat retail officeassetsand based group officesis valued according average cost provided includes salary, pension, healthcare, bonus car allowance.",False
772,"separate values attributed retail office property management methodology 2017, page48of our2017 sustainability accounts.",False
773,"supplier time (other) retail office assets time input developments arevalued according latest office national statistics uk average earnings data,witha 10% allowance employers national insurance 5% pension contributions.",False
774,"direct beneficiary numbers provided charity partner, community organisation community broker leading activity.",False
775,we estimate data reasonable basis so.,False
776,"leveraged cash investment:funds raised sites byour employees,fundingfrom ourjoint venture partnersoroccupiers,at ourplacestowardsactivities fully led british land(such ourcampuscommunity funds),and external funding leveraged direct result contributions.",False
777,key supplier workforce time (leveraged): supplier time working hoursandbritish land employee time outside working hours directly supports communityinvestment programme.,False
778,total individuals directly benefitting community investment programme look measure thereachof community investment programme recording number ofuniqueindividualsthatdirectly benefited support reporting covers thosethatreceiveddirectbenefit below: activityfunded british land.,False
779,"overview we report beneficiary numbers appropriatebasis so,or direct beneficiaries accurately measured.",False
780,"examples include general donations(including ourcovidcommunity response fund),contributions tocore funding,visitors local eventsthat arefully funded british land.",False
781,"if fund activity, weonlyreport number beneficiaries thatare proportionateto contribution.",False
782,"however, log 100% direct beneficiaries if: the activity fully led british land and/or site teams 50% cost provided joint venture partner.",False
783,the activity fully led british land and/or site teams thecommunitypartner accessed 50% cost sources.,False
784,"if british landemployeesorsupplierpartners support session/workshop volunteers organisationsareinvolved, record total number beneficiaries attending,where isdeemedreasonable so.",False
785,total community initiatives fy21 94.,False
786,"this includes initiatives employment, training education focused.",False
787,we commissionedplace based reviewsacross 25 places.,False
788,"these aresocio economic impact assessmentswith local insights deepen understanding social economic issues, local positivesand characteristicsof places.",False
789,"these reports provide baseline data deprivation, population employment reviewedat intervals coming years, 5years.",False
790,long term space donation: the value long term space provided community organisations outside scope b4si methodology.,False
791,in cases rent paid significantly reduced value difference market value rent paid reported community benefit.,False
792,in previous years full-time equivalent figures used.,False
793,from year volunteeringdata (%) includesbritish landsproperty managementarm.,False
794,"these employees employed bybroadgate estates ltd, functionbrought in-house may 2018.",False
795,british landvolunteer absolute figures(total headcount): 2022: 146 2021:137 2020:191 volunteering(%)covers participation volunteering programmeand broader support community organisations causes.,False
796,"this undertaken work hours, expert volunteering detailed percentage based average headcount quarters reporting period.",False
797,"expertvolunteering(%) (previously referred skills-based volunteering) input thatuses professional specialist skills, personal talents experience tosupport non-profit organisations small, local businesses.",False
798,"this includes charity trustees, school governors,mentoring non-profit organisations expert support strategic issues specific projects.",False
799,in line withb4siguidance data includes employees undertakeexpertvolunteering solely outside paid working hours itis directly linked withour community investment programme.,False
800,expert volunteering include support industry bodies chambers commerce.,False
801,"this includes: affordable housing: constructing affordable housing, including design fees.",False
802,"public space environment: environmental art enhancements clear community benefit, regardless land ownership.",False
803,"accessibility transport: contributions highways, roads public spaces outside ownership boundary, including payments local authorities.",False
804,social welfare community facilities: construction community facilities general support community groups captured community investment programme.,False
805,"community consultation: consultation development applications, including consultants fees attendance events excluding pr fees.",False
806,"expenses: sundry expenses relating above, excluding legal fees council expenses.",False
807,figures based spend financial year.,False
808,"for affordable housing construction community facilities, costs wider construction budget; data estimated cost consultants based professional knowledge project understanding, pro-rated monthly construction period.",False
809,previous years contributions funded 22 affordable dwellings completed fy21 regents place.,False
810,scope covers sites construction year.,False
811,overview responsible business considerate constructors fig.,False
812,"from january 2022 following changes implemented: the code considerate practice changed 5 3 principles scoring changed 45, 5 points available innovation.",False
813,see target score projects remains 40.,False
814,procurement fig.,False
815,"in 2021 hours worked included reporting, furloughed hours excluded.",False
816,"spend data cumulative active developments, covering entire project spend.",False
817,spend site borough: expenditure suppliers providing service british land development permanent business premises postcode borough british land development.,False
818,this defined organisation postcode defined s106 agreement equivalent boundary set british land s106 place.,False
819,local branches national firms included defined area.,False
820,"spend smes: expenditure suppliers micro, small medium sized enterprises (smes).",False
821,this defined organisation employing fewer 250 people.,False
822,fig.,False
823,"we report payment 30 days 30 days date invoice, average time taken pay invoices.",False
824,"the data excludes invoices paid third-party landlords properties previously managed broadgate estates, following sale third-party property management portfolio.",False
825,corporate data normalised exclude disputes intergroup transactions.,False
826,health safety figs.,False
827,"british land, managing agents development project managers required report fatalities specified injuries occur (including employees, contractors visitors) common parts vacant space multi-let properties health safety executive (hse) relevant local authority.",False
828,"this requirement set reporting injuries, diseases dangerous occurrences regulations 2013 (riddor), amended 1995 2012 regulations.",False
829,"according riddor reporting guidance, accident separate, identifiable, unintended incident, causes physical injury.",False
830,this specifically includes acts non-consensual violence people work.,False
831,"fatalitiesof workers non-workersmust reported arise work-related accident, including act physical violence arenot reportable.",False
832,"thefollowing reported asriddorincidents british lands health safety reporting: a specified injury defined as: fractures, fingers, thumbs toes.",False
833,amputations.,False
834,any injury likely lead permanent loss sight reduction sight.,False
835,any crush injury head torso causing damage brain internal organs.,False
836,"serious burns (including scalding), cover 10% body/causes significant damage eyes, respiratory vital organs.",False
837,any scalping requiring hospital treatment.,False
838,any loss consciousness caused head injury asphyxia.,False
839,any injury arising working enclosed space leads hypothermia heat-induced illness/requires resuscitation admittance hospital 24 hours.,False
840,overview accidents result unable work seven days.,False
841,accidents members public (visitors) resulted injury person taken directly hospital treatment.,False
842,reporting ill health required caused worse persons work activity.,False
843,"a dangerousoccurenceis riddor reportable refers certain near-miss events including incidents involving lifting equipment, pressure systems, electrical incidents causing explosion fire, collapse scaffolding.",False
844,figs.,False
845,"for multi-let properties, health safety reporting scope includes common parts vacant space british land responsibility manage.",False
846,"for group offices, health safety reporting scope includes demised areas british land management responsibility.",False
847,"reportable incidents grouped year, based date occurred.",False
848,fig.,False
849,"thie includes incidents involving british land employees, members public, occupier employees contractors.",False
850,"group offices health safety incidents reported british land, occurring demises occupied employees.",False
851,"this covers accidents permanent employees, contractors visitors.",False
852,"injury incidence rates (riddor) referred accident frequency rates (afrs) calculated follows: offices total reportable accidents period divided total people working office building period x 100,000.",False
853,data total people working office building calculated average fte period.,False
854,occupiers provided data email differences reporting methodologies; accept 10% variance reported fte data.,False
855,"retail total reportable accidents period divided total footfall period x 100,000.",False
856,"group offices total reportable accidents period divided total number british land employees period x 100,000.",False
857,does include dangerous occurrences.,False
858,"injury frequency rate calculated total reportable accidents period divided total time worked british land employees period 100,000 hours worked.",False
859,rates calculated number incidents involving british land employees only.,False
860,fig.,False
861,"injury frequency rate refers number riddor reportable incidents (this calculated combined total fatalities, specified injuries seven-day absent incident totals) 100,000 hours worked (that is, riddor reportable injuries x 100,000/number hours worked).",False
862,number hours worked data estimated developments digital security record hours: (average number personnel day) x (hours worked) x (days worked month).,False
863,fig.,False
864,"within system, objectives managed portfolio, group offices developments.",False
865,incidents non-compliance number hse prohibition notices improvement notices served.,False
866,"managed portfolio group offices for managed portfolio sites group offices, key metrics monitor health safety management are: risks controlled annual audit: risks identified classified.",False
867,we target management agents ensure 90% risks deemed control annual assessment.,False
868,uncontrolled risks resolved: monitor time takes managing agents complete actions required convert risk requires action control.,False
869,statutory document compliance: require documents required statute british lands standards available site valid.,False
870,this includes lift inspection reports legionella risk assessments.,False
871,"where new property acquired british land management responsibility, risk assessment audit undertaken weeks.",False
872,this risk assessment based hses five steps approach adopts scoring methodology pas 79 guidance issued bsi.,False
873,developments incidents non-compliance number hse prohibition notices improvement notices served.,False
874,it includes lost days work-related accidents.,False
875,"the absentee rate calculated total days lost, relative total number days scheduled worked employees.",False
876,lost day rate specifically covers lost days work-related accidents diseases.,False
877,"lost day rate calculated total lost days riddor reportable injuries occupational diseases 100,000 hours worked (that is, lost days x 100,000/number hours worked).",False
878,"all lost days calculated moment employee leaves work (half day, example) arrive work.",False
879,overview group employment figs.,False
880,"includes maternity paternity leave, long-term sick leave sabbatical.",False
881,"unless stated, data excludes internships, temporary employees, contractors consultants.",False
882,employment type defined shown table 10 stated.,False
883,table 10: employment levels employment type executive directors senior management middle management non-management employees british land group permanent fixed term employees british land board directors.,False
884,where applicable includes non-executive directors.,False
885,"executive committee level i, levels ii iii employees british land leadership team.",False
886,"all employees, excluding executive directors senior management.",False
887,all permanent fixed term employees.,False
888,fig.,False
889,new hires includes permanent ftcs joined year left year.,False
890,non-executive directors included table reflect new joiners board year.,False
891,fig.,False
892,employees left tupe end agreed fixed term employment contract excluded.,False
893,turnover rates based number leavers divided total number number employees end year (as reported fig.,False
894,"proportion leavers gender, employment level age based number leavers category divided total number leavers year.",False
895,non-executive directors included table reflect leavers board year.,False
896,"figures include salary, discretionary performance bonuses, car allowance, board fees private medical insurance.",False
897,remuneration related share schemes included.,False
898,"the bonus element based prior year bonus paid, current year bonuses paid 31 march 2022 determined data compiled.",False
899,salary bonus payment data time employees pro-rated fte data.,False
900,"non-executive directors included table, executive directors employed permanently british land included.",False
901,fig.,False
902,full details previous years gender pay gap reporting we reporting 2022 pay gap ahead 2023 deadline set government.,False
903,all employees employed 5 april 2022 included data.,False
904,fig.,False
905,"ethnicity pay gap british land broadgate estates ltd comply mandatory government criteria gender pay gap reporting, ethnicity pay gap followed methodology.",False
906,all employees employed 5 april 2022 voluntarily disclosed ethnicity included data.,False
907,any bonus received year preceding 5 april 2022 included bonus calculations.,False
908,"due small population size ensure anonymity, employees split bame (black, asian minority ethnic) non-bame report ethnicity pay gap.",False
909,fig.,False
910,"in line recommendations global reporting initiative (gri), fourth year reporting median employee ceo pay ratio.",False
911,"ceo pay data includes salary, benefits, pension, annual incentives, long term incentives items nature compensation.",False
912,it consistent single figure reported 2022 annual report accounts.,False
913,"the data follows method a governments reporting criteria, showing time equivalent total remuneration uk employees financial year april 2021 march 2022.",False
914,"from 2016, ethnicity data captured human resources systems request human resources.",False
915,all data given voluntarily employees.,False
916,"for reporting purposes, use office national statistics ethnicity categories, shown table 11.",False
917,other white not disclosed includes asian bangladeshi asian chinese asian indian asian pakistani asian other black african black caribbean black other mixed other mixed white asian mixed white black african mixed white black caribbean arab other ethnic groups white english/welsh/scottish/northern irish white gipsy irish traveller white irish white other includes employees actively chosen disclose employees respond fig 51: employee diversity sexual orientation proportion employees voluntarily recording hr identify lgbt+.,False
918,this data excludes non-executive directors.,False
919,fig 52: employee diversity disability proportion employees voluntarily recording hr disability long-term condition.,False
920,employees select categories disclosing disability: this data excludes non-executive directors.,False
921,"none hidden disability hearing disability visual disability mobility physical impairment mental health condition prefer fig 53: employee diversity social mobility proportion employees voluntarily recording hr school received free school meal, generation family attend university attended non-selective state run state funded school.",False
922,this data excludes non-executive directors.,False
923,fig.,False
924,"it excludes new starters, weeks complete training, reported financial year.",False
925,"anti-corruption bribery, information security health safety training mandatory training modules.",False
926,all employees complete training modules employed british land group.,False
927,this data excludes non-executive directors.,False
928,fig.,False
929,this proportion calculated employees employed british land group beginning performance review year.,False
930,this data excludes non-executive directors.,False
931,the british land company plc (british land) engaged korn ferry (uk) limited (korn ferry) conduct limited assurance engagement british land broadgate estates 2022 gender ethnicity pay gaps.,False
932,"conclusion based review korn ferry undertaken british land broadgate estates gender ethnicity pay gaps, come attention causes believe calculations resultant gender ethnicity pay gap figures fairly stated prepared, material respects, accordance applicable criteria.",False
933,"the scope review based 2022 data presented following figures gender ethnicity pay gap reports, based snapshot date 5 april 2022.",False
934,"proportion employees receiving bonus number male female employees quartile basis conclusion korn ferry asked review gender pay gap calculations government regulations gender pay gap calculations, relevant guidance.",False
935,the ethnicity pay gap calculations reviewed basis.,False
936,"a review allocation male females employee band final calculation a review method calculate proportion employees receiving bonus pay during review process, observations questions relating methodology raised british land.",False
937,korn ferry confirms resolved confirmed appropriate british land.,False
938,"our competence, independence quality control korn ferry independent adviser remuneration committee british land conflict scope work.",False
939,korn ferry policies procedures designed ensure provision objective independent advice.,False
940,this independent review carried team pay governance specialists experienced review relevant regulations.,False
941,"inherent limitations assurance all assurance engagements subject inherent limitations data sampling detect errors, fraud irregularities.",False
942,"furthermore, assurance relies premise data information provided british land provided good faith.",False
943,korn ferry expressly disclaims liability co-responsibility decision person entity based report.,False
944,"our conclusion: based procedures performed evidence obtained, come attention causes believe selected information fairly stated prepared, material respects, accordance criteria.",False
945,our observations areas improvement raised separate report british lands management.,False
946,the scope boundary work restricted 2022 data presented figures marked a (the selected information) report.,False
947,a summary figures listed below: 1.,False
948,sbti nzc targets greenhouse gas intensity 2.,False
949,net zero carbon developments 4.,False
950,total direct indirect (scopes 1 2 & 3) ghg emissions location market based 5.,False
951,"like-for-like total direct indirect (scopes 1, 2 3) landlord-influenced greenhouse gas emissions 6.",False
952,indirect (scope 3) value chain greenhouse gas emissions 7.,False
953,total greenhouse gas emissions gas 8.,False
954,building energy target intensity 9.,False
955,internal carbon levy transition vehicle 10.,False
956,total electricity consumption 11.,False
957,total fuel consumption 12.,False
958,like-for-like total electricity fuel consumption 13.,False
959,total energy consumed generated on-site 14.,False
960,sustainability ratings 15.,False
961,energy performance certificates (epc) 16.,False
962,total water consumption 17.,False
963,like-for-like total water consumption 18.,False
964,building water target intensity 19.,False
965,waste management-managed portfolio corporate 20.,False
966,like like waste management-managed portfolio 21.,False
967,waste management-developments 23.,False
968,"environmental compliance 32 community contributions planning development 37 accidents-managed portfolio corporate 38 accidents-developments 39 health safety-compliance 40 lost working days 41 employment 42 new employees 43 employee turnover 44 salary remuneration 48 employee diversity-gender our competence, independence quality control dnv established policies procedures designed ensure dnv, personnel and, applicable, subject independence requirements (including personnel entities dnv) maintain independence required relevant ethical requirements.",False
969,this engagement work carried independent team sustainability assurance professionals.,False
970,"dnv held audit assurance contracts british land, conflict scope work.",False
971,our multi-disciplinary team consisted professionals combination environmental sustainability assurance experience.,False
972,"to assess selected information, includes assessment risk material misstatement report, british lands reporting criteria (the criteria), page 66 report.",False
973,"we performed work, express conclusion, information published report british lands website current reporting period previous periods.",False
974,"overview standard level assurance we performed limited assurance engagement accordance international standard assurance engagements (isae) 3000 revised assurance engagements audits reviews historical financial information (revised), issued international auditing assurance standards board.",False
975,this standard requires comply ethical requirements plan perform assurance engagement obtain limited assurance.,False
976,"dnv applies management standards compliance policies quality control, accordance iso/iec -1:2015-conformity assessment requirements bodies providing audit certification management systems, accordingly maintains comprehensive quality control including documented policies procedures compliance ethical requirements, professional standards applicable legal regulatory requirements.",False
977,"the procedures performed limited assurance engagement vary nature timing from, extent for, reasonable assurance engagement; level assurance obtained substantially lower assurance obtained reasonable assurance engagement performed.",False
978,"we planned performed work obtain evidence considered sufficient provide basis opinion, risk conclusion error reduced reduced low.",False
979,"basis conclusion we required plan perform work order consider risk material misstatement selected information; work included, restricted to: conducting interviews british land management data owners obtain understanding key processes, systems controls place generate, aggregate report selected information; performing limited substantive testing selective basis selected information check data appropriately measured, recorded, collated reported; reviewing evidence, measurements scope provided british land selected information prepared line criteria; a remote visit head office test consolidation data group level; a remote site visit canada water (waste) norton folgate (h&s) development portfolio review processes systems preparing site level data consolidated group level.",False
980,dnv free choose site basis materiality group level figures; assessing appropriateness criteria selected information; reading report narrative accompanying selected information regard criteria.,False
981,"dnv business assurance services uk limited london, uk 09 june 2022 inherent limitations all assurance engagements subject inherent limitations selective testing (sampling) detect errors, fraud irregularities.",False
982,"non-financial data subject greater inherent uncertainty financial data, given nature methods calculating, estimating determining data.",False
983,"the selection different, acceptable, measurement techniques result different quantifications different entities.",False
984,our assurance relies premise data information provided british land provided good faith.,False
985,"responsibilities board directors british land dnv the directors british land sole responsibility for: preparing presenting selected information accordance criteria; designing, implementing maintaining effective internal controls information data, resulting preparation selected information free material misstatements; measuring reporting selected information based established criteria; contents statements contained report criteria.",False
986,we responsible preparation report.,False
987,"dnv business assurance dnv business assurance services uk limited dnv business assurance, global provider certification, verification, assessment training services, helping customers build sustainable business performance.",False
