words,GT,category
Collaboration with tenants is becoming more important to influence and support their sustainability goals.,0,re
"Furthermore, Prologis new chief energy and sustainability officer reports directly to our chief operating officer and leads the sustainability program that will help our customers transition to a low-carbon future.",0,re
"The Group has set a target for all its centers to support an in-house responsible In the Netherlands, the Villa Arena shopping center collaborated with retailers to promote their Corporate Social Responsibility (CSR) initiatives by organising a Sustainable shopping route during the October Living Month.",0,re
"It is not tenable for either the government, businesses, or individuals to achieve progress on global sustainability goals on their own.",0,re
"These criteria are regularly updated by the Nomination and Compensation Committee, as well as by the Supervisory Board.",0,re
"This report deals with our approach and performance in the five areas of our sustainable development strategy, SwireTHRIVE (Climate, Waste, Water, People and Communities) and with secondary environmental, social and governance (ESG) topics that have been identified as material.",0,re
The delegates engage with the head office teams including the Engineering & Sustainability Department via regular monthly meetings which increases information sharing within the business and builds robust cross-functional teams.,0,re
"More details can be found in CDLs Integrated Sustainability Report 2022, under Determined to Create a Fair, Safe & Inclusive Business Environment.",0,re
"Centred around six capitals Financial, Organisational, Natural, Manufactured, Human, and Social and Relationshipthis approach aims to present a holistic picture to our investors and stakeholders on how the interrelation between our business and sustainability performance leads to long-term value creation.",0,re
Building water target and intensity 19.,0,re
We have clear standards and reporting requirements for our sustainability data.,0,re
"Developing Sustainable Communities TCFD, CDSB & SASB Disclosures Assurance Statements GRI Content Index Glossary TCFD DISCLOSURE TCFD Pillar Recommended Disclosure Describe the resilience of the organisations strategy, taking into consideration different climate-related scenarios, including a 2C or lower scenario.",0,re
The final number of Units to be released will depend on the achievement of pre-determined targets at the end of the respective performance periods for the PUP and RUP.,0,re
"This allowed us to continue promoting sustainable practices and lifestyle through various workshops and forums, open to Singapore and beyond.",0,re
"No other components of compensation are awarded to the Chairman and members of the Supervisory Board or its Committees, and no agreements (employment or service agreements) have been entered into by Board or Committee members with the Company (or within the Group).",0,re
"Developing Sustainable Communities TCFD, CDSB & SASB Disclosures Assurance Statements GRI Content Index Glossary DETERMINED TO CREATE A FAIR, SAFE & INCLUSIVE BUSINESS ENVIRONMENT CORPORATE POLICIES AND GUIDELINES Board Oversight CDL corporate policies provide guiding principles on business conduct and ethics that all employees and stakeholders across our value chain should practise to support CDLs commitment to sustainability.",0,re
"Global developments have caused shifts in our stakeholders priorities, allowing us to achieve greater alignment between our pursuit of sustainable growth and stakeholders needs, amidst the pandemic and climate change.",0,re
"The system allows us to inspire, reward and report on uptake of sustainable behaviours across the Group.",0,re
"We respond to enquiries from investors and provide information to the CDP (Climate and Water), the DJSI, FTSE4Good, MSCI, Hang Seng Sustainability Indices and other organisations which assess the economic, environmental and social performance of companies.",0,re
"A&B C E D GLOSSARY 10 TARGET Provide 100% of new colleagues with sustainability training OUTCOME Achieved TARGET Embed higher sustainability standards in procurement 2021 OUTCOME New eSourcing and Contract management system for our UK&I Operations consolidates the ESG, HR, Finance, H&S and Cyber security question sets into one Supplier Registration Questionnaire.",0,re
This ensures our sustainability strategy and reporting remains focused on the issues most relevant for our business at the time and addresses the needs of our stakeholders.,0,re
"We believe in creating a sustainable and equitable future by focusing not only on our buildings, but also on forming a cohesive and inclusive workforce.",0,re
"Given the date of Beat Ortegas departure (resignation with effect from February 1, 2022), and by mutual agreement with the latter, it was decided that no short-term variable compensation would be paid to Mr Ortega for fiscal year 2022.",0,re
"S$107,000/year Upgraded chiller plants at 21 Collyer Quay Sustainability has been integral to WeWorks values since Day 1.",0,re
"Tampines Mall committed to subscribe for the proposed district cooling network by Singapore Power Policy & Objectives Identify opportunities in managing its property portfolio to deliver long-term benefits Identify and respond to climate change risks Transit to low-carbon business Reduce energy consumption and transit to renewable energy sources Accountability REIT and BU CEOs are Environment, Health and Safety (EHS) Champions ISO -certified Environmental Management System (EMS) ensures accountability of relevant managers and all staff Approach & Implementation Environmental Management System (EMS) Ensure legal compliance Identify environmental aspects and manage impact Sustainable Building Guidelines includes the updated Environment, Health and Safety Impact Assessment (EHS IA) and stakeholder consultation Appoint ISO -certified main contractors or conduct EMS legal compliance on site Reduce water consumption, encourage use of recycled water and rainwater harvesting Manage waste through construction efficiency and increase rate of recycling Manage biodiversity to contribute positively to the natural environment Engage stakeholders to play their part Set key performance targets linked to remuneration for all staff, and performance tracked via the online CapitaLand Environmental Tracking System (ETS) Environmentally sustainable operations EMS Standard Operating Procedures Key Performance Indicators: Green rating targets set for new buildings and major refurbishments Green existing property portfolio Eco-efficiency targets: improve performance through tracking of energy and water usage, waste generation and carbon emissions Stakeholder engagement 1 Compared to base year 2008.",0,re
A new Green Financing Framework Sustainable financing comprised 30% of drawn and undrawn debt.,0,re
"Klpierre is involved in the Sustainable Development Commission which is tasked with the oversight, sharing of best practice and coordination of industry players.",0,re
"O R T 2 0 2 2 company to choose more sustainable suppliers, improve the energy efficiency of its products, and rethink its sourcing and distribution network measures that can significantly reduce the overall climate impact.",0,re
"For fiscal year 2022, the following qualitative targets were set for Jean-Michel Gault in his capacity as member of the Executive Board: the qualitative component of his variable compensation will be measured based on several criteria relative to oversight of financial transactions and improving Group profitability, managing tax risks, the internal audit function and investor relations.",0,re
"The most material CSR risks, the related control measures and performance indicators are more fully explained in section 7 CSR risks and opportunities and related performance indicators in this chapter of the universal registration document; Icades contribution to the UN Sustainable Development Goals Icades CSR issues were also prioritised by analysing the 17 UN Sustainable Development Goals (SDGs).",0,re
"These specific targets are decided by the Supervisory Board for the year concerned according to the priorities set by the Board, acting on the recommendation of the Nomination and Compensation Committee, and are communicated to the Chairman of the Executive Board.",0,re
Many colleagues have specific objectives relating to asset performance or development outcomes which include sustainability targets.,0,re
"These conditions are directly related to the achievement of the short-term compensation objectives applicable to the members of the Executive Board and are therefore among the basic principles of the compensation policy applicable to them, taking into account performance related to the Groups commercial strategy.",0,re
"In 2018, we were the first real estate company in Singapore to set SBTi-validated targets based on a 2C warmer scenario.",0,re
"Developing Sustainable Communities TCFD, CDSB & SASB Disclosures Assurance Statements GRI Content Index Glossary DETERMINED TO CREATE A FAIR, SAFE & INCLUSIVE BUSINESS ENVIRONMENT Gender Pay Gap across Employee Categories Executive Non-management Management Pay and Bonus Gap Mean gender pay gap Median gender pay gap Mean bonus gap Median bonus gap Mean salary of female employees to male employees (%)11 90% 102% (Females were paid higher than males) 89% Female to male staff compensation ratio (%)12 73% 79% 83% 89% Competitive Remuneration Remuneration is recommended by the HR Department and approved by the Remuneration Committee which comprises members from the CDL Board of Directors.",0,re
"CapitaLand is also developing a new metric, Return on Sustainability, in addition to the regular financial return to measure the Groups ESG impact.",0,re
LOOKING AHEAD Our Transition to Net Zero Pathway and our short and medium term targets are in section 1.,0,re
"To catalyse change within the larger ecosystem, CDL is committed to engaging and influencing our value chain to adopt more sustainable and innovative practices in alignment with global best practices.",0,re
"Integrate sustainability in real estate life cycle from the earliest stage of our investment, redevelopment and divestment processes.",0,re
We have reviewed laws and regulations relating to sustainability to identify those where significant investment or expenditure would be required to ensure compliance.,0,re
"The SRC, a sub-committee of the Board, plays a critical role in relation to climate change risk, including: Overseeing GPTs approach to sustainability, including environmental and social sustainability and climate change Reviewing reports on GPTs Environmental Management System, including related assurance activity Space&Co.",0,re
"Marine conservation To help create sustainable marine ecosystems in Hong Kong through policy change, public engagement and scientific research.",0,re
"In 2021 we revised the Sustainability Requirements for Retail Delivery, bringing in more mandatory elements such as 95% of waste to be diverted from landfill, and an 80% recycling rate to be achieved.",0,re
We are glad that our performance has been affirmed by leading global sustainability benchmarks and rankings.,0,re
Klpierre is a memberof the Sustainability Committee.,0,re
These targets are based on improvements in whole building intensity.,0,re
"Ms Trina Liang, Managing Director, Templebridge Investments and Past-President, Singapore Committee for UN Women Ms Chitra Hepburn, Head of APAC ESG Client Coverage, MSCI Ms Wong Su Yen, Global Board Director, Professional Speaker, Chairperson, Singapore Institute of Directors and Founder & CEO, Bronze Phoenix Pte Ltd Titled 'Women Champions in Sustainability', this session explored the Bloomberg Gender-Equality Index and the journeys of three C-suite women as they #ChooseToChallenge norms and barriers in building a greener future for all.",0,re
This status is reviewed annually by the Nomination and Compensation Committee by means of individual independence questionnaires submitted to Supervisory Board members (see table below in respect of 2021).,0,re
"Addressed in Integrated Sustainability Report 2022 Decarbonising towards Net Zero, pg 62 To further demonstrate CDLs environmental practices alignment with international best practices, CDL was the first Singapore developer in 2016 to have our GHG emissions data, for our corporate office, industrial buildings, commercial buildings and development sites, externally validated against ISO on GHG verification.",0,re
"In such cases, acting on the recommendation of the Nomination and Compensation Committee, the Supervisory Board will, in light of existing practices and based on the situation of the executive concerned, determine the different components of compensation, which shall not exceed those set out in said policy.",0,re
"In the event of Jean-Marc Jestins forced departure, he may be entitled to receive under the package a severance payment in an initial amount of one years annual compensation, calculated by reference to the fixed compensation as of the last day of his term of office and the most recent (gross) short-term variable compensation paid as at the date of termination, it being specified that this initial amount may increase on a linear basis according to Jean-Marc Jestins length of service as a corporate officer (on a basis of one month for each additional year of service with effect from January 1, 2017) and up to a maximum of two years compensation, in accordance with the AFEP-MEDEF Code.",0,re
"Find out more about our sustainability performance inthe GPT Sustainability Report and Environment DataPack, which are available on our website.",0,re
"SUSTAINABLE DEVELOPMENT Summary of performance against long-term commitments, methodologyand concordance tables Section Reporting Scope rules Scope & coverage rate All KPIs except the ones mentioned below All assets under Klpierres operational control are included inthe scope.",0,re
"Energy use and carbon reduction targets, as well as green certification targets are set for its operational assets.",0,re
"Furthermore, the SIP is formulated in line with the Glasgow Climate Pact and aligned with the global best practices laid out in the United Nations Sustainable Development Goals (UN SDGs), UN PRI, TCFD, United Nations Environment Programme Finance Initiative (UNEP FI) and other relevant frameworks.",0,re
"Our sustainability performance targets (related to our sustainability linked bond) have brought forward our commitment to tackle occupier carbon emissions Initially planned for 2025 onwards, we will now report occupier emissions from 2022, alongside landlord operational and new development emissions.",0,re
"Developing Sustainable Communities TCFD, CDSB & SASB Disclosures Assurance Statements GRI Content Index Glossary DECARBONISING TOWARDS NET ZERO Water Efficiency and Reduction Performance Recognising that holistic water management enhances the long-term value of our assets and developments, we have continuously implemented water conservation initiatives and tracked our water performance since 2007.",0,re
"In 2021, CDLs Chief Sustainability Officer Ms Esther An, spoke at more than 120 local and international platforms, covering topics such as strategic UN SDG integration, moving towards a net zero carbon future, green building and future cities, sustainability reporting, ESG investing and green financing, and more.",0,re
"Additional metrics have been incorporated into the Metrics and Targets section of the report, including Sustainable Debt and Embodied Carbon.",0,re
Waste diverted over the life of the project is aggregated and reported in the year the project receives a sustainable building certification.,0,re
"As growing consciousness about the environment continues to empower consumers purchase decisions, having a sustainability framework is imperative to the recovery from the pandemic and for retailers to stay relevant in the long term.",0,re
These committees ensure that a sustainability culture is embedded in the Groups activities.,0,re
The compensation policy for non-executive Directors is based on a scale of fees divided into basic retainer fees for serving as Director and additional fees for attendance and serving on Board Committees.,0,re
The three key pillars are underpinned by strong governance and sustainable financial performance.,0,re
"In 2022, the Group would be evaluating the targets and the progress towards them and explore options for any long-term targets of decarbonisation.",0,re
"Compensation allocated to Supervisory Board members in respect of fiscal year 2021 totaled688,000, including 100,367 corresponding to the gross annual amount allocated to the Chairman of the Supervisory Board in respect of 2021.",0,re
"Commitment to sustainable finance products Icade, committed to promoting sustainable finance products Icade plays an active role in the green finance market, which it considers essential to directing investments towards projects that contribute to achieving the goals of the Paris Agreement on climate change and the UNs Sustainable Development Goals, as well as responding to investors desire to finance green activities.",0,re
"We strive for performance excellence at our properties and new developments, creating thriving, healthy, sustainable urban neighbourhoods.",0,re
"Following socio-economic assessments, business plans have been created for all sites FY23 Priorities Report on social value generated Develop social value target 5 year target To be reported from FY23 Place Based initiatives identified at all priority assets.",0,re
"Our Sustainability Report adds narrative to the Data Book, bringing to life our performance with visuals and stories.",0,re
The targets are in line with the goals of the Paris Agreement to keep global temperature rise well below 2C in this century.,0,re
"POST-GENERAL MEETING OF PRIOR YEAR AND FIRST QUARTER OF CURRENT YEAR Nomination and Compensation Committee The Nomination and Compensation Committee analyzes any changes in corporate governance and, in particular, reviews reports on the meetings organized as part of the annual governance roadshows.",0,re
"For a full listing of CDL corporate and project awards, please refer to For a full listing of CDL sustainability awards, please refer to The use by CDL of any MSCI ESG Research LLC or its affiliates (MSCI) data, and the use of MSCI logos, trademarks, service marks or index names herein, do not constitute sponsorship, endorsement, recommendation, or promotion of CDL by MSCI.",0,re
The role replaced the role of the Head of Sustainability during 2021.,0,re
These design considerations are also integrated with CapitaLands Sustainable Building Guidelines (SBG) to ensure that they are considered from the start of the project development process.,0,re
It proposes a range of benchmarks and indicators used to measure progress made in corporate sustainability programs.,0,re
"To track the progress towards our over-arching goals set under the CDL Future Value 2030 sustainability blueprint, metrics and their corresponding performance are provided for the last five years.",0,re
"By incorporating ESG concepts into our lease agreements, deploying sustainability solutions through the Prologis Essentials Marketplace and providing our customers with information packets that include sustainable practices, Prologis improves the sustainability impacts of our customers.",0,re
"In quarter 4 we made the move to integrate our sustainability survey further into our procurement process and in October 2021 we launched a new eSourcing and Contract management system, called Medius for our UK&I Operations.",0,re
"The Chief Financial Officer, member of the Executive Board, received fixed annual compensation of 480,000 in 2021.",0,re
"Mr Ivan Ng, Advisory Committee Member, School of Informatics and IT Ms Yiong Yim Ming, Committee Member Mr Chia Ngiang Hong, Member and Co-chair Ms Esther An, Advisor, Private Sector Advisory Group for Promoting A Fair Business Environment in ASEAN Ms Esther An, Member, Property Working Group Ms Esther An, Member, Executive Council Ms Esther An, Member, Real Estate Advisory Committee Ms Esther An, Member, Green Finance Advisory Group Ms Esther An, Steering Committee Member, Women's Leadership Initiative; Co-chair, Singapore Sustainability Product Council; Member, Greenprint Mr Frank Khoo, Executive Committee Member, Integrated Development Council Ms Esther An, Founder Ms Esther An, Advisor Ms Esther An, Vice Chair, Corporate Advisory Board Ms Esther An, Mentor, YWLC Mentorship Programme CDL is committed to adding greater purpose to our business and creating a stronger triple bottom line that will benefit the planet and people.",0,re
"Biodiversity is an important consideration the Group, and aspects of ecosystem protection are covered by our group priorities nature-based solutions to reducing carbon (see Climate), watershed protection and replenishment (see Water), sustainable procurement (see Supply Chain) and support for marine conservation (see Communities).",0,re
Staff training on sustainability Staff training on sustainability Adoption of low waste/reduced packaging products Segregated bins on malls and service yards Signage and engagement in service yards on segregation 100% diversion from landfill target Asset specific recycling targets Waste management supply chain engaged on asset requirements Furniture and equipment reuse partner Staff training on sustainability Sustainability fit out guide that stipulates resource efficiency and landfill diversion Waste management supply chain engaged on asset requirements Furniture and equipment reuse partner Occupier handbook Encourage adoption of low waste/reduced packaging products Segregated bins on malls and service yards Signage and engagement in service yards on segregation Occupier handbook Adoption of low waste/reduced packaging products Segregated bins on malls and service yards Signage and engagement in service yards on segregation Dedicated waste facilities and engagement on food waste reduction Staff training on sustainability Sustainability standard adopted stipulate resource efficiency and landfill diversion and address sustainable building materials Waste management supply chain engaged on asset requirements Managing resource use in occupier fit-out Project waste from unit fitout is a major issue for the industry and and is best tackled through a multi-layered approach and good relationships.,0,re
"In each reporting cycle, CDLs Sustainability Committee reviews the content of the Report for accuracy, completeness and balanced reporting.",0,re
"The French government has considered many ways to ease restrictions on construction and promote a sustainable recovery (environmental criteria, reduced urban sprawl).",0,re
We measure: Describe the targets used by the organisation to manage climate-related risks and opportunities and performance against targets.,0,re
"Report the type and number of mandatory and voluntary sustainability certification, rating or labeling schemes in at least one of the following ways:- hours of operation or working days per week; vacancy; occupant density; heating and cooling (weather correction); or special uses.",0,re
We are also broadening our review of sustainability risks across our business and applying the lessons from our climate risk and opportunity processes to other sustainability risks.,0,re
In respect of 2021: the value of long-term variable compensation is 125% of short-term compensation(b).,0,re
On-site renewable energy production Klpierre believes that sustainable solutions are even more meaningful when local.,0,re
"These include a new chief energy and sustainability officer, VP of global ESG, and regional and functional leaders focused on such aspects as ESG data/information technology management, EV charging, and Inclusion & Diversity.",0,re
"The Nomination and Compensation Committees recommendations are then communicated to the Supervisory Board, which subsequently reviews the situation of each member of the Supervisory Board.",0,re
"In the event of Beat Ortegas forced departure from Klpierre, he was entitled to receive under the package a severance payment in an initial amount of one years annual compensation, calculated by reference to the fixed compensation as of the last day of his term of office and the most recent (gross) short-term variable compensation paid as at the date of termination, it being specified that this initial amount was to increase on a linear basis according to Beat Ortegas length of service as a corporate officer (on a basis of one month for each additional year of service with effect from January 1, 2021) and up to a maximum of two years compensation, in accordance with the AFEP-MEDEF Code.",0,re
Each operating company has adopted an appropriate organisational structure to manage its most material sustainability issues and to monitor and report on its performance.,0,re
"In addition, a performance floor has been set at 95% of the target.",0,re
"TARGET Ensure our design standards are employed for all developments entering control process from 1st January 2021 We set a range of targets in 2021 for development, below we share performance for our development work in 2021.",0,re
"In respect of 2022: variable compensation would be determined using (i) a quantitative objective based on net cash flow per share, and (ii) a qualitative component based on specific objectives set for each Executive Board member.",0,re
Calculation for FY2021 total compensation is not ready at the time of publication of this report.,0,re
Qualitative component Weighting Capped at 50% of fixed annual compensation.,0,re
Host FCR Tenant Sustainability Forum with sustainability leads from national tenants to foster relationships and facilitate brainstorming around joint actions to reduce GHG emissions Participation of 6 tenants Sustainability Legal Complete Sustainability Complete Sustainability Operations Leasing Sustainability 2022 2022 2023 Develop process to collect tenant property utility data for analysis and regulatory reporting.,0,re
Sustainable DebtFramework A framework outlining how we intend to issue and manage sustainable debt instruments across GPT and its managedfunds.,0,re
INNOVATION: Digitalisation and Sustainable Technologies for a Green Revolution A low-carbon future is not possible without smart and sustainable solutions.,0,re
"In the event of the Chairman of the Executive Boards forced departure, he may be entitled to receive under the package a severance payment in an initial amount of one years annual compensation, calculated The Chairman of the Executive Board has: Use of a company car; The same occupational insurance and healthcare benefits plan as other Group employees in France.",0,re
"Description The qualitative portion of variable compensation is measured by applying several criteria and for 2022 is based around the following topics: Promotion of CSR; Strategy implemented to enhance the quality of the portfolio (developments, investments, disposals); Risk management; Management of human capital.",0,re
The report also references the United Nations (UN) Sustainable Development Goals and the Manager is taking steps to integrate the recommendations of the Task Force on Climate-related Financial Disclosures (TCFD) in its reporting.,0,re
"To enhance data credibility and instill confidence in readers, external assurance of our Integrated Sustainability Report (ISR) started since 2009.",0,re
"The quantitative portion can represent up to 80% of fixed compensation, and the qualitative portion up to 50%.",0,re
"The Groups 1,385million syndicated revolving credit facility maturing in 2025 includes a sustainability mechanism whereby when the annual carbon intensity reduction objectives for the Groups malls have been met, the margin on the facility is reduced.",0,re
TheSustainable Debt Framework is available on the GPT website: sustainable-finance.,0,re
We can reduce our scope impacts by reducing building and tenant energy consumption; expanding our generation and use of renewable energy and providing this resource to our customers; making sustainable design choices for new building construction; and supporting the transition to low/no-carbon vehicles.,0,re
We have set ambitious 2030 decarbonisation targets (see metrics and targets section below).,0,re
"Our key sustainability performance data, indexed against key frameworks and standards.",0,re
"Our commitment to sustainability requires us to examine our own business activities, and those of our key suppliers.",0,re
"For example, the short-term variable compensation objectives assessed include initiatives promoting diversity and talent development.",0,re
"In such cases, acting on the recommendation of the Nomination and Compensation Committee, the Supervisory Board will, in light of existing practices and based on the situation of the executive concerned, determine the different components of compensation, which shall a) Fixed annual compensation for fiscal year 2022 not exceed those set out in said policy.",0,re
CDL is well placed to navigate the ever-evolving sustainability development and rising investor expectations globally and locally.,0,re
"As such, Icade has been a member of the Corporate Forum on Sustainable Finance since 2019 alongside around 20 other issuers representing about two-thirds of European sustainable bond issues.",0,re
All target years are fiscal year-end.,0,re
"Through a series of Sustainability Reference Group workshops, we have determined the risks, opportunities and strategy impacts of climate change by considering the potential physical and transitional impacts under both the low and high emissions scenarios.",0,re
"The new Director of Audit, Enterprise Risk and Sustainability attends both the Group Management Committee and the Investment Committee to connect business operations with the Groups sustainability strategy and management of climate change risk.",0,re
"It is paid subject to the following performance conditions: In the two fiscal years preceding the year of termination of his term of office, the Chairman of the Executive Board received or will be entitled to receive overall annual variable compensation (quantitative plus qualitative) representing an amount equal to at least 100% of his fixed compensation (the maximum being defined according to the applicable compensation policy), and The quantitative portion of the short-term annual variable compensation must, as a minimum, have been paid in an amount equal to the target in said two fiscal years.",0,re
"Developing Sustainable Communities TCFD, CDSB & SASB Disclosures Assurance Statements GRI Content Index Glossary EXECUTIVE CHAIRMAN STATEMENT In spite of the global pandemic and the resurgence of infections, the Group will continue to forge ahead with resilience and agility, accelerating our creation of innovative and green solutions.",0,re
These issues are foundational to CDLs annual sustainability reporting.,0,re
The CEO and Leadership Team are informed of and consider climate-related risks and opportunities through quarterly updates provided by the Head of Sustainability and Energy.,0,re
"Sustainability remains a foundational element to this strategy, and in a mission to keep things simple and relevant we will be reviewing our sustainability strategy in 2022, reflecting on where we are now, our achievements since 2017 and the results of a materiality review currently underway at the time of writing.",0,re
"Scarcity of resources and the circular economy Reducing the use of natural resources, especially for construction materials, supporting the development of a circular economy and the use of sustainable materials.",0,re
"Developing Sustainable Communities DELIVERING VALUE & BEST PRACTICES DYNAMIC APPROACH TO MATERIALITY ASSESSMENT TCFD, CDSB & SASB Disclosures Assurance Statements GRI Content Index Glossary GRI 3-1 Anchored on double materiality and multi-stakeholder approaches, CDLs 2021 materiality assessment provides a holistic inside-out and outside-in perspective on our financial and ESG impacts on our stakeholders and business.",0,re
"In case of a slightly negligent violation of a material contractual obligation, also by a legal representative or a vicarious agent, liability is limited to compensation of the damage typical for the contract and foreseeable at the time of its conclusion.",0,re
The sustainable use and protection of water and marine resources; 4.,0,re
"In 2021, 100% of CDLs employees received sustainability-related training.",0,re
"Net asset value of Group shopping centers with sustainable development certification (target: 90%) Number of Group shopping centers having implemented at least one initiative during the year to promote local employment (target: 85%) Number of Group employees having received training (target: 97%) % of shares delivered 8% 3% 3% 3% 3% If the result obtained is between two thresholds, the number of performance shares vested is calculated on a linear basis.",0,re
"PERFORMANCE GLOSSARY 35 Sustainability is included in our induction, and many roles receive additional, role specific training.",0,re
"Introduction Our business SwireTHRIVE About our report Other ESG disclosures Appendices Overview Governance Supply chain Talent management Customers Biodiversity Sustainable Procurement Policy Under our Sustainable Procurement Policy, our operating companies should, where possible, give preference to products which do not adversely affect the environment.",0,re
"Organising communication and awareness-raising campaigns for users on best practices, participating in World Cleanup Day, measuring IT consumption or replacing workstations in accordance with the main environmental labels, the IT and Digital Department has undertaken a number of initiatives to step up its transition to sustainable IT.",0,re
EPRA bestowed a Gold Sustainability Award on Icade for the quality of its CSR reporting.,0,re
CDLs Approach The Board is committed to strategically integrating sustainability across key aspects of CDLs business and advancing sustainability efforts.,0,re
"CLIMATE CHANGE EVOLVING REAL ESTATE TRENDS TECHNOLOGICAL DEVELOPMENT reinforced Trend Description COVID-19 has the importance of environmental, social and governance (ESG) influencing the sustainability of businesses.",0,re
"Further details can be found here: sustainability/society/bright-lights Initiatives include: Those initiatives run through our places, such as Broadgate Connect and our partnership with Capital City Partnership at Fort Kinnaird.",0,re
"The Sustainable Debt Working Group was established in 2021 to ensure our compliance with the Framework, and includes representatives of the Treasury and Sustainability teams, and reports to the Treasury Committee.",0,re
Developing sustainable mobility solutions 3.,0,re
"The Group has set four long-term targets, that reflect the ambition of the HR strategy and its aim to be recognized as an outstanding employer.",0,re
"Falling short of interim target for one year, review current practices.",0,re
"Dow Jones Sustainability Index In 2021, Swire Pacific was included in the DJSI Asia Pacific Index.",0,re
"Ensuring Strong Fundamentals for Business and Climate Resilience Climate risks are investment risks, and the business case for sustainability reporting has never been stronger.",0,re
Active industry presence > Community partnerships > Hammerson SUSTAINABILITY REPORT .,0,re
"Over the years, we have actively engaged tenants as part of CDLs sustainability outreach efforts to raise sustainability awareness and promote green practices along our value chain.",0,re
Influencing the property and retail industry We engage extensively with industry organisations and our peers on sustainability.,0,re
"Developing Sustainable Communities TCFD, CDSB & SASB Disclosures Assurance Statements GRI Content Index Glossary GRI 3-1 DRIVING INNOVATION & BUILDING PERFORMANCE Engaging Homebuyers in Living Green Since 2004, CDL has implemented the Lets Live Green!",0,re
"Evaluating risks and opportunities and the potential financial implications ensure the resilience of our assets and our customers operations, while also identifying opportunities to deliver sustainable solutions to our customers.",0,re
Our Virtual SSA platform and Women4Green Network organised hybrid sessions in 2021 on topics such as women leaders in sustainability and sustainable fashion.,0,re
Icade sees to it that its buildings are located close to public transport and makes every effort to develop innovative sustainable mobility solutions.,0,re
"There are targets for energy consumption, water usage, and diversity and inclusion.",0,re
"Since 2020, Klpierre has published its sustainability data in line with the Real Estate Sustainability Accounting Standards defined by SASB (Sustainability Accounting Standards Board).",0,re
"The material environment, social and governance (ESG) factors have been identified with set targets for 2030, in alignment with CapitaLand 2030 Sustainability Master Plan.",0,re
"These included: Improvements to Sustainable Management, through the provision of a green corner, green-related activities and a system to detect refrigerant leaks.",0,re
"GRI is an independent international organisation that provides organisations with the widely used standards for sustainability reporting, the GRI Standards.",0,re
Our approach Risk management TCFD Sustainable finance Linking ESG performance metrics to our financing mechanisms demonstrates that we are serious about being a sustainable business.,0,re
High design standards for development We updated our Sustainable Design Brief and targets in 2020.,0,re
A separate report presenting the Groups performance against the third edition of the EPRA Sustainability Best Practices Recommendations (sBPR) is available to download from the CSR sectionof the Klpierre website ( notre-identite/l-engagement-rse).,0,re
"Prologis has always been ambitious in our sustainability efforts, and our new net zero goal is no exception, said Co-founder, CEO and Chairman Hamid Moghadam.",0,re
"Sustainability-Linked Revolving Credit Facility KPIs: In 2020, British Land completed a sustainability-linked revolving credit facility to incentivise both the coverage and quality of sustainability ratings across the portfolio.",0,re
"Overview Exceptions are Sustainability Ratings, Flood Risk and Greenhouse Gases, where we report on 100% of assets under management.",0,re
All three sessions focused on different areas key to advancing a businesss sustainability reporting.,0,re
These climate-related performance indicators are reported to the Sustainability and RiskCommittee on a quarterly basis.,0,re
"Falling short of interim target for more than two years, review and revise targets (if necessary).",0,re
None Components of compensation put to the vote Severance payment Presentation Jean-Marc Gault is eligible for a severance package in the event of his forced departure from Klpierre.,0,re
"Transition risks Policy and regulatory change Market expectations, reputation and economic change Technology Socio-economic impact Potential future socio-economic impact is mostly aligned with the Shared Socioeconomic Pathways (SSPs) SSP1 Sustainability scenario, in which a gradual but pervasive shift towards sustainable development occurs that respects environmental boundaries.",0,re
"Overview Overview Broadgate Places People Prefer Our purpose is to create and manage outstanding places which deliver positive outcomes for all our stakeholders on a long term, sustainable basis.",0,re
"For a number of years, Icade has followed a rigorous and innovative sustainable finance policy that meets the industrys highest standards.",0,re
The setting of these targets changed the way we make decisions and the way we work with our occupiers and partners.,0,re
"CASE STUDY Trialling cutting edge technology solutions With support from the Swire Pacific Sustainable Development Fund, Swire Properties is developing trials of two cutting edge technology solutions that could achieve significant energy savings.",0,re
The Board also approves the executive compensation framework based on the principle of linking pay to performance.,0,re
"In 2021, the Group has continued to fulfil its target of 100% access to training for employees, calculation based on average workforce.",0,re
"As we look forward, we are committed to continuously improving safety training throughout the company as we believe this is a fundamental component to building a sustainable safety culture.",0,re
"Engaging Tenants to Go Green Beyond developing environmentally sustainable properties, and operating them according to best practices, CICT understands the vital role that end-users of its buildings play.",0,re
Compensation packages are balanced and take into account areas of responsibility Compensation paid to Supervisory Board members includes a fixed amount and a predominantly variable amount based on actual attendance at meetings of the Supervisory Board and/or Committees on which they sit.,0,re
"We also launched a new visual data dashboard, with plans to enhance in 2022, enabling greater colleague engagement in progress towards our sustainability goals.",0,re
"We were proud to have Ms Esther An, our Chief Sustainability Officer, represent both the Singapore private sector and CDL at COP26, where she was invited to take part in the Built Environment Leaders Panel that was jointly hosted by United Nations Framework Convention on Climate Change, the World Business Council for Sustainable Development and the World Green Building Council.",0,re
"The allotment of performance shares is examined in light of the total annual compensation of the executive corporate officer concerned, while ensuring that the interests of shareholders are respected.",0,re
"Each year, the NRC evaluates the extent to which each of the key management personnel has delivered on the business and individual goals and objectives, and based on the outcome of the evaluation, approves the compensation for the key management personnel.",0,re
