words,GT
"In North America, Honda conducts credit trading with the portion exceeding the amount set forth in GHG and Corporate Average Fuel Economy (CAFE) laws and regulations and is working efficiently to reduce GHG while keeping an eye on the impact of this on business.",0
Honda continues to calculate and report its GHG emissions from its entire value chain and is making improvements to get a more accurate reading of emissions.,0
Honda adopts to the GHG Protocols standard market-based method.,1
"Scope 3: Other indirect GHG emissions not included in Scope 1 and Scope 2, as defined by the GHG Protocol.",1
"The Scope 3, category 11 figures presented in this report represent the cumulative amount of GHGs that will have been emitted by products sold by Honda in the applicable fiscal year (automobiles, motorcycles, power products and aircraft) as a result of their use by customers from the time they received those products until they dispose of them in the future.",1
CO2 emission factor: Referring to the GHG calculation guidelines that public authorities in each region issued.,0
"As per the GHG Protocol, Honda excludes categories 8, 13 and 14 from its calculations, as these categories are either not part of Honda business activities or emissions from these categories are accounted for in other categories.",1
Figures of GHG emissions from non-energy source include some estimated values.,0
Derived from 2006 IPCC Guidelines for National GHG Inventories Calculations are mainly based on energy consumed by stationary exhaust sources.,1
"They are the Responsible Sourcing Work Group, the Sustainability Work Group, the GHG Work Group and the Chemical Management Work Group.",0
The award is an extension of the former Environment Awards that focused on greenhouse gases (GHG) by also including social and governance aspects.,0
"Analysis Based on Multiple Scenarios Honda performs scenario analysis, noted as an important tool in the recommendations of the Task Force on Climate-related Financial Disclosures (TCFD), and creates strategies based on multiple scenarios for today and for the future.",1
"Securing a B Rating in the CDP Japan 500 Climate Change Report 2019 In January 2020, CDP released the results of a survey on climate change initiatives and reduction of GHG emissions for 5,000 major companies worldwide.",0
"Honda GHG Emissions in FY2020 As a responsible company operating in the mobility industry, Honda believes in the importance of calculating and disclosing GHG emissions in order to drive progress in initiatives to reduce global emissions.",0
Honda continues to calculate and report its GHG emissions from its entire value chain and is making improvements to get a more accurate reading of emissions.,0
The Greenhouse Gas Protocol: Development of the GHG Protocol was led by the World Business Council for Sustainable Development (WBCSD) and the World Resources Institute (WRI).,0
Honda adopts to the GHG Protocols standard market-based method.,1
"Scope 3: Other indirect GHG emissions not included in Scope 1 and Scope 2, as defined by the GHG Protocol.",1
"The Scope 3, category 11 figures presented in this report represent the cumulative amount of GHGs that will have been emitted by products sold by Honda in the applicable fiscal year (automobiles, motorcycles, power products and aircraft) as a result of their use by customers from the time they received those products until they dispose of them in the future.",1
CO2 emission factor: Referring to the GHG calculation guidelines that public authorities in each region issued.,1
"As per the GHG Protocol, Honda excludes categories 8, 13 and 14 from its calculations, as these categories are either not part of Honda business activities or emissions from these categories are accounted for in other categories.",1
Figures of GHG emissions from non-energy source include some estimated values.,0
Derived from 2006 IPCC Guidelines for National GHG Inventories Calculations are mainly based on energy consumed by stationary exhaust sources.,1
"They are the Responsible Sourcing working group, the Sustainability working group, the GHG working group and the Chemical Management working sub working group to Responsible Sourcing is the Working Conditions working group, which Honda co-chairs, promotes training for suppliers.",0
The award is an extension of the former Environment Awards that focused on greenhouse gases (GHG) by also including social and governance aspects.,0
"Securing an A-Rating in the CDP Japan 500 Climate Change Report 2020 In December 2020, CDP released the results of a survey on climate change initiatives and reduction of GHG emissions for major companies worldwide.",0
The Greenhouse Gas Protocol: Development of the GHG Protocol was led by the World Business Council for Sustainable Development (WBCSD) and the World Resources Institute (WRI).,0
Honda continues to calculate and report its GHG emissions from its entire value chain and is making improvements to get a more accurate reading of emissions.,0
Honda will continuously strive to further reduce GHG emissions in FY2022 and beyond.,0
Honda adopts to the GHG Protocols standard market-based method.,1
"Scope 3: Other indirect GHG emissions not included in Scope 1 and Scope 2, as defined by the GHG Protocol.",1
"The Scope 3, category 11 figures presented in this report represent the cumulative amount of GHGs that will have been emitted by products sold by Honda in the applicable fiscal year (automobiles, motorcycles, power products and aircraft) as a result of their use by customers from the time they received those products until they dispose of them in the future.",1
CO2 emission factor: Referring to the GHG calculation guidelines that public authorities in each region issued.,1
"As per the GHG Protocol, Honda excludes categories 8, 13 and 14 from its calculations, as these categories are either not part of Honda business activities or emissions from these categories are accounted for in other categories.",1
Figures of GHG emissions from non-energy source include some estimated values.,0
Derived from 2006 IPCC Guidelines for National GHG Inventories Calculations are mainly based on energy consumed by stationary exhaust sources.,1
"Due to the characteristics of the automotive industry, automobile manufacturers use a great amount of energy and discharge high levels of greenhouse gas (GHG).",0
"In addition, the GHG strategy organization consisting of the energy managers from all of our business sites, is helping us to build sustainable and eco-friendly plants.",0
"Establishing the GEMS Hyundai promotes the efficient use of energy through the Global Energy & GHG Management System (GEMS), allowing real-time energy monitoring of all of our business sites both in Korea and overseas.",0
"We analyze energy indicators in real time, including energy usage, GHG emissions, and energy costs.",0
"We share the technical abilities of energy-efficient sites, and create targeted measures for improvements in energy consumption and GHG emissions for each business site.",0
"This system examines our energy usage and GHG emissions in real time, so that we can eliminate energy wastage during non-production hours.",0
"These have resulted in an annual reduction in GHG emissions of 3,700 tons, and an annual reduction in the cost of energy of KRW 960 million.",0
"The Namyang Technology Research Center produces a certain amount of GHGs during its research activities, including car design, pilot production and performance testing.",0
It therefore uses high-efficiency facilities and operational systems to minimize its GHG emissions.,0
"An energy management system is used for the real-time monitoring and control of energy usage, and also for the empirical analysis of our reduction of GHG emissions.",0
"Long-term (10 years and more) HQ Make efforts to reduce GHG in connection with reducing fine dust Raise employee awareness, communicate through various channels, etc.",0
It evaluates the activities of companies in some 90 countries around the world in reducing GHG emissions.,0
The report relates to direct GHG emissions and energy indirect GHG emissions.,1
"LRQAs Opinion Based on LRQAs approach, except for the effect of the matter as below, we believe that the report is prepared in accordance with GHG Target Management Scheme for quantification and reporting of GHG emissions in Korea and the GHG emissions data in the Table 1 is materially correct: The GHG emissions from LNG and electricity consumed by the companies which are subject to GHG Target Management Scheme in Korea and are occupying HMCs own buildings have not been excluded from HMCs organizational boundary, but we are confident that they are below the quantitative materiality level.",0
Scope (as defined within GHG Target Management Scheme in Korea) Year 2018 Direct GHG Emissions Energy Indirect GHG Emissions Total GHG Emissions Data is presented in tonnes of CO2 equivalent.,1
We are also making continuous efforts to better respond to the 2030 national GHG reduction roadmap of Korea and to build a carbon neutral operation system by 2050.,1
"Strengthening GHG Emissions Management (Including Scope 3) For efficient management of GHG emissions to counter climate change, it is becoming important to calculate Scope 3 emissions that are generated outside corporate boundaries.",1
"Hyundai is striving to calculate GHG emissions that occur outside corporate boundaries and to reduce the emissions, in its efforts to systematically manage GHG emissions generated by its business activities.",0
The report relates to direct GHG emissions and energy indirect GHG emissions.,1
Direct GHG Emissions Energy Indirect GHG Emissions Total GHG Emissions Data is presented in tonnes of CO2 equivalent.,1
"LRs Opinion Based on LRs approach, except for the effect of the matters described in the Basis for Qualified Opinion as below, nothing has come to our attention that would cause us to believe that the GHG emissions in the Table 1 are not reported in accordance with GHG Target Management Scheme for quantification and reporting of GHG emissions in Korea, in all material respects.",0
LRs Approach LRs assurance engagement has been carried out in accordance with our verification procedure using Verification guideline for GHG emission trading system in Korea to limited level of assurance.,1
"Basis for Qualified Opinion When HMC determined its organizational boundary by applying control approach, HMC did not exclude GHG emissions of other entities that operated their own facilities in HMCs overseas factories from the calculation of its GHG emissions.",0
Summary of GHG Emissions from HMCs overseas factories in 2019 HMI HAOS HMMC HMMR HMB HTBC Total (Unit: tCO2 eq) Plant HMMA BHMC 1~3 Fab.,0
Evaluating the accuracy and reliability of data and information for only the Scope 3 GHG emissions in selected categories listed in the Table 1: 3 LRs responsibility is only to HMC.,1
"HMCs responsibility is for collecting, aggregating, analysing and presenting all the data and information for calculating the Scope 3 GHG emissions and for maintaining effective internal controls over the systems from which the Scope 3 GHG emissions are reported.",1
"Ultimately, the Scope 3 GHG emissions have been approved by, and remains the responsibility of HMC.",1
HMC should enhance completeness of the Scope 3 GHG emissions inventory.,1
Observations HMC should establish more robust and documented data management procedure for reporting the Scope 3 GHG emissions.,1
LR is HMCs verification body for Korean GHG Emission Trading Schemes.,1
This Assurance Statement is only valid when published with the Scope 3 GHG emissions to which it refers.,1
"Hyundai includes the GHG reduction performances of its domestic sites in its key performance indicators, or KPIs, while also operating a company-wide Greenhouse Gas Council that oversees reductions in its GHG emissions at all its domestic sites.",1
"In its role as an enterprise that is subject to the requirements of the Korean governments GHG and Energy Target Management Scheme requirements, Hyundai has been set a GHG reduction target for its domestic sites and is committed to meeting it every year.",1
Status of GHG Emissions and Reduction Strategies Scope 1 This refers to direct emissions within the organizational boundaries of the company.,0
"Addition, this report was prepared to align with the information disclosure guidelines of the Task Force on Climate-related Financial Disclosures (TCFD), Sustainability Accounting Standards Board (SASB) and World Economic Forum (WEF).",1
"Climate Change Greenhouse gas (GHG) emissions Nature Loss Land use and ecological sensitivity TCFD implementation Freshwater Availability Water consumption and withdrawal in water-stressed areas 22, 31, 80, 103, 104, 106 We disclose the total greenhouse gas emissions occurring from all domestic business sites and 8 overseas subsidiaries.",0
"Greenhouse gas emissions (Scope 3, tCO2-eq): 93,881, 255 93-31 Details of all recommendations in the TCFD Index can be found in the Sustainability Report and the Carbon Disclosure Project (CDP).",1
"The report relates to direct GHG emissions, energy indirect GHG emissions and energy consumption.",1
LRQAs Approach LRQAs assurance engagement has been carried out in accordance with our verification procedure using verification guideline for GHG emission trading scheme in Korea to reasonable level of assurance.,0
"LRQAs Opinion Based on LRQAs approach, we believe that the report is prepared in accordance with GHG Target Management Scheme for quantification and reporting of GHG emissions in Korea and the GHG emissions data in the Table 1 is materially correct: Dated: 26 Mar 2021 Il Hyoung Lee Operation Manager Issued by: Lloyds Register Quality Assurance (Korea) Ltd.",0
"Based on LRQAs approach, we believe that the report is prepared in accordance with GHG emission trading scheme for quantification and reporting of GHG emissions in Korea and monitoring plan of the calendar year 2020, and the GHG emissions data in the Table 1 is materially correct.",1
Direct GHG Emissions Energy Indirect GHG Emissions Total GHG Emissions Data is presented in tonnes of CO2 equivalent.,1
"Basis for Qualified Opinion When HMC determined its organizational boundary by applying control approach, HMC did not exclude GHG emissions of some other entities that operate their own facilities in the premises of HMCs overseas factories from the calculation of its GHG emissions.",0
Checking whether the scope 1 from HMMC fabrication plant were transposed correctly from the GHG inventories which were verified by the third-party assurance providers.,1
"LRs Opinion Based on LRs approach, except for the effect of the matters described in the Basis for Qualified Opinion as below, nothing has come to our attention that would cause us to believe that the GHG emissions in the Table 1 are not reported in accordance with GHG Emission Trading System Scheme for quantification and reporting of GHG emissions, in all material respects.",0
Relating to Hyundai Motor Companys Scope 3 GHG emissions for the 2020 calendar year This Assurance Statement has been prepared for Hyundai Motor Company in accordance with our contract.,1
"HMCs responsibility is for collecting, aggregating, analysing and presenting all the data and information for calculating the Scope 3 GHG emissions and for maintaining effective internal controls over the systems from which the Scope 3 GHG emissions are reported.",1
"Ultimately, the Scope 3 GHG emissions have been approved by, and remains the responsibility of HMC.",1
Observations HMC should establish more robust and documented data management procedure for reporting the Scope 3 GHG emissions.,1
HMC should enhance completeness of the Scope 3 GHG emissions inventory.,1
GHG quantification is subject to inherent uncertainty.,0
LR is HMCs verification body for Korean GHG Emission Trading Schemes.,0
"All non-renewable energy sources and purchased electricity Category 5: Waste Generated in Operations 1,760 Waste (landfill and recycling) and wastewater Category 6: Business Travel Category 7: Employee Commuting Category 9: Downstream Transportation and Distribution 5,222 Business travels in overseas and domestic 14,314 Commuter buses 655,831 Shipping and land transportation Category 11: Use of Sold Products 75,620,514 All car models (Tank to Wheel) Category 12: End-of-Life Treatment of Sold Products Category 13: Downstream Leased Assets Category 15: Investments Total 102,668 All car models 3,325 Headquarters building and Gyedong building 5 affiliates for which HMC has more than 20 percent ownership and of which GHG inventories are available 369,926 93,881,255 Lloyd's Register Group Limited, its affiliates and subsidiaries, including Lloyds Register Quality Assurance Limited, and their respective officers, employees or agents are, individually and collectively, referred to in this clause as 'Lloyd's Register'.",0
This Assurance Statement is only valid when published with the Scope 3 GHG emissions to which it refers.,1
"At COP24, held in 2018, parties agreed on concrete guidelines to achieve the goals of the Paris Agreement, namely, to achieve the peaking of global greenhouse gas (GHG) emissions as early as possible and to strike a balance between GHG emissions from human activity and carbon absorption by nature by the second half of this century.",1
"Recognizing climate change as a risk for the financial system, the G20 Financial Stability Board established the Task Force on Climate-related Financial Disclosures (TCFD) to encourage disclosures that would enable investors to make informed decisions.",1
We will reinforce the resilience of our climate change strategy to enable responses to multiple climate change scenarios and seek to disclose information in line with the TCFD framework in order to facilitate the understanding of investors and other stakeholders.,1
CO2 emissions resulting from employees commute: Calculated based on the GHG Protocol Scope 3 Standard.,1
"Recognizing climate change as a risk for the financial system, the G20 Financial Stability Board established the Task Force on Climate-related Financial Disclosures (TCFD) to encourage disclosures that would enable investors to make informed decisions.",0
We also seek to disclose information in line with the TCFD framework in order to facilitate further awaness of our actions among investors and other stakeholders.,1
"In addition, to convey information to investor and other stakeholders in an easily understandable manner, Nissan supports TCFD recommendations and strives to disclose information in line with the TCFD recommended framework.",1
The Alliance Quick Guide For Investors TCFD CONTENT INDEX Governance Details of Four Thematic Areas Recommended Disclosures Disclosures in Sustainability report Disclose the organization(cid:96)s governance around climate-related risks and opportunities.,0
"The Alliance Quick Guide For Investors GRI Standard 305-2 305-3 Disclosure Reference Reason for Omission / Explanation Energy indirect (Scope 2) GHG emissions P074, P232, P248 Other indirect (Scope 3) GHG emissions P237 GRI 307(cid:639)Environmental Compliance 2016 307-1 Non-compliance with environmental laws and regulations P105 GRI 308(cid:639)Supplier Environmental Assessment 2016 308-1 308-2 New suppliers that were screened using environmental criteria P110, P157, P161 Negative environmental impacts in the supply chain and actions taken P110 305-4 GHG emissions intensity P074, P232 305-5 Reduction of GHG emissions P074, P086, P232 305-6 305-7 Emissions of ozone-depleting substances (ODS) Nitrogen oxides (NOx), sulfur oxides (SOx), and other significant air(cid:633) emissions GRI 306(cid:639)Effluents and Waste 2016 P086, P090, P239, P248 306-1 306-2 Water discharge by quality and destination P100, P245, P248 Waste by type and disposal method P097, P242, P248 306-3 Significant spills P105 306-4 Transport of hazardous waste P239 Information unavailable: We have not collected the data requested.",0
"EPA and NHTSA have issued two joint fnal rules governing GHG and fuel economy, respectively, for light-duty vehicles, covering model years 2012 through 2025.",1
The EPA and NHTSA conducted a mid-term review to evaluate the appropriateness of model year 2022-2025 CAFE/GHG standards and the original assumptions the agencies made as a basis for those standards.,0
"In September 2019, EPA and NHTSA issued a new Joint Rule that prohibits California from having a GHG program.",0
"FCA LATAM CARBON NEUTRAL PROGRAM Focused on reducing greenhouse gas (GHG) emissions, the FCA LATAM Carbon Neutral Program aims to measure, manage, reduce and offset the annual GHG emissions produced from the daily activities of the regional plants.",0
CO2 represents more than 99% of the Groups total GHG emissions.,0
CO2 represents more than 99% of the Groups total GHG emissions.,0
Elements of the requirements from the Task Force on Climate-Related Financial Disclosures (TCFD) are also embedded within this Report.,1
"The management approach and its components Evaluation of the management approach Direct (Scope 1) GHG emissions Energy indirect (Scope 2) GHG emissions Other indirect (Scope 3) GHG emissions GHG emissions intensity Reduction of GHG emissions Emissions of ozone-depleting substances (ODS) Nitrogen oxides (NOX), sulfur oxides (SOX), and other significant air emissions SR SR SR AR SR SR AR SR AR SR AR SR SR SR SR AR SR AR SR SR AR SR SR SR AR SR 13, 101, 137-139, 148-149 28, 39, 101 28, 97-99, 101 180 101, 111 101 180 28, 101, 137-138 180 101, 137-138 180 101, 137-138 13, 79-82, 148-149 24, 28, 39, 79-82, 100, 103 24, 28, 79-82, 97-99, 100, 103 179-180 100, 133-134 179-180 100, 133-134 79-82, 103, 111 179-180 28, 100, 134 100 135 180 28, 136-------------FCA reported on CO2 emissions from main categories of Scope 3 in the CDP Climate Change questionnaire, yearly published and publicly available.",1
SASB Content Index This Report has been prepared in accordance with the SASB Transportation Standard.,1
Key: The following table lists content within the document that relates to specific SASB Standards indicators.,1
"In addition, Stellantis implements SASB Transportation standard and commits to implement the recommendations of the Task Force on Climate-related Financial Disclosures ; targeting a sustainable double-digit Adjusted Operating Income margins in the mid-term (~2026).",1
"The following sections of this Climate Report detail the strategy implemented by Stellantis including the governance, and the actions to achieve the targets, following the recommendations of the Task force on Climate related Financial Disclosures (TCFD).",1
Stellantis is determined not only to be compliant with applicable GHG regulations around the globe but to lead the way as a green company.,0
"To establish its targets, Stellantis referred to the Science-Based Targets initiative (SBTi) methodology, based on Sector Decarbonization Approach for transport sector.",1
"Among other matters, it deals with GHG-related governmental enforcement and private litigations.",1
The objective is to reduce production cost and prices of such e-fuels and to develop direct air capture of CO2 to optimize GHG balance.,0
Stellantis was also recognized by the Brazilian GHG Protocol Program with a Gold Seal for completing and certifying the GHG emissions inventory.,1
"The coefficients proposed by these two regulations are derived from the work of the IPCC (Intergovernmental Panel on Climate Change), as are those of the Greenhouse Gas (GHG) Protocol, used as a reference by the Global Reporting Initiative (GRI).",1
Logistics Stellantis logistics operations policy A specific policy is defined to reduce GHG emissions from logistics and identify areas of improvement and actions needed.,0
GEFCO is aligned with the European Standard EN and the GHG protocol for accounting its carbon emissions and supported by EcoTransIT World to exchange data for each traffic flow and by mode of transport.,1
A specific policy is defined to reduce GHG emissions from logistics and identify areas of improvement and actions needed.,0
We will continue to promote calculating and managing GHG emissions.,0
Subaru also shares a greenhouse gas (GHG) emission management system with 15 domestic dealerships that are non-consolidated subsidiaries.,0
"Subaru is implementing an engagement campaign to raise consumer awareness of the impact of climate change, and also exchanges views on GHG reduction methods and the eectiveness thereof through Eco Action 21 briengs and the Eco Action 21 data aggregation system.",0
"He holds many public posts, including a temporary member of the Ministry of the Environments Central Environmental Council and a member of the Ministry of Economy, Trade and Industrys TCFD Consortium Planning Committee.",0
"If applicable, gross market-based energy indirect (Scope 2) GHG emissions in metric tons of CO2 equivalent.",1
Gross other indirect (Scope 3) GHG emissions in metric tons of CO2 equivalent.,1
Other indirect (Scope 3) GHG emissions categories and activities included in the calculation.,1
Ongoing content improvement for compatibility with TCFD and integrated reports.,1
"If applicable, gross market-based energy indirect (Scope 2) GHG emissions in metric tons of CO2 equivalent.",1
Other indirect (Scope 3) GHG emissions categories and activities included in the calculation.,1
"The table below compares the disclosure recommended by the Task Force on Climate-related Financial Information Disclosure (TCFD) with SUBARUs Sustainability Report 2021, and presents relevant responses to CDP Climate Change 2021.",1
Can you talk about expanding your low GHG emissions businesses?,0
"As a Canadian company, our focus on reducing GHG emissions and our ESG performance will demonstrate our global ESG leadership.",0
"Climate change Addressing climate change and providing the low-greenhouse-gas (GHG) energy the world needs requires investment, technological advancement, product innovation, regulatory support and collaborative partnerships.",0
We have a strong foundation to build on and the expertise needed to become a net-zero GHG emissions company by 2050.,1
"To become a net-zero GHG emissions company by 2050, we are focused on operational efficiency improvements and accelerating the adoption of new technology.",1
"In 2020, our total absolute scope 1 and 2 GHG emissions were approximately 8% lower compared to 2019, primarily due to decreased production caused by lower demand resulting from the global pandemic, as well as unplanned incidents, maintenance and curtailment.",1
"GHG emissions are closely linked to energy use, with approximately 90% of direct GHG emissions and nearly all indirect emissions accounted for by energy consumption for operations.",0
"Similar to the GHG intensity trends, energy intensity increased 8% in 2020.",0
"For the first time this year we are reporting GHG data on an operated and equity basis, and we will explore doing this for other metrics in the future.",0
To learn more about asset level GHG disclosure see the 2021 Climate Report.,0
"Data reflects assets owned and operated by Suncor, as well as GHG data being demonstrative of all Suncor equity assets, unless otherwise stated.",0
This common unit for reporting GHGs represents volumes of gases that have been studied to have an impact on the global atmosphere.,0
CO2e means that individual GHGs have been multiplied by their assessed global warming potential (GWP) compared to carbon dioxide (CO2).,0
Other GHGs have also had their GWPs adjusted but have little to no material impact on our total GHG emissions.,0
"As required by regulators and verified by external auditors, we use internationally accepted GHG protocols and methodologies in determining our overall emissions profile.",1
"In addition to using fuel-specific emission factors, some GHG emissions are calculated using process-or equipment-specific consumption rates in units such as run-hours, and not fuel volumes.",0
"It is included in determining the GHG emissions intensities, for our operated assets.",0
"GHG Emission Factors sourced from API Compendium of GHG Emissions Methodologies for Oil and Natural Gas Industries, 2009 and GREET Model.",1
"GHG Emission Factors sourced from API Compendium of GHG Emissions Methodologies for Oil and Natural Gas Industries, 2009.",1
Renewable fuel volumes which are blended with the refined products have been subtracted from total volumes as renewable fuels do not have any scope 3 (category 11) GHG emissions.,1
"The data in the GHG performance section reflects our owned and operated assets emissions, and new to this year, we are reporting GHG data on an equity basis as well.",1
"No credit is taken for GHG reductions due to internally generated performance credits, purchased offsets, ethanol lifecycle GHG reductions, or wind-generated offsets.",0
Minor adjustments were made to 2019 GHG Fort Hills emissions due to a correction of the fuel gas quantification methodology to better align with the requirements of the new regulation (TIER).,0
"Although these are minor adjustments, they also resulted in an immaterial change to our reported total Suncor-wide GHG emissions.",0
"Criteria applied by Suncor In preparing the Subject Matter, Suncor applied the Global Reporting Initiative (GRI) Sustainability Reporting Standards and the Sustainability Accounting Standards Board (SASB) Standards further described in Schedule 1 and collectively referred to herein as (the Criteria).",1
The Sustainability Accounting Standards Board (SASB) as the most relevant to long-term value creation for the industry we operate in.,0
"Due to the integrated nature of our business, weve elected to refer to several SASB standards including Metals and Mining, Oil & Gas Exploration & Production, and Oil & Gas Refining and Logistics.",1
Well continue to evaluate additional SASB metrics for potential disclosure in future reports.,1
"These figures reflect Suncors tracking of wind offsets across its enterprise, and the subsequent value brought forth through GHG-offset related revenue.",0
"Goal 13: Climate action Take urgent action to combat climate change and its impacts: actively working to reduce the carbon footprint of our base business while investing in new low-GHG forms of energy, consumer products and services understanding and reporting on carbon risk and resiliency, and being a signatory to the Task Force on Climate-related Financial Disclosures (TCFD) partnering with industry to launch the Alberta Carbon Conversion Technology Centre to test carbon capture, and conversion technologies alongside other researchers and innovators.",0
"To become a net zero GHG emissions company by 2050, we are working to reduce our emissions by continuing to drive operational efficiency improvements while accelerating the adoption of new technology.",0
"The Report also includes disclosures required under the EU Taxonomy Regulation, the recommendations of the Task Force on Climate-Related Financial Disclosures (TCFD) and a series of IPIECA core disclosures, the SASB Sustainability Accounting Standards for the oil & gas sector, and the provisions of the non-binding EU Guidelines on non-financial reporting.",1
"In 2020, OMV Petrom also became the first Romanian company to support the Recommendations of the Task Force on Climate-related Financial Disclosures (TCFD).",1
The TCFD Index is presented in an annex to this report.,0
"Absolute GHG Emissions Scope 1-2 GHG Reduction Scope 1-3 GHG Reduction Carbon Intensity of our Portfolio Share of Low and Zero Carbon Products in Total Product Portfolio Net Carbon Intensity of Energy Supply Reduction 30% 20% ~ 60% 20% 2 Methane intensity target is by 2025 1 2 3 4 Transition to low carbon business By 2050, OMV Petrom operations will be carbon neutral, contributing to Romanias decarbonization targets.",1
"In 2021, our progress on TCFD is reflected in our initiation of first steps: Governance-manage and coordinate climate change risks and opportunities.",1
"We measure We record our GHG emissions Scope 1, Scope 2 in Upstream and Downstream operations.",1
"We act Our GHG emissions occur along the entire value chain, so our mitigation measures include active decarbonization; our ambitious strategic targets of decreasing the GHG Intensity is set.",0
We train Environmental training provided under the EMS includes GHG management.,0
The other GHGs are not relevant to our business and therefore have not been included in our figures.,0
"The scope of direct GHG emission cover all operated Assets and those with more than 50% stake, excluding the filling stations of which contribution is marginal.",0
"Around 72% of our direct GHG emissions come from these EU-ETS installations and are externally verified by an accredited company, according to the relevant legislation.",1
Indirect GHG Emissions (Scope 2) OMV Petroms indirect GHG emissions (scope 2) are those related to the production of the energy we purchased (electricity and heat) for our operations.,1
The Scope 3 emissions from the use and processing of our products constitutes around 86% of our impact in terms of GHG emissions.,1
Phasing out routine flaring is one of the essential steps towards reducing our GHG footprint and combining resource efficiency with economic success.,0
Air pollutants other than GHG associated with OMV Petrom operations affect air quality.,0
"About this Report CEO Statement OMV Petrom Group Corporate Sustainability Governance Sustainability at OMV Petrom Mapping our specific Sustainability Risks Transition to low carbon business Responsible operations People & Communities Innovation & Digitalization Performance in detail Annexes 131 GRI Content Index Material Topic GRI Disclosures Reasons for omission and comments Management Approach GRI 103-1,103-2,103-3 CLIMATE CHANGE AND ENERGY TRANSITION GRI 305-1 Direct (Scope 1) GHG emissions GRI 305-2 Energy indirect (Scope 2) GHG emissions GRI 305-3 Other indirect (Scope 3) GHG emissions GRI 305-4 GHG emissions intensity Location in the Report Contribution to UN SDGs IPIECA Indicators Materiality Transition to low carbon business Climate change and Energy Transition Scope 1, Scope 2, Scope 3 Flaring and venting Performance in detail-Environmental Data CCE-3 Lower-carbon technology CCE-4 Greenhouse gas (GHG) emissions CCE-6 Energy use CCE-7 Flared gas GRI 302-1 Energy consumption within the organization* *Reason for omission: 302-1-b.",0
"Our Oxy Low Carbon Ventures (OLCV) subsidiary is advancing leading-edge technologies, products and services that economically grow our business while reducing greenhouse gas (GHG) emissions.",1
"PLANET OUR COMMITMENT Monitor and disclose Scope 1, 2 and 3 GHG emissions.",1
Oxy is committed to disclosing its operational GHG emissions from (Scope 1 and 2) as well as Scope 3 emissions associated with the Use of its Sold Products.,1
"We have also aligned performance indicators to the Sustainability Accounting Standards Board (SASB) Standards and with the IPIECA Sustainability Reporting Guidance, both of which were developed to establish consistent industry-specific disclosure across ESG topics and facilitate communication between companies, investors and other key stakeholders.",1
"We believe that Oxys proactive GHG emission reduction projects under the new sustainability metric will complement our development of innovative CCUS, Direct Air Capture, zero-emissions power and other technologies to further accelerate our pathway to net-zero.",1
TRANSPARENCY: Provide disclosure related to climate change risks and opportunities consistent with the aims of the recommendations of the Taskforce on Climate-related Financial Disclosures (TCFD).,1
"The 1PointFive team is actively developing projects to capture and sequester GHGs directly from the atmosphere and from industrial sources, and to enable zero or low-carbon production of oil, electricity, fuels, chemicals and other products.",0
"Scope 2 or indirect GHG emissions are those associated with the consumption of purchased or acquired electricity, steam, heating or cooling.",1
We also disclose our estimated GHG emissions and energy use data in annual CDP reporting.,0
The GHG emission-reduction benefits from Oxys natural gas CHP facilities are substantial.,0
The estimated GHG emissions described in this report are derived from a combination of measured and estimated data using the best reasonably available information.,0
"The estimated Oxy GHG emissions described in this report are derived from a combination of measured and estimated data using the best reasonably available information as of Professionals 13 December 31, 2021.",0
"Oxy has endeavored to estimate direct GHG emissions from our operations (Scope 1), indirect emissions associated with the generation by others of electricity, Service Workers 0 steam or heat that we purchase for use in our operations (Scope 2), and the three categories of emissions generated by others in our value chain (Scope 3) that we believe are most Total 33 significant downstream transportation and distribution of the products we make to our customers, processing and refining of our products by our customers, and use of our sold Previous Report Total 24 products by consumers.",1
"We are continuing to assess methodologies to estimate Scope 3 emissions, and currently believe the other Scope 3 categories are not significant to our total Female GHG inventory.",0
"Total GHG Emissions (Scope 1 and Scope 2 (location-based)) from Oxy operated assets Reporting criteria American Petroleum Institute Compendium of Greenhouse Gas Emissions Methodologies for the Oil and Natural Gas Industry, 2009; IPCC Guidelines for National Greenhouse Gas Inventories, 2006; US EPA Mandatory Greenhouse Gas Reporting Rule Assurance standard ERM CVS assurance methodology, based on the International Standard on Assurance Engagements ISAE 3000 (Revised).",1
"Our conclusions Based on our activities, as described below, nothing has come to our attention to indicate that the following 2019 and 2020 GHG emissions data from Oxy operated assets are not fairly presented in the Reports, in all material respects, with the reporting criteria.",0
Carbon dioxide equivalent obtained by converting a mixture of GHGs to a single number based on the global warming potential of each individual GHG in the mixture.,0
"GHG: Greenhouse gasesprimarily comprised of carbon dioxide, methane, nitrous oxide, hydrofluorocarbons, perfluorocarbons, sulfur hexafluoride, and nitrogen trifluoride.",0
"At Oxy, net zero means that we facilitate the reduction, capture, removal and storage of at least the same quantity of GHGs that are emitted directly from our operations (Scope 1), generated by others to create the power we purchase to conduct our operations (Scope 2), and generated by customers and consumers using the products we sell (Scope 3).",0
SASB Content Index 144 Appendix 8.,1
"In 2021, work was carried out to specify the methodology and integrate climate risks into the corporate risk management system based on TCFD2 recommendations.",1
"In 2021, the Task Force initiated a workshop meeting for 148 heads of environmental services of LUKOIL Group entities to discuss best practices and problematic GHG emission management issues.",0
