words,category
We protect our sustainable development through responsible decisions and transparent business practices.,auto
"More than ever, to address the United Nations 2030 Sustainable Development Goals (SDGs) and to meet the challenge of drastically reducing its carbon footprint, Stellantis is rethinking its value creation model to anticipate major trends.",auto
"Our success depends on our ability to meet regulatory emissions requirements while at the same time seek to meet customer expectations for access to safe, sustainable and affordable mobility solutions.",auto
Companys public position Stellantis believes it has an ethical responsibility to offer customers affordable mobility solutions that are sustainable for the planet and its citizens.,auto
It also requires public authorities to actively support the development of an affordable and sustainable mobility ecosystem through the wise use of the regulatory framework and financial tools and by ensuring the contribution of all sectors and green energy sources of all kinds - in particular the energy sector that should provide green electricity.,auto
"To establish its targets, Stellantis referred to the Science-Based Targets initiative (SBTi) methodology, based on Sector Decarbonization Approach for transport sector.",auto
"The targets are defined assuming no change in the lifetime mileage of vehicles over the years, nevertheless, we will also work on the improvement of the durability of our vehicles.",auto
"In this context, the identification and the management of climate-related risks and opportunities is a key approach for Stellantis to work towards business sustainability.",auto
It requires a global and comprehensive response supporting the attainment of our carbon-neutrality target in the long-term as well as our intermediate targets in the short-to-medium term.,auto
A clear and transparent acknowledgement of the risks and issues related to climate change is therefore vital for Stellantis to work towards sustainability.,auto
Responsible purchasing practices (including local sourcing development) to support the companys development in host territories Sustainable water management in manufacturing Optimization of material cycles in industrial processes (including waste) Protection of biodiversity This table shows which climate risks may have an impact on Stellantis climate-sensitive CSR issues on the short or medium-term.,auto
"Taking steps for climate to be central in decisions and operations can protect performance and enable Stellantis to improve its economic and financial efficiency by safeguarding the value of its assets, managing its risks more effectively and protecting its value and sustainability in the medium-to long-term.",auto
"The ESG Committee is responsible for monitoring and evaluating reports on the Companys sustainable development policies and practices, management standards, strategy, performance and governance globally.",auto
"It is also responsible for reviewing, assessing and making recommendations regarding strategic guidelines for sustainability-related issues and reviewing the annual CSR Report.",auto
Top Executive Team members Planning Examples of incentives plans for the management of climate-related issues Organizational Divisions Climate-related targets All Stellantis employees eligible for the incentive plans Annual CO2 emission target is used as a payoff trigger for the variable compensation.,auto
"Therefore, CO2 dedicated targets are annually set at various management levels and according to job perimeters (defined and reviewed during the annual performance review).",auto
Corresponding incentive plan are in place to foster the climate performance of the Company and the achievement of the set targets.,auto
"Short-term CO2 related targets, on the implementation of specific programs aligned with the ambition to reduce average CO2 emissions of the vehicles sold worldwide.",auto
Vehicle project managers can have targets based on vehicle CO2 performance.,auto
This incentive plan demonstrates the integration of climate objectives in the compensation system across the organization.,auto
This should allow Stellantis to continue to reach its CO2 targets in the coming years.,auto
"Action plans (technical enablers, product plan adaptation and strategy) to reach Stellantis targets are then decided by the Strategy Council.",auto
"In addition, two sustainable urban mobility devices, Citroen AMI Cargo and Opel ROCKS-e have been launched in 2021.",auto
Each automobile manufacturer must meet a specific target related to vehicle weight.,auto
All plants have CO2 reduction targets and are required to present roadmaps to reach net zero emissions and present yearly progress.,auto
The target is for the share to increase to 100% by 2030.,auto
"In addition, the Zaragoza plant is certified according to ISO standards and on the path to implementing the Stellantis Production Way sustainable efficiency model.",auto
"It aims to make environmental reporting and risk management a business norm while driving disclosure, insight and action towards a sustainable economy.",auto
Ambitious targets have been set on the percentage of green/recyclable materials.,auto
Stellantis has established a specific CO2 requirement in its sustainable policy guidelines and has included the CO2 performance as a criteria in its business award.,auto
"Furthermore, greenhouse gas (GHG) emissions and CO2 emissions are major subjects discussed in the Drive Sustainability Initiative, where Stellantis is a partner, as well as in various other Automotive industry groups in multiple countries.",auto
Placing quantitative targets on the share of Annual Purchased Value coming from suppliers with CO2 reduction targets compliant with the Paris Agreement enables Stellantis to define and track alignment with a clear roadmap of how to attain its carbon neutrality target.,auto
The share is then expected to increase to 95% by 2030 and to contribute to the carbon net zero with single-digit % of compensation objectives in 2038.,auto
Stellantis 2025 target is to monitor 80% (based on APV) of suppliers CO2 emissions through the Stellantis CDP Supply Chain program and dedicated actions from specific focus commodities.,auto
"From both companies, a new Stellantis standard is under definition to evaluate the sustainability of the packaging.",auto
"We care for the future Based on our purpose and embracing our values, we are working to build an internal organization with local roots, capable of integrating these changes for a sustainable future.",auto
"In this way, management and employee representatives are able to tackle the major ongoing and upcoming challenges together and provide economic and social performance for a sustainable future.",auto
"By involving and sharing a clear vision of the current and upcoming situation, the employee representatives are involved in paving the way to a sustainable future.",auto
We believe that social dialogue can support economic development by providing an enabling environment for sustainable enterprise development.,auto
They are a basis for the competitiveness and sustainable success of our Company.,auto
The current health crisis underlines the importance of Stellantis work so far to build a more sustainable and resilient company.,auto
"The objective is to ensure a responsible transition, including employee well-being policy, which protects the Company and employees in a sustainable way.",auto
"Stellantis strives to have in each industrial site its own site project aimed at sustainable performance, supported by a collective performance agreement co-constructed with the social partners.",auto
"The Company operates according to a policy of responsible and sustainable employment, and it aims to anticipate transformations and reinforce employees employability by offering different paths such as reskilling and upskilling programs to safeguard careers.",auto
Recruitment Targeted recruitment processes are deployed within the Company worldwide to support the onboarding and integration of new talents.,auto
A comprehensive compensation policy that rewards performance Stellantis compensation policy is designed to promote and reward those who achieve results based on leadership and performance.,auto
"The Company benchmarks its compensation and benefits programs for a consistent and fair approach, aligned with its overall business strategy, in the countries where it competes for talent.",auto
"The Company communicates to all employees in every country, the various aspects of compensation, social benefits, health and disability insurance, personal development and working environment.",auto
"The Company compensation policy has three main objectives: to reward performance; to provide a fair, competitive, market-driven compensation package; to retain and attract key talent.",auto
Our compensation policies and practices are designed to follow Human Rights Guidelines and comply with applicable laws with a focus on diversity and inclusion.,auto
"Compensation practices involving recruiting, promotions, annual salary reviews and incentive awards are reviewed for consistency across all employee groups.",auto
"Allegations of issues regarding eligibility or compensation actions are reviewed for further analysis, explanation and eventual actions.",auto
"In addition to this fixed and variable compensation, there is an individual bonus plan.",auto
Collective variable compensation is a component of the comprehensive compensation programs offered by Stellantis to its employees.,auto
These collective programs target all categories of employee and aim to reward collective performance and engage employees in value creation for the Company.,auto
"Performance goals set for LTI compensation is aligned with the interests of shareholders and other stakeholders such goals include total shareholder return, synergies and CO2 emissions reductions.",auto
"In line with the Dutch Civil Code (DCC) and the Dutch Corporate Governance Code (DCGC), the CEO pay ratio and the trend is disclosed in the annual Remuneration Report as well as a description of the CEO compensation.",auto
Stellantis is accelerating its shift to becoming a sustainable mobility tech company.,auto
"The overall Companys compensation policy also includes providing an employee competitive benefits program in each of the countries, while controlling costs and meeting the Stellantis social responsibility commitments.",auto
These objectives were shared with managers and employees who work together to set individual objectives that support the collective targets of the company.,auto
In-depth discussions focused on Stellantis's sustainability performance and transparency requirements for companies to disclose how they operate and manage social and environmental challenges.,auto
"Through fostering inclusion, we drive employee engagement and create the conditions for all employees to reach their full potential, leading to greater performance and businesses sustainability.",auto
"In line with Our Purpose, we believe that Diversity and Inclusion is essential to the performance and sustainability of our business.",auto
"The strategy shares our aspirations in the area of Diversity and Inclusion in relation to our customers, our employees, our future talent, our leadership, and the communities within which we are located, whilst setting out the key areas of our approach: Commitment: building a diverse and inclusive workspace that aims for stronger employee engagement, leading to greater business sustainability.",auto
"Stellantis is aligned with the vision of the United Nations Sustainable Development Goal on Gender Equality, and committed to following the UN Womens Empowerment Principles, which encourages companies to promote gender equality and the empowerment of women in the workplace, industry, and community.",auto
"These include, among others, processes to ensure equity and fairness in the determination of compensation levels (Blue Collars average wages for women is 94% of average wages for men and 91% for White Collars), annual salary reviews and promotions; provision of flexible working opportunities to support work-life balance arrangements; and events to foster interest in technical careers among women.",auto
"Additionally, diversity targets were established and tracked for senior leadership, as well as top management.",auto
"In a nutshell our Well-being, Health and Safety policy embodies our Corporate Values by supporting the working together (We Win Together Value) and the sustainable performance of our Company (We care for the future Value).",auto
Local governments play a significant role in their climate-neutral and smart cities mission and Stellantis collaborates with these local authorities to expand their sustainability strategies.,auto
"Sustainable mobility goes beyond simply the electrification of the fleet and seeks to align the diverse needs of a community with an inclusive, affordable approach which maximizes the utilization of existing assets.",auto
"These examples are a testimony of Free2move and Leasys sense of responsibility and determination to contribute and accelerate the on-going transition to electric, more sustainable, forms of mobility.",auto
"Free2move and Leasys recognize the necessary shift from Internal Combustion Engine vehicles towards alternative, electric powertrains in support of the targets set by the Paris Agreement as well as the climate-related United Nations Sustainable Development Goals.",auto
"They embrace these international goals and, with the aim to reduce substantially CO2 emissions, are committed to contribute to consumers transition towards cleaner technologies and therefore, ultimately, to the long-term sustainability of their activities.",auto
"The sustainability of Leasys offer is represented by inclusive solutions making its mobility offer increasingly accessible through products designed for discontinuous drivers (pay-per-use solutions such as Leasys Miles or subscription programs such as FlexRent), as well as curious drivers (subscription programs such as CarCloud).",auto
Adoption and installation of products into Stellantis vehicles is targeted by 2024.,auto
"In order to meet these targets around the world, the Officer delegates the authority to local business units and plant Directors to capture their market needs and expedite the results.",auto
Stellantis has set quality targets consistent with its ambition in customer satisfaction.,auto
It is a sustainable means to achieve our Quality Ambition.,auto
The target is to install such stations in more factories in the coming years.,auto
"While we strive for integrity in everything we do, we understand the special role of integrity in compliance with regulations or standards that promote sustainable development, such as distribution of value, progressive taxation, cash transfers and investment in human capital, and regulation and strategies of development of inclusive growth.",auto
"They are our foundational principles, a source of competitiveness, and the basis for our sustainable growth.",auto
"It takes into account scenario analyses as well as the pay differentials within the Company, compensation levels offered in the market, and shareholder and general societal views on compensation.",auto
The Company follows a pay for performance compensation philosophy at all levels in the organization ensuring that the compensation strategy is competitive and is structured to attract and retain key staff of the requisite quality.,auto
"The principles and rules decided on by the Board of Directors to determine the compensation and benefits granted to executive directors take into account principles of completeness, balance, consistency and measurement.",auto
The Company periodically benchmarks its executive compensation program and the compensation offered to Directors against peer companies and monitors compensation levels and trends in the market as well as international standards regarding appropriate remuneration.,auto
"For this reason, non-financial performance indicators are taken into account when formulating the Companys compensation structure.",auto
"The design of our compensation program ensures that a significant portion of each executives overall compensation is based on the achievement of long-term performance objectives through the Companys long-term incentive plan, in the belief that placing significantly more weight on the long-term component is appropriate to align the Directors and corporate officers efforts with the Companys strategy, long-term interests and sustainability.",auto
Variable pay Executive Vice Presidents CO2 emissions in Europe/global CO2 emissions in Europe/global 20% Pay out trigger Product/service quality 16% Other individual goals are determined by the CEO which may include both financial and non-financial measures Determined by the CEO Long term incentive CO2 emissions in Europe/global 20% Other employees eligible for the incentive plans shown in the above table may receive incentive compensation based on the same CSR performance metrics but with different weighting.,auto
In 2021 the Governance and Sustainability Committee reviewed its Charter to better address his role and proposed to the Board of Directors the change of name from Governance and Sustainability Committee to ESG Committee together with adoption of the revised Charter.,auto
"The Remuneration Committee of the Board of Directors The Board of Directors is assisted by its Remuneration Committee in reviewing and approving corporate goals and annual and long-term performance objectives relative to incentive compensation of executive directors, including other members of the top management team and eligible personnel.",auto
"The policies are tailored to the business of the Company, and emphasize integrity, transparency, compliance with applicable legal or regulatory frameworks, and establish a foundation for sustainability.",auto
"Areas Code of Conduct Anti-corruption (partial completion) Number of hours Target number of employees 2021 % of employees trained vs target 51,221 7,700 87,612 19,370 88% 60% Reporting Concerns-Integrity Helpline In 2021, Stellantis merged the former PSA and FCA whistleblower systems into one single, robust system.",auto
Those efforts contribute to the achievement of the brands targets.,auto
"Representing and promoting responsible behaviors When portraying the use of its products and services, Stellantis and its brands remain focused on topics such as sustainability and circular economy principles.",auto
"The best sustainable drivers can also have access to an extra prize to be spent on several e-commerce, digital and media service platforms.",auto
Innovative approach to sustainable mobility A transparency approach on vehicles real consumption Citron offers innovative approach to sustainable mobility and helps transform the Greek island of Chalki into a smart and zero emission island.,auto
"This focus on sustainability has taken form in the selection of organic cotton for sweatshirts and T-shirts, and of recycled and vegan materials for bags and accessories.",auto
A Sustainable Policy has also been signed with Stellantis.,auto
"The United Nations Sustainable Development Goals confirm the urge to find solutions both for the environment and political stability, which are key levers of sustainability for companies like Stellantis.",auto
"In this context of scarcity of natural resources, preserving them, including the quality of the air, a precious natural resource on which human health depends, and reducing our dependence on water and raw materials are both a question of environmental responsibility and of sustainability for businesses.",auto
"In order to save resources while providing new sources of income, Stellantis has strengthened the sustainable and circular economy approach, by conducting LCA studies on vehicles, deploying engineering research and development around new more sustainable materials, the recovery of parts and materials and improving manufacturing processes.",auto
"We are working to overcome the use of hazardous substances targeted by regulations such as, REACH.",auto
"It has central oversight, profit and loss responsibility and there are regional budgets and targets.",auto
"The materials and circular economy policy is based on the following principles: eco design to boost innovation and contribute to reduce material consumption and environmental impact of materials; an assertive commitment to use green materials; a commitment to reduce hazardous substances; a commitment to responsible recyclability - as a prevention measure against material scarcity and environmental impact of raw material sourcing - and to a responsible end of life treatment; a commitment to provide customers with offers in the circular economy mindset: sustainable parts and service offers to increase the lifespan of their vehicle, verified pre-owned cars, remanufactured parts.",auto
"In addition to supporting vehicle compliance with environmental legislation, eco-design also helps the Company stay competitive regarding sustainable mobility and new materials.",auto
The goal of the business unit is to build a sustainable business based on circular economy principles.,auto
"Former PSA was a founding member of the EcoSD network, an association whose main purpose is to foster interaction between researchers and industry players to create and disseminate Eco-Sustainable Design (EcoSD) expertise in France and beyond, thereby promoting Frances EcoSD expertise internationally.",auto
"SALEMA project, supported by European Commission, develops a combined strategy of decreasing the critical raw material dependency (from magnesium and silicon) and creating a sustainable circular economy in the aluminum manufacturing industry of Europe, since electric automotive sector needs high-performance, sustainable aluminum sources, that is only possible by the generation of a new aluminum ecosystem.",auto
Parts and Services Sustainability Stellantis offers a full range of remanufactured parts that support the aftermarket needs of customers.,auto
"Stellantis continues its significant efforts to produce vehicles that comply with regulations and at the same time meet consumer demands, including the growing demands for sustainable mobility.",auto
"To ensure Stellantis is working towards these ambitions, we monitor our performance against CSR targets using global KPIs.",auto
"On an annual basis, the Plant Managers of our production facilities are preparing site-specific plans including targets, actions and necessary investments to meet our environmental commitments.",auto
Opportunities for reputation: become industry leader in circular economy reducing the impact for the environment and improve brand image and sales; reaching 100% waste recovery represents a sustainable waste management practice and supports the reputation of the Company.,auto
Potential reputational risk: water management and target setting requires a site specific approach.,auto
"Opportunities for company reputation: Stellantis conservation practices on corporate land demonstrate a long-term commitment to quality habitat for wildlife, conservation education and community outreach initiatives; talent attraction and retention by offering employee biodiversity engagement activities that meet a variety of needs including work-life balance, health and wellness and providing value to the communities in which Stellantis operates; communicating a companys efforts to further biodiversity and sustainability is an important driver to gaining value to a companys social acceptance to operate and positive brand value.",auto
Conducting our business with sustainable business practices is a core value at Stellantis.,auto
"We are firmly committed to act in a socially responsible manner and in line with sustainable practices within Stellantis and at each level of the supply base that include; ensuring the health and safety of its workforce, prohibiting human rights violations such as child labor and forced labor, and complying with conflict minerals and environmental protection regulations.",auto
We encourage the adoption and sharing of sustainable practices among our business partners and suppliers at all levels in the supply chain.,auto
"We use assessment tools that focus on topics such as the environment, labor and human rights, ethics and sustainable procurement.",auto
Stellantis uses its sphere of influence to promote its sustainable purchasing practices all the way through the supply chain to the very origin and lowest level of our chain.,auto
"To make sure that our principles are duly met, we conduct targeted audits where risks are identified.",auto
"It is necessary to develop supply chains that are sustainable and can successfully manage multiple environmental impacts; such as those related to their own operations, physical damage from natural disasters or supply shortages.",auto
"Customers, Suppliers and Business Partners Conducting our business with sustainable business practices is a core value at Stellantis.",auto
"We encourage the adoption and sharing of sustainable practices among our business partners, suppliers and dealers.",auto
We are committed to sustainable practices in our procurement activity.,auto
Stellantis conducted evaluation activities to compare the benefits of the two leading Sustainability Assessment Questionnaires (SAQ); EcoVadis and Drive Sustainability.,auto
Stellantis contributed on the revision of the Automotive Guiding Principles with AIAG and Drive Sustainability.,auto
"Purchasing CSR Resources Matrix Responsible Sourcing Human Rights in the Supply Chain Climate Change- Carbon accounting Resources and Tools Supplier Business Review meetings Drive Sustainability CSR assessment, CMR, CRT, NQC subgroup, Ecovadis RMI Automotive Industry Associations ACEA, AIAG, ANFIA, PFA, VDA CDP Regional Contributors are the local contacts that provide the specific regional SGS Social Audits elements as required.",auto
"This task force included Tier-1, as well as targeted sub-tier, suppliers.",auto
"There are dedicated classes on sustainability-related topics such as responsible working conditions, environmental impacts, ethics and conflict minerals.",auto
Ethics Sustainable Procurement A partnership that promotes sustainable performance: Supplier Awards The Supplier Awards are an opportunity to reaffirm the strategic importance of the supplier relationship as a fundamental driver in achieving the Companys strategic plan for profitable growth and developing differentiating technological innovations in response to the challenges of global competitiveness.,auto
"We intend to adhere to common, globally embraced environmental and social principles by working together to improve our supply base sustainability development.",auto
"Drive Sustainability, a Stellantis partner, launched a project to identify human rights risks in the supply chains of 10 raw materials, including aluminum.",auto
Diversity spend targets are created for suppliers based on diversity categories.,auto
"For example, we participate with four regional organizations, ANFIA, PFA, VDA, and AIAG and the multi-national partner Drive Sustainability.",auto
Stellantis is a member of Drive Sustainability.,auto
Stellantis has access to a wide range of information and data from RMI that supports our efforts to ensure that sustainability standards are implemented by smelters and the mining industry.,auto
The Company thus seeks to exercise its duty of care and foster sustainable procurement.,auto
"Stellantis is an early supporter of Vine, which allows the company to identify, review and analyze sustainability risks and respond rapidly to critical risks where they are identified.",auto
FCA Foundation was aligned with the United Nations Sustainable Development Goals (SDG).,auto
These programs focused on quality education and creating sustainable cities and communities.,auto
"These actions contribute mainly to two Sustainability Development Goals (SDGs), SDG 10 Reduced inequalities and SDG 11 Sustainable cities and communities.",auto
The evaluated social impact of this three-year self-sufficient and unique experiment showed that a sustainable economic model is possible for an inclusive mobility system.,auto
The degree program in Automotive engineering now includes lessons with experts in sustainable mobility and artificial intelligence.,auto
Describe the targets used by the organization to manage climate-related risks and opportunities and performance against targets.,auto
"This report has been prepared in accordance with the GRI Sustainability Reporting Standards published in 2016 (Core option), modified in 2018 and 2020.",auto
The share is then expected to increase to 95% by 2030 and and to contribute to the carbon net zero with single-digit % of compensation objectives in 2038.,auto
"ISO certification of suppliers is conducted via a Sustainability Assessment Questionnaire review In 2021, 62% of direct material suppliers have ISO certifications available.",auto
There are dedicated classes on sustainability-related topics.,auto
The supplier training curriculum covers sustainability-related topics such as responsible working conditions and conflict minerals.,auto
"These include, among others, processes to ensure equity and fairness in the determination of compensation levels, annual salary reviews and promotions.",auto
"On an annual basis, the Plant Managers are preparing site-specific plans including targets, actions and necessary investments to meet our environmental commitments.",auto
CO2 dedicated targets are annually set at various management levels and according to job perimeters.,auto
Stellantis has set the following targets: launch the first vehicles containing 25% of Green Materials in 2025 / launch the first vehicles containing 40% of Green Materials in 2030.,auto
"Scarcity of materials Integrated in the Materials and Sustainability Engineering Department, teams are dedicated to developing and monitoring sustainable eco-design worldwide.",auto
"Our limited assurance conclusion Based on our review nothing has come to our attention that causes us to believe that the limited assurance KPIs are not prepared, in all material respects, in accordance with the Sustainability Reporting Standards of the Global Reporting Initiative (GRI) and applied supplemental reporting criteria as included in section 8.",auto
"Our reasonable assurance opinion In our opinion the reasonable assurance KPIs are prepared, in all materials aspects, in accordance with the Sustainability Reporting Standards of the Global Reporting Initiative (GRI) and applied supplemental reporting criteria as included in section 8.",auto
Sustainable water management in manufacturing Number of plants located in a high or extremely high water-stressed area 19.,auto
Subaru has set the numerical target of increasing the number of female managers by ve times the gure for 2014 by 2020 under the system of promotion through merit based on demonstrated ability and is on track to achieve this goal.,auto
We have now set a new target of at least 12 times the 2014 gure by 2025 and will further enhance initiatives aimed at training female managers.,auto
"We believe that striving to achieve diversity of employees and diversity in products is an approach to diversity unique to Subaru, which will lead to sustainable corporate growth.",auto
"Subaru will continue to consider its technology and product strategies for addressing changing social expectations, customer needs, and environmental regulations, as well as earning appropriate prots, thereby ensuring the sustainable growth of both society and the Subaru Group.",auto
"Going forward, we will provide society with value that only Subaru can oer, contributing to the resolution of social issues and creating a sustainable society.",auto
"In addition, in both our automotive and aerospace businesses, we will make swift, steady, and strong progress toward our goal of ensuring that the Subaru Group is trusted by all stakeholders, thereby laying solid foundations for sustainable growth.",auto
"On the other hand, in regard to the relations between their business and CSR, it became clear that having a clear image of what they need to do and setting targets were dicult.",auto
"The Subaru Groups Stakeholders and Communication Methods Initiatives toward Sustainable Development Goals Sustainable Development Goals (SDGs) for 2030 are development goals to achieve a sustainable future, and Subaru Group recognizes the importance of responding to these goals.",auto
"As such, Subaru contributes to the creation of a sustainable society.",auto
"Subaru will foster a sustainable mobility culture by providing customers with added value in the form of products and services which make the car a partner that enriches peoples lives and minds, while cherishing the human emotions of enjoyment and peace of mind.",auto
Subaru believes that continuing to oer products that contribute to increasing options for our customers and respecting diverse forms of market value will lead to sustainable growth for the company.,auto
"Subaru has set the numerical target of increasing the number of female managers by ve times the gure for 2014 by 2020 under the system of promotion through merit based on demonstrated ability and is on track to achieve this goal, as planned.",auto
Subaru has now set a new target of at least 12 times the number of female managers that the company had in 2014 by 2025 and will further enhance initiatives aimed at training female managers.,auto
"With the concept that sustainability of both society and Subaru only becomes possible with the existence of rich global environment, that is The earth, the sky and nature, the entire Subaru Group will make the greatest possible eorts to undertake global environmental conservation activities.",auto
"Subaru will continue to consider our technology and product strategies for addressing changing social expectations, customer needs, and environmental regulations, as well as earning appropriate prots, thereby ensuring the sustainable growth of both society and the Subaru Group.",auto
"In order to maintain objectivity and transparency in the process for determining executive compensation, the Executive Compensation Meeting decides on the compensation system and specic sums paid in compensation to executives after ample deliberation by the meeting members, including the independent outside directors, based on the authority delegated to the Meeting by the Board of Directors.",auto
"Where matters concern the executive compensation system in general, such as its revision, the Board of Directors deliberates on proposals approved by the Executive Compensation Meeting and decides on them by resolution.",auto
"The Executive Compensation Meeting was convened twice in FYE2019 to deliberate on compensation systems, and performance-based compensation for directors (excluding outside directors) and executive ocers was determined based on evaluations and the amount of monetary compensation claims in respect of restricted stock compensation for each individual recipient.",auto
"Executive Compensation, etc.",auto
"Policy for Determining the Amount of Compensation for Subaru Executives or the Calculation Method Thereof Compensation of directors is determined based on the following: An appropriate, fair, and well-balanced level commensurate with the directors roles and responsibilities.",auto
Specic compensation consists of the following items.,auto
"Within that sum, total monetary compensation associated with long-term incentives is capped at 200 million yen per year.",auto
"In determining the compensation paid to directors, the Executive Compensation Meeting decides on the compensation system and specic sums paid in compensation to executives after ample deliberation by the Meeting members, including the independent outside directors, based on the authority delegated to the Meeting by the Board of Directors.",auto
"Under the authority delegated to it by the Board of Directors, the Executive Compensation Meeting determined the sums to be paid in short-term performance-based compensation to each director based on these results.",auto
"Total compensation for auditors was resolved to be no more than 100 million yen per year at the 75th Ordinary General Meeting of Shareholders held on June 27, 2006.",auto
"Within this amount, the basic compensation to be paid is determined based on the rank with consideration to business environment, etc.",auto
"Total Compensation of Executives by Executive Category, Total Sum by Compensation Type, and Number of Executives Eligible 88th Term (FYE2019) Note: The table above includes four directors who stepped down before the nal day of this nancial year.",auto
I will devote myself each day to ensuring that the Risk Management Group provides guidance to enable maintenance of sustainable management.,auto
"Preservation of the ecosystem of our planet, the earth, the sky and nature, is of utmost importance to ensure the future sustainability of both society and our organization.",auto
"Subaru understands that the health and preservation of biodiversity and controlling climate change are critical to ensuring a sustainable future for our planet earth, nature, communities and businesses.",auto
We will strive to improve our sustainability program through contributions that meet societal needs and by publicizing our activities as Team Subaru.,auto
Environmental initiatives need to go beyond merely setting goals and targets to be achieved.,auto
Practical eorts to protect the environment from a medium-to long-term perspective are needed now more than ever to ensure the sustainable growth of both Subaru and society as a whole.,auto
"For overseas production facilities, set medium term CO2 emissions reduction targets and continue to promote activities to attain them.",auto
Achieved the target of 1% reduction.,auto
No targeted vehicle to be released in FYE2020.,auto
Waste generation was reduced to 92% of the target value for FYE2019.,auto
Set the per unit of emission target lower than that of FYE2018 and continue to make efforts to reduce environmental burden.,auto
"Set the per unit of emission target lower than that of FYE2019, and continue to make efforts to reduce environmental burden.",auto
"We plan to develop and promote Eco Action 21 to the Group while receiving instruction and support from Institute for Promoting Sustainable Societies (IPSuS)*, an accreditation institute for eco action.",auto
"Institute for Promoting Sustainable Societies (IPSuS): This organization studies, plans and implements new initiatives for building sustainable societies by integrating initiatives related to business, such as Eco Action 21, and initiatives related to products and services that make use of the supply chain.",auto
"Target: Tokyo Oce, Gunma Plant Energy use, CO2 emissions: Calculated according to the Mandatory Greenhouse Gas Accounting and Reporting System based on the Act on the Promotion of Global Warming Countermeasures.",auto
"In the LEGACY, LEVORG, IMPREZA, FORESTER, and SUBARU BRZ, we achieved the voluntary target by JAMA*1 by reducing the concentration of the 13 substances dened by the Ministry of Health, Labor and Welfare to levels below the indoor concentration guideline values.",auto
"Reducing anthropogenic greenhouse gases (referred to below as CO2 for the sake of convenience), which have been pinpointed as the cause of climate change, is a crucial task that will ensure the sustainable growth of both Subaru and society as a whole.",auto
"Some say that the current Nationally Determined Contributions under the Paris Agreement are not enough to achieve the well below 2 target, so if countries adopt more stringent targets, Subarus business could be severely aected.",auto
The Environmental Committee is chaired by the Corporate Executive Vice President and Representative Director in charge of the Sustainability Promotion Department.,auto
"The Subaru Group recognizes that working on improving environmental issues through business activities is an urgent social issue imposed on corporations and that we bear the responsibility to accomplish this, and is working on environmentally-conscious procurement activities throughout the supply chain with the aim of achieving sustainable society.",auto
"The Subaru Group believes that enabling each one of our employees to fully demonstrate his/her ability enhances the attractiveness of the Subaru brand, which in turn leads to sustainable growth of the Groups corporate value.",auto
"Recently, Subaru has set a new target for the number of female managers to be 12 times or more that of the number in 2014 by 2025, and is further strengthening its eorts to increase female managers.",auto
"All employees conrm activity targets and plans, and participate in activities toward zero disaster and accidents as one united team.",auto
"The Social Contribution Committee, based on the organizational restructuring in April 2019, appointed Director in charge of Sustainability Promotion Department as its chairperson and Sustainability Promotion Department (newly established) as its secretariat.",auto
"For Subaru, as an automotive and aerospace company, protecting our elds of businessnamely, the global environment composed of the earth, the sky and natureis a task of paramount importance to ensure the sustainability of both Subaru and society as a whole.",auto
"We at Subaru, management and employees alike, feel the need to achieve growth for the realization of a sustainable society.",auto
We cherish everyone working for the group as irreplaceable assets who help Subaru to achieve a sustainable society.,auto
"A statement from the most senior decision-maker of the organization (such as CEO, chair, or equivalent senior position) about the relevance of sustainability to the organization and its strategy for addressing sustainability.",auto
The highest committee or position that formally reviews and approves the organizations sustainability report and ensures that all material topics are covered.,auto
"If not included in the assurance report accompanying the sustainability report, a description of what has and what has not been assured and on what basis, including the assurance standards used, the level of assurance obtained, and any limitations of the assurance process; ii.",auto
Whether and how the highest governance body or senior executives are involved in seeking external assurance for the organizations sustainability report.,auto
Goals and targets iv.,auto
"Target Organizations In uprinciple, the report covers the Subaru Group (Subaru Corporation and all its subsidiaries).",auto
"However, to cope with changes in the social environment and in relationships with our stakeholders, we established the Subaru Global Sustainability Policy in April 2020 as a guideline to be shared by all Group employees on a global basis.",auto
"Subaru Global Sustainability Policy We, Subaru Group, are committed to sustainable business practices designed to promote harmony between people, society and the environment in the following ways: 1.",auto
"Through our business activities, we will contribute to the resolution of various social issues, including the protection of the global environment, and to the creation of a sustainable society.",auto
Contributing to the SDGs I believe that the coronavirus outbreak will provide further impetus for achieving a sustainable society.,auto
"The Subaru Group conducts CSR activities by leveraging its strengths to find solutions to social problems, aiming to make the creation of a sustainable society and the continuous growth of the Subaru Group compatible.",auto
"By fulfilling our social responsibility as a corporation, we will become a company that is trusted by society and contribute to creating a sustainable society with ever greater affluence.",auto
"To show the Subaru Groups sincere intent to further contribute to the creation of a sustainable society through our business activities, we clarified the SDGs that we contribute to in each field.",auto
"Specifically, we established the Subaru Global Sustainability Policy in April 2020.",auto
"Also, regarding Environment, the SUBARU Sustainability Principles set forth that The earth, the sky and nature are Subarus fields of business, and we give sufficient consideration as part of our social responsibility.",auto
"For that purpose, in FYE2020, we set mid- and long-term targets to reduce emissions of CO2 from our business activities and products.",auto
"It is aimed at creating a sustainable society and is not restricted to climate change, but acknowledges that we must contribute to solutions for many global environmental problems.",auto
