sentence,page,company,keyword(s),relevant,scale
"In 2021, agreements were signed by 9,751 suppliers, all of which contained clauses to abstain from child labor and slavelike labor.",260,Petroleo Brasileiro SA,['supplier'],FALSE,0
"Our Reporting Channel is prepared to receive incident reports related to suppliers, such as those related to freedom of association and collective bargaining violations, among other labor practices and human rights issues.",260,Petroleo Brasileiro SA,['supplier'],FALSE,0
"Practices for the prevention of slave and child labor With the purpose of curbing any degrading work practice in our supply chain, our standard contractual draft for services has a clause demanding guarantee of compliance with the labor precepts provided for in the Brazilian legislation in force.",260,Petroleo Brasileiro SA,['supply chain'],FALSE,0
"This clause requires the supplier to extend this prohibition to its input suppliers and/or service providers, under penalty of a fine or contract termination, without prejudice to the adoption of other appropriate measures.",260,Petroleo Brasileiro SA,['supplier'],FALSE,0
"To meet these objectives, an action plan was drawn up by the areas of Social Responsibility, Legal and Supplies, in view of the critical nature of the topic throughout the supply chain.",260,Petroleo Brasileiro SA,['supply chain'],FALSE,0
"The Best Suppliers Award, created in 2018, is held annually and aims at recognizing the quality and high performance that some suppliers showed in the delivery of goods and services.",261,Petroleo Brasileiro SA,['supplier'],FALSE,0
"The assessment of suppliers takes into account quality, deadline, management, HSE (Health, Safety and Environment), compliance and integrity criteria.",261,Petroleo Brasileiro SA,['supplier'],FALSE,0
"The award encourages the search for excellence and strengthening the spirit of collaboration and partnership of suppliers with us, especially with regard to quality, management, ESG (Environmental, Social and Governance), R&D (Research and Development) and digital transformation.",261,Petroleo Brasileiro SA,['supplier'],TRUE,3
"The result of the Award was widely publicized in several media outlets, including our Supplier Channel.",261,Petroleo Brasileiro SA,['supplier'],FALSE,0
"In line with UK government guidance relating to storage and points of delivery facilities, our UK stores remained open as they provide important support to small business customers and companies engaged in keysupply chains including healthcare, foodindustry suppliers and infrastructure support such as electrical and mechanical repair providers.",8,Safestore,"['supplier', 'supply chain']",FALSE,0
"What matters includes maximising long term value, which means: Sustainable current and future financial performance and returns A clear strategy and business model Strong leadership Maintaining our reputation Managing and reporting our ESG performance with clear and transparent disclosures We maintain dialogue with the investment community through a comprehensive investor relations programme to ensure that our shareholders, investors, including investor bodies, and investor community have a strong understanding of our strategy, performance and culture Key shareholder publications including the Annual Report, the full year and half year results announcements and interim management statements Our AGM provides an opportunity to interact with our shareholders We report against EPRAs latest recommendations, Best Practice Recommendations on Sustainability Reporting, which are aligned to the latest Global Reporting Initiative Building strong relationships, and what matters to our partners includes: Quarterly joint venture Board meetings and regular communication with our joint venture partner Our current and future financial Quarterly meetings with our construction performance management partner Our operational excellence Supplier forums held biannually, which facilitate Please see pages 13 and 54 to 56 Stable and long term relationships to ensure sustainable, high quality delivery for the benefit of all stakeholders Clear communication, fair engagement and prompt payment Corporate governance anopen exchange of feedback This year we have worked with our suppliers, using the UN Sustainability Goals as a shared framework for the way we work together Our partners We work with a wide range of partners, including our joint venture partner, Carlyle, our landlords at our leasehold sites, our contractors and suppliers of goods and services.",33,Safestore,['supplier'],FALSE,0
Maintaining the Companys investment in its property portfolio Our partners: Ongoing store refurbishment programme supports stable and long term relationships with our suppliers Our communities: Improving the quality and appearance of ourUK stores Our environment: Eliminating gas usage in eleven of our stores Our people: Providing the property team with secure financing and confidence to pursue the highest yielding assets for the Group.,34,Safestore,['supplier'],FALSE,0
"Providing welllocated and accessible stores Our investors: Expect a robust investment appraisal process considering key risks and appropriate environmental and sustainable development considerations Our partners: New property developments support stable and long term relationships with our Suppliers and with our Joint Venture partner Our communities: The site at London Bow, was a large, old vacant industrial building that has been redeveloped and brought back into use.",34,Safestore,['supplier'],FALSE,0
"Our Sustainability Committee, with representation from across all levels of the business, is considering the impact ofclimate change related risks and is working with the Board and its suppliers to develop an ambitious plan to reduce carbon emissions.",39,Safestore,['supplier'],TRUE,1
"Like most businesses, a significant amount of our environmental impact comes from our supply chain.",44,Safestore,['supply chain'],FALSE,0
"Our intention is to continue to demonstrate plans, commitments, actions and progress towards the SDGs, and encourage our suppliers to work towards achieving similar goals.",44,Safestore,['supplier'],TRUE,1
"Sustainability continued Our suppliers Our suppliers play an important role in our business, and we expect them to act ethically, and share in our commitments to maintain sustainable business practices.",44,Safestore,['supplier'],TRUE,1
"Therefore, we engaged TBL Services, which helps organisations operate more sustainably, in our bid to involve our suppliers in our strategy setting, communications and reporting.",44,Safestore,['supplier'],FALSE,0
This rating is awarded to businesses which are publicly engaging suppliers in their efforts towards reaching the Global Goals.,44,Safestore,['supplier'],FALSE,0
"We aspire to have a positive impact on the development of the world through cooperation and strengthened relationships with our suppliers, using the SDGs as a shared framework for defining the way we work together going forward.",44,Safestore,['supplier'],FALSE,0
"We recognise that we need to take steps to coordinate, collaborate and convene with our suppliers and business partners as we work together towards achieving the SDGs most relevant to our business.",44,Safestore,['supplier'],FALSE,0
"Working with our suppliers and business partners, our focus remains on: creating decent workplaces which treat people fairly and withrespect; conducting business lawfully and with integrity; and responsible sourcing, consumption and production.",44,Safestore,['supplier'],FALSE,0
"Currently we average at 25% of local companies bidding, though this is now at 50% with some of the packages for our upcoming store in Morden as suppliers for steelwork and cladding are based in the local area.",56,Safestore,['supplier'],FALSE,0
"Considerate Constructors Scheme Construction sites, companies and suppliers voluntarily register with the Considerate Constructors Scheme (CCS) and agree to abide by the Code of Considerate Practice, designed to encourage best practice beyond statutory requirements.",57,Safestore,['supplier'],FALSE,0
We continue to work closely with our suppliers to help minimise our carbon footprint by reducing delivery mileage with products delivered from local depots.,58,Safestore,['supplier'],TRUE,3
We continue to work with our partners and suppliers to cut its usage over the coming years and aim to remove all such products from our sites by 2030.,58,Safestore,['supplier'],FALSE,0
We continue to work with our suppliers to minimise plastic packaging arriving on site.,58,Safestore,['supplier'],TRUE,3
"Colleagues have been working extremely hard to make these results possible, with many continuing to work in our stores, supporting our customers to enable them to maintain their key supply chains throughout the pandemic.",85,Safestore,['supply chain'],FALSE,0
"In order to continue to manage risk, we have had to anticipate new health and safety challenges and respond with pace to ensure a healthy and safe environment for our colleagues, customers, suppliers and contractors.",90,Safestore,['supplier'],FALSE,0
"All employees and suppliers are obliged to understand, sign and comply with these regulations.",6,Samhallsbyggnadsbolaget,['supplier'],FALSE,0
"In 2021, SBB expanded its focus areas with three new categories: fair working conditions under favourable terms for earning a living for employees and suppliers, investments in social infrastructure and a sustainable supply chain.",6,Samhallsbyggnadsbolaget,"['supplier', 'supply chain']",FALSE,0
"In addition, all central suppliers have participated in a followup of sustainability at the supplier level.",6,Samhallsbyggnadsbolaget,['supplier'],FALSE,0
"Interest groups include tenants, investors, employees, local communities, suppliers and financiers [GRI ].",6,Samhallsbyggnadsbolaget,['supplier'],FALSE,0
"And SBB seeks to achieve this together with its tenants, customers, suppliers and other stakeholders.",8,Samhallsbyggnadsbolaget,['supplier'],FALSE,0
"SBB seeks to act vigorously on climate change and has therefore adopted a target of climate positivity throughout the value chain by 2030, with this being an important element in SBBs promise to build a better society.",8,Samhallsbyggnadsbolaget,['value chain'],TRUE,1
"These include reducing climate impact by 5 percent annually, encompassing the entire value chain, from production of materials to management.",8,Samhallsbyggnadsbolaget,['value chain'],TRUE,1
"SBB also uses local suppliers, coordinated transport and reused building materials in its own construction operations to reduce CO2 emissions and the environmental impact of new construction and redevelopment.",9,Samhallsbyggnadsbolaget,['supplier'],FALSE,0
"The sustainability targets in Vision 2030 cover the entire value chain and three key components of the strategy to reduce emissions from construction are 1: investing in improvements to existing properties rather than demolishing them and building new ones, 2: working with wooden construction in new production.",9,Samhallsbyggnadsbolaget,['value chain'],FALSE,0
SBB assesses and registers building materials regarding environmental and climate risks to achieve a sustainable supply chain.,10,Samhallsbyggnadsbolaget,['supply chain'],FALSE,0
"In addition, all central suppliers have participated in a followup of sustainability at the supplier level.",14,Samhallsbyggnadsbolaget,['supplier'],FALSE,0
"Training includes rolespecific topics, as well as mandatory elements on the environment, work environment, the Code of Conduct, climate risks and risks in the supply chain.",16,Samhallsbyggnadsbolaget,['supply chain'],FALSE,0
"In terms of business ethics, all employees, partners and suppliers act in line with SBBs Code of Conduct.",18,Samhallsbyggnadsbolaget,['supplier'],FALSE,0
Only a small part of the supply chain is in other markets.,18,Samhallsbyggnadsbolaget,['supply chain'],FALSE,0
"These are mainly specific material suppliers for constructi on projects, many of the basic products used in construction are produced in the domestic markets.",18,Samhallsbyggnadsbolaget,['supplier'],FALSE,0
This means that most of the work is conducted on site by local suppliers in the property management and construction operations.,18,Samhallsbyggnadsbolaget,['supplier'],FALSE,0
"All centrally procured suppliers have undergone an indepth review and verification of their understanding of the Code of Conduct and Sustainability Policy, as well as a screening regarding significant sustainability parameters and focus areas.",19,Samhallsbyggnadsbolaget,['supplier'],FALSE,0
"All suppliers are required to comprehend, sign and comply with SBBs Code of Conduct and our Sustainability Code for Suppliers.",19,Samhallsbyggnadsbolaget,['supplier'],FALSE,0
SBB conducts a dialogue on these issues with SBBs major suppliers of electronics.,19,Samhallsbyggnadsbolaget,['supplier'],FALSE,0
SBB does not tolerate any anomalies in the supply chain.,19,Samhallsbyggnadsbolaget,['supply chain'],FALSE,0
Targets: 100 percent of centrally procured suppliers must undergo an indepth review at least every three years Outcome 2021: 93 percent of the centrally procured suppliers were reviewed SBB shall always respect human rights and the ILO Declaration on Fundamental Principles and Rights at Work.,19,Samhallsbyggnadsbolaget,['supplier'],FALSE,0
The biggest challenge in this area is to safeguard human rights and fair working conditions throughout the value chain when purchasing electronics for the properties.,19,Samhallsbyggnadsbolaget,['value chain'],FALSE,0
"The local knowledge and procurement of suppliers in the property management operations makes it easier to detect and remedy any irregularities compared with largescale, centrally procured contracts where those placing the orders have no direct connection to the place of work or those doing the work.",19,Samhallsbyggnadsbolaget,['supplier'],FALSE,0
"To enable an overview and facilitate followup, property managers are urged to limit the number of procured suppliers.",19,Samhallsbyggnadsbolaget,['supplier'],FALSE,0
"As of 31 December 2021, a total of 770 suppliers have digitally approved SBBs Sustainability Policy and Code of Conduct.",20,Samhallsbyggnadsbolaget,['supplier'],FALSE,0
Zero corruption High risk markets Lobbying Number of suppliers who have digitally signed the Code of Conduct and Sustainability Policy Innovation and digitization Developing SBBs properties for a high level of connectivity and control The energy usage in all of SBBs properties is registered online in SBBs energy monitoring system.,20,Samhallsbyggnadsbolaget,['supplier'],FALSE,0
This includes reducing annual emissions by 10 megatonnes (Mt) across our value chain by 2030.,5,Suncor Energy Inc,['value chain'],TRUE,1
"Message from our Chief Executive Officer Equally important is working with customers, suppliers, governments and innovators to reduce emissions.",6,Suncor Energy Inc,['supplier'],TRUE,1
"We have been evolving and growing our business for decades, embracing technological change and innovation, expanding through the energy value chain and working with diverse partners to evolve the oil sands industry into one of the worlds most reliable and ESGleading oil operations.",6,Suncor Energy Inc,['value chain'],FALSE,0
"Our strategy outlines three complementary approaches to get to netzero: reducing emissions from our base business through energy efficiency, fuel switching and carbon capture and storage; expanding lines of business in the low emissions power, renewable fuels and hydrogen sectors; and working with our customers, suppliers and other stakeholders to reduce emissions.",7,Suncor Energy Inc,['supplier'],TRUE,1
"In addition to lowering our base business emissions and expanding lowemissions businesses, its equally important for us to work with customers, suppliers, governments and innovators to support emissions reductions.",8,Suncor Energy Inc,['supplier'],TRUE,1
"As an interim measure, we have set a target to achieve 10 megatonnes (Mt) of annual emission reductions by 2030 across our value chain.",14,Suncor Energy Inc,['value chain'],TRUE,1
"Scope 3 emissions are the emissions from products in our value chain, such as the goods we purchase and the combustion of fuel that we provide to consumers.",14,Suncor Energy Inc,['value chain'],FALSE,0
"As an integrated energy company, we are looking at circular economy projects throughout our entire value chain, from raw materials to final products and services.",17,Suncor Energy Inc,['value chain'],TRUE,1
Moving toward a circular economy can be critical to supply chain security and environmental performance.,17,Suncor Energy Inc,['supply chain'],FALSE,0
Resource circularity We are working to reduce waste and explore opportunities to integrate a circular approach in our operations and across our value chain.,17,Suncor Energy Inc,['value chain'],TRUE,1
"We work with contractors, suppliers and waste receivers to improve waste management practices at our job sites across the company.",17,Suncor Energy Inc,['supplier'],FALSE,0
"Early in the pandemic, we leveraged our supply chain to purchase personal protective equipment for communities where we operate and donated N95 masks to communities in northern Canada.",39,Suncor Energy Inc,['supply chain'],FALSE,0
"Indigenous supplier spend $ millions 16 17 18 19 20 Indigenous supplierspend 428 497 649 836 911 For additional information about this chart and its data, please refer to performance data notes (#15 notes on supply chain).",39,Suncor Energy Inc,"['supplier', 'supply chain']",FALSE,0
"Supporting communities through supply chain As part of our COVID19 response, our supply chain played a major role supporting communities and identifying critical suppliers.",39,Suncor Energy Inc,"['supplier', 'supply chain']",FALSE,0
This included purchasing materials from an Indigenous supplier we werent previously working with.,39,Suncor Energy Inc,['supplier'],FALSE,0
Compliance with the COC is a standard requirement for all Suncor supply chain contracts.,44,Suncor Energy Inc,['supply chain'],FALSE,0
Focus areas Supply chain Communities Security Workforce Our human rights guiding principles Supply chain Communities Our Supplier Code of Conduct (COC) highlights the values that are important to Suncor.,44,Suncor Energy Inc,"['supplier', 'supply chain']",FALSE,0
"Supplier Code of Conduct Were developing and maintaining positive, meaningful relationships with stakeholders, communities and Indigenous Peoples.",44,Suncor Energy Inc,['supplier'],FALSE,0
"The COC: guides the standard of behaviour required of all suppliers, contractors, consultants and other third parties with whom we do business addresses topics such as safety, human rights, harassment, bribery and corruption, and confidential information, among others reinforces our focus on sustainable development and encourages our business associates to work with us to seek ways to reduce environmental impacts, support the communities in which we operate and collectively achieve economic growth.",44,Suncor Energy Inc,['supplier'],TRUE,2
"Supply chain Governance To live Suncors purpose of providing trusted energy, we embrace longterm thinking and strategies.",46,Suncor Energy Inc,['supply chain'],FALSE,0
"Examples of emerging risks include cyber security relating to supply chain, employee burnout and privacy.",50,Suncor Energy Inc,['supply chain'],FALSE,0
"A supplemental is a set of questions designed to obtain information from suppliers on a certain topic, which is then evaluated as part of the supplier selection process.",52,Suncor Energy Inc,['supplier'],FALSE,0
In 2020 we conducted a survey within Suncors Supply Chain team to assess their understanding of sustainability and identify opportunities to improve our internal sustainability culture shift.,52,Suncor Energy Inc,['supply chain'],FALSE,0
"In February 2020, prior to COVID19 gathering restrictions, we brought together Suncor leaders, suppliers, Indigenous businesses and community members, and other industry partners to participate in an interactive forum called FORGE.",52,Suncor Energy Inc,['supplier'],FALSE,0
Our Supply Chain Qualify and Select Supplier process follows the prequalification process and helps inform purchasing decisions.,52,Suncor Energy Inc,"['supplier', 'supply chain']",FALSE,0
"Since then, weve been working with suppliers to advance more standard processes, predictable performance and continuous improvement.",52,Suncor Energy Inc,['supplier'],FALSE,0
"Supply chain Driven by our purpose, we continue to integrate sustainability within our supply chain management and field logistics business.",52,Suncor Energy Inc,['supply chain'],FALSE,0
The Supply Chain Sustainability team identified opportunities to continue embedding a sustainability mindset through the tools and processes across the company.,52,Suncor Energy Inc,['supply chain'],FALSE,0
The sustainability focus within our supply chain processes and partnerships supports Suncors purpose and demonstrates leadership in environmental and social governance.,52,Suncor Energy Inc,['supply chain'],FALSE,0
This further supports a culture of sustainability throughout our supply chain.,52,Suncor Energy Inc,['supply chain'],FALSE,0
This guides our decisionmaking and supports how we select suppliers.,52,Suncor Energy Inc,['supplier'],FALSE,0
"To align with our sustainable development approach, all suppliers must comply with Suncors Supplier Code of Conduct (COC).",52,Suncor Energy Inc,['supplier'],FALSE,0
"We continue to partner with suppliers who share our values and align with our strategic objectives seeking opportunities to reduce environmental impacts, supporting the communities where we work and live, and collectively contributing to economic growth.",52,Suncor Energy Inc,['supplier'],TRUE,1
"We engage with our suppliers on their sustainability performance by: collecting and assessing sustainability performance as part of prequalification and awarding of work data gathering to create a baseline understanding of the impacts of our supply chain, enabling us to make more informed decisions monitoring and auditing sustainability performance as part of our supplier performance and due diligence process evaluating sustainability risks and opportunities in our supply chain building collaborative relationships with likeminded suppliers to accelerate innovation and sustainability performance.",52,Suncor Energy Inc,"['supplier', 'supply chain']",FALSE,0
"Were steadily increasing the value to our business and generating mutual efficiencies with suppliers, including addressing the environmental and social impacts of our procurement decisions.",52,Suncor Energy Inc,['supplier'],TRUE,1
"In 2020, 94 companies were identified as critical suppliers and services, essential to maintain effective operations.",53,Suncor Energy Inc,['supplier'],FALSE,0
"Indigenous business partners and communities have begun to illustrate how business creates value within communities, which further helps Suncor understand the mutual benefit of working with competitive Indigenous suppliers.",53,Suncor Energy Inc,['supplier'],FALSE,0
"Supply chain Measuring our progress Our suppliers are located across Canada in every province, the Northwest Territories and Yukon, and in 18 countries.",53,Suncor Energy Inc,"['supplier', 'supply chain']",FALSE,0
"To continuously improve the advancement of business activities, we implemented a new selfserve tool to identify current and potential Indigenous suppliers and we hold monthly stewardship meetings across all supply chain categories, outlining spend and updates on information about Indigenous business development and sustainability.",53,Suncor Energy Inc,"['supplier', 'supply chain']",FALSE,0
We also track the number of new Indigenous suppliers and communities that we work with and collect the percentage of Indigenous workforce engagement with all suppliers.,53,Suncor Energy Inc,['supplier'],FALSE,0
We grow involvement with Indigenous businesses through mindful supply chain spending and service delivery levels.,53,Suncor Energy Inc,['supply chain'],FALSE,0
Working with Indigenous businesses is an important part of our supplier base.,53,Suncor Energy Inc,['supplier'],FALSE,0
"Spills and releases Land and reclamation Air quality Biodiversity Waste Inclusion and diversity Economic impact Community relations Employee attraction, retention and engagement Local employment Labour relations Human rights Risk management Stakeholder engagement Corporate governance Purpose Supply chain Market access Public policy and lobbying Environment Social Governance and our business Suncor Energy Inc.",57,Suncor Energy Inc,['supply chain'],FALSE,0
Emissions are calculated based on actual supplier data where possible and published literature where supplier data is unavailable.,67,Suncor Energy Inc,['supplier'],FALSE,0
"Indirect spend is considered contracting with a nonIndigenous supplier who subcontracts to an Indigenous business that is greater than or equal to 51% owned for work that is being performed on behalf of Suncor, contracting with an Indigenous supplier who has a minority ownership in a nonIndigenous business, or a nonIndigenous supplier who has a commercial agreement where revenue received from work being performed for Suncor goes back to the community.",71,Suncor Energy Inc,['supplier'],FALSE,0
Stakeholder engagement List of stakeholder groups Our stakeholders include: Indigenous Peoples local communities shareholders all levels of government regulators nongovernment organizations and environmental groups community investment partners business groups customers and suppliers employees and leadership peers and competitors institutional and socially responsible investors academics ROSAbout our report Suncor Energy Inc.,79,Suncor Energy Inc,['supplier'],FALSE,0
"GHG emissions intensity Response, link or additional information Suncors Standards of Business Conduct Suncors Supplier Code of Conduct Suncors Prevention of Improper Payments policy guidance & standard No regulatory enforcement actions were initiated for anticompetitive conduct against Suncor in 2020.",82,Suncor Energy Inc,['supplier'],FALSE,0
"Goal 12: Responsible consumption and production Ensure sustainable consumption and production patterns: developing a supply chain sustainability strategy to accelerate progress on the environmental and social impacts of our procurement decisions making investments in businesses such as Enerkem, a wastetorenewable fuels and chemicals technology developer and producer partnering in the creation of the Varennes Carbon Recycling facility, operational in 2023, which will convert nonrecyclable commercial and industrial waste, as well as forestry waste to biofuels and renewable chemicals launching Canadas first coasttocoast electric charging network through PetroCanada.",89,Suncor Energy Inc,['supply chain'],TRUE,3
Compliance with the supplier code of conduct is a standard term of all Suncor supply chain contracts.,90,Suncor Energy Inc,"['supplier', 'supply chain']",FALSE,0
"Suncors Supplier Code of Conduct addresses topics such as safety, human rights, harassment, bribery and corruption, and confidential information, among others.",90,Suncor Energy Inc,['supplier'],FALSE,0
"These documents explicitly cover the basic rules, standards and behaviours that all employees, contractors, suppliers and business partners must follow.",90,Suncor Energy Inc,['supplier'],FALSE,0
"Through our Supplier Code of Conduct, we are clear that we expect our business partners to be aligned with our sustainable development approach and that we will work together to seek ways to reduce environmental impacts, support the communities in which we work, and collectively contribute to economic growth.",91,Suncor Energy Inc,['supplier'],TRUE,2
We are measuring our progress toward a target of 10 Mt annual emission reductions accross our value chain by 2030.,91,Suncor Energy Inc,['value chain'],TRUE,2
"TotalEnergies creates and drives positive change for communities in its host territories and, more broadly, for its employees, suppliers, customers, partners, states and civil society.",2,TotalEnergies SE,['supplier'],FALSE,0
"In 2021, we multiplied our lowcarbon collaborations and partnerships and we intend to drive further progress with all the players in our value chain, especially in new mobilities.",6,TotalEnergies SE,['value chain'],TRUE,3
"We are working to engage customers, suppliers, researchers, startups and others.",6,TotalEnergies SE,['supplier'],FALSE,0
"Concerning gas, which is a transition fuel, TotalEnergies is pursuing its development across the liquefied natural gas (LNG) value chain to strengthen its position as the worlds third largest LNG company.",11,TotalEnergies SE,['value chain'],FALSE,0
"TotalEnergies is deploying across the entire renewable electricity value chain, from production and storage to trading and sales, in accordance with a selective, profitable approach.",11,TotalEnergies SE,['value chain'],FALSE,0
The mix combines regulated markets with deregulated markets integrated across the entire electricity value chain.,15,TotalEnergies SE,['value chain'],FALSE,0
"Obviously, for gas to play this role, all the participants in the value chain businesses and States must pull together to fight methane emissions, as was underlined at the COP26 meeting in Glasgow with the commitment from 105 States to reduce methane emissions by 30% by 2030.",17,TotalEnergies SE,['value chain'],FALSE,0
"These tensions illustrate the importance of investing in developing the gas value chain, a major plank in TotalEnergies strategy.",17,TotalEnergies SE,['value chain'],FALSE,0
Reducing the TotalEnergies LNG value chain's emissions intensity This growth requires an exemplary strategy for greenhouse gas emissions.,18,TotalEnergies SE,['value chain'],FALSE,0
TotalEnergies is working with its suppliers and partners to decarbonize all the hydrogen used in its European refineries Development of two biorefineries in France TotalEnergies has converted its La Mde refinery in France into a worldclass biorefinery to meet its ambition of being a biofuel market leader.,21,TotalEnergies SE,['supplier'],TRUE,3
"The Company's Synova affiliate, with a production capacity of 45 kt at end2021, is involved in this part of the value chain.",22,TotalEnergies SE,['value chain'],FALSE,0
Forge partnerships with our top 1000 suppliers to reduce emissions from our purchasing.,29,TotalEnergies SE,['supplier'],TRUE,3
Set the standar d for decarbonizing the oil value chains.,29,TotalEnergies SE,['value chain'],FALSE,0
Set the standar decarbonizing the gas value chains.,29,TotalEnergies SE,['value chain'],FALSE,0
TotalEnergies is a pioneer in detecting and quantifying emissions across the entire value chain.,35,TotalEnergies SE,['value chain'],TRUE,2
"They also include programs to develop sustainable economic activity in the buffer region surrounding the Park, such as sustainable agroforestry crops and their value chains, ecotourism and craft production.",39,TotalEnergies SE,['value chain'],FALSE,0
"BY 2025 TotalEnergies charge points in major cities and agglomerations 2019 GREATER AMSTERDAM 2020 2021 LONDON PARIS AMSTERDAM ANTWERP SINGAPORE HUBEI 20,000 1,700 2,300 2,000 3,000 1,500 > 11,000 A STRATEGIC PRESENCE IN THE ELECTRIC BATTERY MANUFACTURING VALUE CHAIN Via wholly owned affiliate Saft In Europe WHO?",41,TotalEnergies SE,['value chain'],FALSE,0
"Contractors & Suppliers 06 Competencies & Training 10 Performance Improvment 09 Monitoring, Audit & Inspection KCE H C Audits Inspection Verification A Risk Management System Rooted In Our Safety Culture TotalEnergies has established a set of standards shared by all of our business sectors, known as One MAESTRO (Management and Expectation Standards Toward Robust Operations).",51,TotalEnergies SE,['supplier'],FALSE,0
Learning From Events Continuously Improving Our Results Workstation safety TotalEnergies promotes the development of a strong safety culture among its contractors and suppliers.,51,TotalEnergies SE,['supplier'],FALSE,0
The Code of Conduct applies to all employees and spells out our expectations with regard to conduct and ethics for our suppliers and contractors (see Chapter 5).,58,TotalEnergies SE,['supplier'],FALSE,0
"Despite the pandemic, GoodCorporation conducted four assessments of our affiliates and 80 supplier audits were performed.",59,TotalEnergies SE,['supplier'],FALSE,0
"TotalEnergies also mandates strict adherence to human rights in the workplace among our suppliers, including nondiscrimination and the ban on forced labor and child labor (see.",59,TotalEnergies SE,['supplier'],FALSE,0
"In 2021, the Company launched a study on the water use intensity of its most impactful suppliers1 to ensure that they respect best water use practices.",64,TotalEnergies SE,['supplier'],TRUE,3
"In particular, it identifies suppliers with production facilities located in Ramsar sites, which are of prime importance for recovery and natural water resources.",64,TotalEnergies SE,['supplier'],FALSE,0
It also shares its best practices guides with suppliers to help them in this process.,64,TotalEnergies SE,['supplier'],FALSE,0
Managing Water in Our Supplies Water pollution risks are among the parameters used by the Company to assess its suppliers.,64,TotalEnergies SE,['supplier'],TRUE,2
"OUR WASTE kt/year 800 600 400 200 0 2016 2017 2018 2019 2020 2021 Waste Recycled waste 6 46 5 The Alliance to End Plastic Waste TotalEnergies is a founding member of the Alliance to End Plastic Waste created in 2019, which brings together 80 companies in the plastics and consumer goods value chain.",65,TotalEnergies SE,['value chain'],FALSE,0
"Creating Shared Value With operations in 130 countries, and activities throughout the energy value chain, TotalEnergies aims to generate shared prosperity with its various stakeholders.",68,TotalEnergies SE,['value chain'],FALSE,0
"The $48 billion of value we created in 2021 generates revenues for the governments of the 130 countries we operate in (taxes), our economic partners, including our suppliers (investments), our 101,000 employees (wages and payroll taxes), and our shareholders, who number more than 1,300,000 (dividends).",68,TotalEnergies SE,['supplier'],FALSE,0
"To this end, TotalEnergies acts in compliance with its Code of Conduct in interactions with all of its stakeholders: employees (see chapter 3), customers and partners (see chapter 2), host states and communities, civil society representatives, suppliers and investors.",68,TotalEnergies SE,['supplier'],FALSE,0
At the other end of the value chain product retailing the Company collects excise taxes from energy product users for states.,70,TotalEnergies SE,['value chain'],FALSE,0
The Company applies a principle of zero tolerance of corruption for all its employees and suppliers.,70,TotalEnergies SE,['supplier'],FALSE,0
Acting with Our Suppliers to Preserve the Climate and Reduce Emissions The roadmap includes two paths to decarbonization.,73,TotalEnergies SE,['supplier'],TRUE,1
"Among the achievements of 2021 were the first estimate of upstream Scope 3 emissions (7 Mt CO2 equivalent) with EcoAct, the launch of a collective climate approach with 1,000 suppliers and the adoption of a target for the Companys 400 leading suppliers.",73,TotalEnergies SE,['supplier'],TRUE,3
Biodiversity Contribute to the protection of biodiversity in collaboration with our suppliers.,73,TotalEnergies SE,['supplier'],TRUE,1
"CARE FOR THE ENVIRONMENT Environmental footprint Reduce our supply chains environmental footprint: water, air and land.",73,TotalEnergies SE,['supply chain'],TRUE,1
"Creating Shared Value Working with Our Suppliers TotalEnergies works with more than 100,000 suppliers of goods and services around the world, with purchases exceeding $25 billion in .",73,TotalEnergies SE,['supplier'],FALSE,0
Human rights Respect human rights in the supply chain.,73,TotalEnergies SE,['supply chain'],FALSE,0
Performing Environmental Audits of Suppliers TotalEnergies promotes care for the environment in its supply chain.,73,TotalEnergies SE,"['supplier', 'supply chain']",TRUE,2
Promoting Respect for Human Rights Among our Suppliers More than 80 suppliers flagged as priority for compliance with human rights in the workplace were audited in 2021.,73,TotalEnergies SE,['supplier'],FALSE,0
Reducing emissions (Scope 3) Encourage and support suppliers in reducing their emissions.,73,TotalEnergies SE,['supplier'],TRUE,1
"Starting in 2023, environmental audits of suppliers will be deployed, with a specific focus on responsible use of natural resources such as water.",73,TotalEnergies SE,['supplier'],TRUE,2
"The approach will be enhanced in 2022 with the goal of auditing all priority suppliers, or around 800 companies, every three years.",73,TotalEnergies SE,['supplier'],FALSE,0
The second concerns indirect emissions and aims to encourage and help suppliers reduce their own emissions.,73,TotalEnergies SE,['supplier'],TRUE,1
WELLBEING OF PEOPLE Health & safety Support our suppliers in improving prevention of health and safety risks.,73,TotalEnergies SE,['supplier'],FALSE,0
An NGO & Human Rights department was created at the Ugandan affiliate in 2021 to forge constructive relations with NGOs on sensitive issues related to the Companys own operations and those of its suppliers1.,75,TotalEnergies SE,['supplier'],FALSE,0
"By the following denominator: The quantity of energy sold, based on the maximum flows from each value chain, as with the calculation of Scope 3 above, in accordance with IPIECA recommendations.",77,TotalEnergies SE,['value chain'],FALSE,0
"For TotalEnergies, in 2021, the calculation of Scope 3 GHG emissions for the oil value chain takes into account sales of petroleum products and biofuels (higher than production) and for the gas value chain, gas sales, either in the form of LNG or through marketing to B2B/B2C customers, which are equivalent to marketable gas production.",77,TotalEnergies SE,['value chain'],FALSE,0
