sentence,page,keyword(s),Company,Label
"A net-zero future Land remediation In Australia, at the Jeeralang Power Station and Newport Power Station, the remediation plan for per-and polyfluoroalkyl substances (PFAS) was finalised in 2021.",72,['net-zero'],clp,FALSE
"Launched in 2007 with a focus on the ambition to mitigate CLPs climate impact, Climate Vision 2050 has been instrumental in informing CLPs business strategy and guiding its investment decision-making.",72,['2050'],clp,TRUE
"The 2019-2021 numbers refer to the GHG emissions intensity (kg CO2e/kWh), in line with the updated Climate Vision 2050 targets.",78,"['target', '2050']",clp,TRUE
"With safety as an overarching value, the framework has five dimensions which serve as a guide towards world-class procurement practices, they are: The need for close collaboration requires the alignment of CLPs targets and objectives with those of its business partners.",92,['target'],clp,FALSE
"Welcome About this Report Materiality Assessment Standard ESG disclosures Corporate governance Safety Environment and climate change Asset management Supply chain Community People Customers Key performance metrics CLP's Group Procurement Standard Procurement commitments comply with CLP policies, including: CLPs Value Framework; CLP Procurement Values and Principles, which highlight the procurement department's mission, governance, commitment and strategies; The CLP Group Responsible Procurement Policy Statement which highlights the Company's requirements and expectations of suppliers; and Other procurement policies that govern daily CLP operations.",93,['commitment'],clp,FALSE
"CLP ensures its contracts safeguard stakeholder interests, and reflect supplier commitments and obligations, including legal and regulatory compliance, and the safeguarding of intellectual property rights, data confidentiality and security.",93,['commitment'],clp,FALSE
"In addition, procurement commitments are made with reference to clearly defined regional Company Management Authority Manuals.",93,['commitment'],clp,FALSE
"The Company's membership of Supply Nation, a not-for-profit organisation encouraging the growth and engagement of Indigenous businesses, helps deliver on this commitment.",95,['commitment'],clp,FALSE
"This will help CLP update its commitments in alignment with its business objectives, and clearly communicate its sustainability expectations to suppliers conducting business with the Company.",96,['commitment'],clp,FALSE
The proposed assessment process is targeted for launch in the coming year.,96,['target'],clp,FALSE
"Key stakeholders Communities, Government and regulators, Customers Related material topics Shaping and executing the transition to net-zero Acting as a trusted partner in the clean energy transition Stakeholder Engagement Framework Management approach CLP is committed to open, transparent and timely communication with its stakeholders.",98,['net-zero'],clp,FALSE
For example: CLP Powers pledge to fully support the Hong Kong Governments Hong Kongs Climate Action Plan 2050 announced in 2021.,104,['2050'],clp,TRUE
The plan outlines long-and medium-term net-zero carbon emission targets and new measures for Hong Kongs long-term decarbonisation strategy.,104,"['net-zero', 'target']",clp,TRUE
"Through the agreement, Tallawarra B will become Australias first net-zero emissions hydrogen and gas capable power plant, with Scope 1 greenhouse gas emissions from the power station offset over its operational life.",104,['net-zero'],clp,FALSE
"The plan involves Yallourn power station retiring in mid-2028, a multimillion-dollar package to support Yallourn workforce, and a commitment to build Australias first four-hour utility-scale battery of 350MW capacity by 2026 in the Latrobe Valley.",104,['commitment'],clp,FALSE
This will help Hong Kong achieve carbon neutrality before 2050.,104,"['carbon neutral', '2050']",clp,FALSE
It supports transitioning to a more carbon efficient economy with a goal of net-zero emissions by 2050.,105,"['net-zero', '2050']",clp,TRUE
"It targets the realisation of its Sustainable Development Goals through six work programmes including Circular Economy, Cities & Mobility, Climate & Energy, Food & Nature, People & Society, and Redefining Value.",106,['target'],clp,FALSE
"The Group is committed to contributing to programmes which support healthy, resilient and sustainable community development over the short and long term.",107,['long term'],clp,FALSE
CLP Power rolled out a range of targeted initiatives to address the needs of the communities of Hong Kong.,110,['target'],clp,FALSE
"The initiative is part of EnergyAustralias commitment to increase engagement and participation with Aboriginal and Torres Strait Islander peoples, cultures and communities, in line with its Reconciliation Action Plan launched in 2017.",114,['commitment'],clp,FALSE
"In transitioning to net-zero and taking advantage of the prospects that spring from the greater integration of Hong Kong into the Greater Bay Area, CLP will create Workforce size and mix CLP engaged close to 18,000 employees and contractors on a full-time equivalent basis at the end of 2021.",117,['net-zero'],clp,FALSE
"The commitment to upholding human rights is outlined in CLPs Group Labour Standards, which reference the United Nations Guiding Principles on Business and Human Rights and other international standards and set company-wide minimum standards on critical working conditions and the basic rights of employees in the workplace.",118,['commitment'],clp,FALSE
CLPs commitment is also integrated in its Value Framework and Responsible Procurement Policy Statement.,118,['commitment'],clp,FALSE
"The Standards outline CLPs commitment to international principles and conventions and provide more detail on how CLP delivers on these commitments through company-wide minimum standards on critical working conditions including fair and decent work and working hours, and the basic rights of employees in the workplace.",119,['commitment'],clp,FALSE
These reviews and measures ensure CLPs commitments are integrated into day-to-day operations.,120,['commitment'],clp,FALSE
"To this end, CLP has set targets to encourage more women into the workforce, and policies to support employees to balance work and home-life commitments.",122,"['commitment', 'target']",clp,FALSE
Year in review Management has continued to leverage a variety of targeted programmes and activities to drive improved outcomes in diversity and inclusion.,122,['target'],clp,FALSE
"Standards and procedures CLP is a signatory to the International Energy Agencys ""Equal by 30"" initiative, a commitment by public and private sector organisations to work towards gender equality in the energy sector by 2030, and to the Womens Empowerment Principles established by the UN Global Compact and UN Women in India.",122,['commitment'],clp,FALSE
"Formal, aspirational Group-wide gender diversity targets have been set, reflecting UN Sustainable Development Goals: Women in Leadership target: To achieve gender balance in leadership positions by 2030 against a 2016 baseline of 22%; Women in Engineering target: For 30% of engineers to be female by 2030 compared to a 2016 baseline of 9%; Ensuring equal pay for work of equal value is maintained in all CLP Group businesses, that any gender pay equity gap is eliminated, and that CLP meets all relevant local compliance and disclosure standards.",122,['target'],clp,FALSE
The Board Human Resources & Remuneration Committee reviews progress against gender diversity targets annually.,122,['target'],clp,FALSE
"Over the past 12 months, Apraava has strengthened its commitment, becoming a signatory of the Womens Empowerment Principles, and constituting a local Diversity and Inclusion Council to accelerate progress.",124,['commitment'],clp,FALSE
"GRI reference: 401-2, 401-3, 404-2 This is achieved through a long-term focus on maintaining strong working relationships with employees and their representatives, providing flexible working arrangements and benefits to support employees through all life stages, strengthening their wellbeing and resilience, and providing support and reskilling to employees whose jobs are affected by the transition to net-zero or other business restructuring.",125,['net-zero'],clp,FALSE
"In addition, as Hong Kong is targeted as a prime location for data centres, there is a need to ensure highly reliable power supplies to support and facilitate the development of the energy-intensive data centre industry.",135,['target'],clp,FALSE
"Apraava Energy is fully committed to supporting Indias commitment towards renewable energy and CLP Group targets, and has set a target to double its existing energy portfolio over the next four years.",136,"['commitment', 'target']",clp,FALSE
"In 2021, 38,827 account holders entered the programme and 9,755 account holders left the programme after successfully completing their payment commitments.",138,['commitment'],clp,FALSE
Welcome About this Report Materiality Assessment Standard ESG disclosures Corporate governance Safety Environment and climate change Asset management Supply chain Community People Customers Key performance metrics Availability and reliability Management approach Availability and reliability of electricity supply are two key performance metrics that track CLP's ability to meet its commitments to customers.,139,['commitment'],clp,FALSE
"GRI reference: EU10 Goals and targets For generation assets, CLP monitors the availability factor in terms of the amount of time that an asset is able to produce full load equivalent electricity over a certain period, divided by the amount of time in that period.",139,['target'],clp,FALSE
Targets for each asset are set annually and included in the business plan.,139,['target'],clp,FALSE
Strategy and procedures The CLP Privacy Principles set out the Companys commitment and approach to protecting personal data.,143,['commitment'],clp,FALSE
Goals and targets The CLP Power Customer Service Quality Policy includes a commitment to support customers in using CLP products and services more efficiently and effectively.,145,"['commitment', 'target']",clp,FALSE
A new five-year energy saving target.,145,['target'],clp,FALSE
"In Hong Kong, CLP Power is regulated by the Scheme of Control (SoC) Agreement, in which the current SoC (2018-2033) refines the list of energy saving and demand side management goals and targets covered in the previous SoC (2008-2018).",145,['target'],clp,FALSE
The target for this initiative is to achieve a reduction of up to 60MW from the demand peak.,145,['target'],clp,FALSE
"Under the current SoC, targets are set at about four times the rate of previous targets.",145,['target'],clp,FALSE
Eco Building Fund funding was increased to HK$100 million a year with an annual target to provide subsidies to 400 residential blocks and C&I buildings to carry out improvement works to enhance the energy efficiency of communal areas of buildings.,147,['target'],clp,FALSE
"CLP provides targeted solutions, via chiller retrofitting and replacement services, cooling-as-a-service and district cooling solutions, to further increase the energy efficiency of buildings.",147,['target'],clp,FALSE
"CLP Power quadrupled the number of energy audits from 150 to 600 a year under the current SoC, and in 2021 exceeded the annual total electricity saved target of 48GWh.",147,['target'],clp,FALSE
"Echo Group supports the Companys large commercial, industrial and business customers achieve their saving targets and environmental benefits through specialist solar and LED products.",148,['target'],clp,FALSE
Business Carbon Neutral helps business customers offset their electricity emissions for a flat fee.,149,['carbon neutral'],clp,FALSE
"It also collaborates with numerous industries to deliver carbon offset initiatives, including carbon neutral office renovation and operation, and a carbon neutral voyage program.",149,['carbon neutral'],clp,FALSE
"A commitment to purchase over 150GWh over a period of 10 years was made by Hang Seng Bank in early 2022, the largest and longest commitment since the launch of the REC programme.",149,['commitment'],clp,FALSE
"Carbon neutral When the greenhouse gas emissions associated with an activity or entity are balanced by carbon removal elsewhere, such as carbon credits, carbon sinks or storage, and renewable energy certificates.",160,['carbon neutral'],clp,FALSE
CLPs Climate Vision 2050 sets out the blueprint of the Groups transition to net-zero greenhouse gas emissions leading up to mid-century.,160,"['net-zero', '2050']",clp,TRUE
"Launched in 2007 with a focus on the ambition to mitigate CLPs climate impact, Climate Vision 2050 has been instrumental in informing CLPs business strategy and guiding its investment decision-making.",160,['2050'],clp,FALSE
Science-based target Photovoltaic (PV) panels convert the suns energy into DC electricity.,162,['target'],clp,FALSE
"Targeted capital investments will improve grid reliability, reduce power restoration times, and increase overall grid resiliency, while enabling long-term and sustainable cost savings.",3,['target'],evergy,FALSE
"These carbon-free resources are allowing us to achieve considerable progress toward our interim goal of 70 percent reduction in carbon dioxide emissions from 2005 levels by 2030, with a long-term target of net-zero carbon by 2045.",4,"['net-zero', 'target', '2045']",evergy,TRUE
"Information provided by leading industry peers were reviewed, and targeted interviews were conducted across Evergy's leadership team.",4,['target'],evergy,FALSE
A new Water Policy was also publicly disclosed highlighting our commitment to water conservation.,8,['commitment'],evergy,FALSE
"BENEFIT TO STAKEHOLDERS As Evergy reduces our carbon intensity and emissions footprint, all customers benefit from a reduction in their carbon footprint, helping many meet their own established carbon targets.",8,['target'],evergy,FALSE
"This year we publicly disclosed our Environmental Policy for the first time, highlighting our commitment to protecting our natural resources combined with periodic assessment of our programs to ensure compliance.",8,['commitment'],evergy,FALSE
"These carbon-free resources are allowing us to achieve considerable progress toward our interim goal of a 70 percent reduction in carbon dioxide emissions from 2005 levels by 2030, with a long-term target of net-zero carbon by 2045.",8,"['net-zero', 'target', '2045']",evergy,TRUE
"To achieve our net-zero goal, we recognize that research and development of new and existing low or zero-emissions technologies are needed.",8,['net-zero'],evergy,TRUE
"Beyond these achieved reductions, Evergy has a goal to achieve net-zero carbon dioxide emissions by 2045, with an interim goal of 70 percent reduction of carbon dioxide emissions from 2005 levels by 2030.",9,"['net-zero', '2045']",evergy,TRUE
"As part of this commitment, Evergy has recently formed an Avian Protection Advisory Group comprising representatives from various workgroups across the company.",20,['commitment'],evergy,FALSE
"Targets Performance metrics Assignment of Responsibilities Management information systems Documentation of Key Procedures Operational procedures Automated compliance task assignment and completion records Evaluation of Performance Environmental Services, in coordination with the Law Department and Audit Services, periodically self-assesses environmental compliance at company and vendor facilities, as appropriate, to ensure compliance.",23,['target'],evergy,FALSE
"Maintaining the commitment to customers, Evergy ramped up outreach efforts to customers to raise awareness of resources and link customers directly to support.",24,['commitment'],evergy,FALSE
These values will continue to improve as we transition toward our net-zero goal for carbon emissions in 2045.,25,"['net-zero', '2045']",evergy,TRUE
This action further promotes and reinforces our commitment to supplier diversity.,32,['commitment'],evergy,FALSE
"The applicable interest rates and commitment fees for the facility are subject to upward or downward adjustments, with certain limitations, based upon performance on this key metric.",32,['commitment'],evergy,FALSE
"SOCIAL In 2022, Evergys Chief Executive Officer signed a pledge joining CEO Action for Diversity & InclusionTM, the largest CEO-driven business commitment to advance diversity and inclusion within the workplace.",34,['commitment'],evergy,FALSE
Evergy created a Diversity Recruiter position in 2021 and implemented targeted recruiting strategies that allow us to attract top talent from diverse candidate pools.,35,['target'],evergy,FALSE
"SOCIAL Evergy Analytics University 59 students graduated in 2021 7,700 estimated total hours provided in 2021 Training Programs for Craft Employees Over 175,000 hours (about 20 years total) of technical and job-related training were provided to Evergys Operations personnel in 2021 with most of those hours being apprentice and targeted/refresher training for our wide range of craft employees.",38,['target'],evergy,FALSE
"In keeping with this commitment, we support international human rights principles such as those identified in the United Nations Universal Declaration of Human Rights.",40,['commitment'],evergy,FALSE
We are targeting high performance in both system reliability and in customer experience.,43,['target'],evergy,FALSE
Copies of these verification statements can be found here: Third party verification of ESG-related data can be beneficial to: Establish a robust baseline for future net-zero or other decarbonization activity; Meet market demand for reliable ESG performance information; and Increase the efficiency of processes for sustainability reporting.,49,['net-zero'],evergy,FALSE
The 2022 compensation plan continues to support our strategic business plan with metrics similar to our 2021 metrics and targets focused on continued year-over year improvement.,50,['target'],evergy,FALSE
"Metrics, Goals, Targets Executive Compensation Evergy is focused on being a diverse, equitable, and inclusive company that empowers better futures for our employees and our communities.",50,['target'],evergy,FALSE
"The goals, targets, and results for our 2022 executive incentive plans will be disclosed in our 2023 proxy statement.",50,['target'],evergy,FALSE
"In 2021, and again in 2022, we added a discretionary DE&I modifier to our executive annual incentive plan to further promote and reinforce our commitment to DE&I.",50,['commitment'],evergy,FALSE
"See page 42 of our 2022 Proxy Statement for executive compensation metrics, targets and results for safety, reliability, customer, financial and DE&I.",50,['target'],evergy,FALSE
"These risks, uncertainties and other factors include, but are not limited to: economic and weather conditions and any impact on sales, prices and costs; changes in business strategy or operations; the pace and potential delays with respect to research and development of new and existing technologies needed to meet target emissions and resources reduction goals; the impact of federal, state and local political, legislative, judicial and regulatory actions or developments, including deregulation, re-regulation, securitization and restructuring of the electric utility industry; decisions of regulators regarding, among other things, customer rates and the prudency of operational decisions such as capital expenditures and asset retirements; changes in applicable laws, regulations, rules, principles or practices, or the interpretations thereof, governing tax, accounting and environmental matters, including air and water quality and waste management and disposal; the impact of climate change, including increased frequency and severity of significant weather events and the extent to which counterparties are willing to do business with, finance the operations of or purchase energy from the Evergy Companies due to the fact that the Evergy Companies operate coal-fired generation; prices and availability of electricity in wholesale markets; market perception of the energy industry and the Evergy Companies; the impact of the Coronavirus (COVID-19) pandemic on, among other things, sales, results of operations, financial condition, liquidity and cash flows, and also on operational issues, such as supply chain issues and the availability and ability of the Evergy Companies employees and suppliers to perform the functions that are necessary to operate the Evergy Companies; changes in the energy trading markets in which the Evergy Companies participate, including retroactive repricing of transactions by regional transmission organizations (RTO) and independent system operators; financial market conditions and performance, including inflation, changes in interest rates and credit spreads and in availability and cost of capital and the effects on derivatives and hedges, nuclear decommissioning trust and pension plan assets and costs; impairments of long-lived assets or goodwill; credit ratings; inflation rates; the transition to a replacement for the London Interbank Offered Rate (LIBOR) benchmark interest rate; effectiveness of risk management policies and procedures and the ability of counterparties to satisfy their contractual commitments; impact of physical and cybersecurity breaches, criminal activity, terrorist attacks, acts of war and other disruptions to the Evergy Companies facilities or information technology infrastructure or the facilities and infrastructure of third-party service providers on which the Evergy Companies rely; ability to carry out marketing and sales plans; cost, availability, quality and timely provision of equipment, supplies, labor and fuel; ability to achieve generation goals and the occurrence and duration of planned and unplanned generation outages; delays and cost increases of generation, transmission, distribution or other projects; the Evergy Companies ability to manage their transmission and distribution development plans and transmission joint ventures; the inherent risks associated with the ownership and operation of a nuclear facility, including environmental, health, safety, regulatory and financial risks; increase in price of commodities; workforce risks, including those related to the Evergy Companies ability to attract and retain qualified personnel, maintain satisfactory relationships with their labor unions and manage costs of, or changes in, retirement, health care and other benefits; disruption, costs and uncertainties caused by or related to the actions of individuals or entities, such as activist shareholders or special interest groups, that seek to influence the Evergy Companies strategic plan, financial results or operations; the possibility that strategic initiatives, including mergers, acquisitions and divestitures, and long-term financial plans, may not create the value that they are expected to achieve in a timely manner or at all; difficulties in maintaining relationships with customers, employees, regulators or suppliers; and other risks and uncertainties.",51,"['commitment', 'target']",evergy,FALSE
"Forward-looking statements are often accompanied by forward-looking words such as anticipates, believes, expects, estimates, forecasts, should, could, may, seeks, intends, proposed, projects, planned, target, outlook, remain confident, goal, will or other words of similar meaning.",51,['target'],evergy,FALSE
"Looking forward, were confident we can achieve our net-zero emissions goals through continued collaboration and innovation.",3,['net-zero'],ppl,TRUE
"As this report shows, our company and our people are driven to deliver on our commitment to create a sustainable future.",3,['commitment'],ppl,FALSE
We are also focused on engaging with policymakers and regulators to facilitate the transition to a net-zero future.,3,['net-zero'],ppl,TRUE
"At the same time, we sharpened the focus of our clean energy transition strategy with an eye toward delivering a net-zero economy while maintaining reliability and affordability for our customers.",3,['net-zero'],ppl,FALSE
"We set a new goal to achieve net-zero carbon emissions by 2050, with interim reduction targets of 70% by 2035 and 80% by 2040 from 2010, and we are committing to not burn unabated coal by 2050.",3,"['net-zero', 'target', '2040', '2050']",ppl,TRUE
"In addition to our commitment not to burn unabated coal by 2050, we are transitioning our Kentucky generation fleet to cleaner energy sources, with at least 1,000 megawatts of expected coal plant retirements by 2028 and at least an additional 1,000 megawatts of coal plant retirements by 2035.",3,"['commitment', '2050']",ppl,TRUE
Key performance indicators in support of our sustainability commitments from 2019-2021.,5,['commitment'],ppl,FALSE
"Additionally, PPL is a member of the Electric Power Research Institutes Sustainability Interest Group; has aligned its sustainability strategy and commitments with the United Nations Sustainable Development Goals for the utility sector; and participates in the Edison Electric Institute and American Gas Associations environmental, social, governance and sustainability-related reporting template for investor-owned utilities.",7,['commitment'],ppl,FALSE
"CORPORATE LEADERSHIP COUNCIL AND BUSINESS SEGMENT LEADERS Reviews, provides strategic input on and approves the companys sustainability strategy, commitments and priorities.",7,['commitment'],ppl,FALSE
"Sustainability Commitments and Priorities PPL makes the following commitments to grow and innovate in a responsible, reliable way that benefits customers, shareowners, employees and the communities we serve.",8,['commitment'],ppl,FALSE
"In 2022, PPL also committed to not burn unabated coal by 2050.",9,['2050'],ppl,TRUE
The approved settlements included a commitment from LG&E and KU not to increase base rates for four years.,9,['commitment'],ppl,FALSE
"Reflecting its commitment to diversity, the Guidelines for Corporate Governance require the pool of candidates considered by the GNSC to include qualified persons who reflect diverse backgrounds, including diversity of gender and race or ethnicity, and if any third-party search firm is used, it will be specifically instructed to include such candidates.",12,['commitment'],ppl,FALSE
"Responsible compensation The board is committed to responsible compensation programs that support the companys strategy, culture and values over the long term.",13,['long term'],ppl,FALSE
Targeted communications on key compliance and ethics topics are also issued throughout the year as needed.,14,['target'],ppl,FALSE
These federal efforts align with PPLs longstanding commitment to invest in STEM education in the communities we serve.,18,['commitment'],ppl,FALSE
PPL supports environmental rules that promote a net-zero carbon future while keeping energy reliable and affordable for our customers and communities.,18,['net-zero'],ppl,TRUE
"Whether as part of a comprehensive legislation or in a targeted clean energy tax package, climate policy will remain at the center of congressional deliberations.",18,['target'],ppl,FALSE
Innovation Federal Research and Development and Competitiveness PPL recognizes that achieving our net-zero emissions goals while preserving energy reliability and affordability will depend on new systems and technologies.,18,['net-zero'],ppl,FALSE
"To reinforce PPLs ongoing commitment to safety, we carry out programs throughout the year focused on safety and health performance, near-miss reporting, employee engagement, emergency preparedness, vehicle safety, best practice sharing, and prevention of slips, trips and falls.",23,['commitment'],ppl,FALSE
Safety Safety is more than a commitment at PPL.,23,['commitment'],ppl,FALSE
"Our commitment to safety also encompasses our contractors, who are contractually obligated to comply with stringent safety and health requirements.",23,['commitment'],ppl,FALSE
"Employees own the concept of health and safety at a grassroots level, and that commitment enables employees to hold each other accountable while sharing good practices focused on reducing risks to eliminate workplace accidents.",23,['commitment'],ppl,FALSE
PPL has developed a transition strategy to enable us to advance new opportunities for the company and help deliver a net-zero economy by 2050.,25,"['net-zero', '2050']",ppl,TRUE
"Achieving net-zero emissions across PPLs operations will require innovation, commitment and collaboration with various stakeholders.",26,"['net-zero', 'commitment']",ppl,TRUE
"We continue to make progress toward our goal, and we are on track to achieve our interim targets.",26,['target'],ppl,FALSE
We are strengthening our commitment to fleet electrification by setting goals on electric vehicle adoption.,26,['commitment'],ppl,FALSE
"In addition, we are targeting a 70% reduction from 2010 levels by 2035 and an 80% reduction by 2040 and we are committing to not burn unabated coal by 2050.",26,"['target', '2040', '2050']",ppl,TRUE
The Path to Net-Zero Emissions PPL has set an ambitious goal to achieve net-zero carbon emissions by 2050 (including direct and indirect emissions noted on page 59).,26,"['net-zero', '2050']",ppl,TRUE
"The path to electrification PPL is working to make system enhancements necessary to meet electricity demand over the long term to support electrification efforts, including the adoption of electric vehicles.",26,['long term'],ppl,FALSE
"These goals, highlighted below, will contribute to our enterprise-wide net-zero carbon emissions goal.",26,['net-zero'],ppl,TRUE
"It is through a collective commitment to research and development that PPLs operating utilities are able to improve reliability, resiliency and flexibility of the power grid while helping to usher in a new era of sustainable energy.",27,['commitment'],ppl,FALSE
"This commitment is part of our Standards of Integrity, which define how we conduct PPLs business.",30,['commitment'],ppl,FALSE
"PPL has a longstanding commitment to carry out all business activities in ways that preserve and promote a clean, safe and healthy environment.",30,['commitment'],ppl,FALSE
"In keeping with the companys commitment to advance a cleaner energy future and encourage responsible stewardship, we seek innovative solutions and opportunities to reduce, reuse, and recycle waste materials.",30,['commitment'],ppl,FALSE
"PPLs operating companies have a strong commitment to compliance, transparency and continuous improvement.",30,['commitment'],ppl,FALSE
Participated in diversity career fairs and targeted job postings to historically black colleges and universities.,39,['target'],ppl,FALSE
We are dedicated to making a long-lasting impact through enterprise-wide DEI commitments and created a chief diversity officer position in 2022 to lead these efforts.,39,['commitment'],ppl,FALSE
"This commitment drives our core values and is integrated throughout our Standards of Integrity, workplace policies and practices and longstanding commitment to communities we serve.",42,['commitment'],ppl,FALSE
"G4-DMA Availability & Reliability EU10 G4-DMA Demand Side Management G4-DMA Research & Development Management approach to ensure short-and long-term electricity availability and reliability Planned capacity against projected electricity demand over the long term, broken down by energy source and regulatory regime Demand-side management programs including residential, commercial, institutional and industrial programs Research and development activity and expenditure aimed at providing reliable electricity and promoting sustainable development PPL addresses availability and reliability in our integrated resource plans that are submitted to regulatory agencies.",56,['long term'],ppl,FALSE
"As we developed our own sustainability commitments, we considered how our commitments would support the UNSDGs in the objective to achieve a better world for all (alignment shown below).",58,['commitment'],ppl,FALSE
LG&E and KU Purchased Power for End Use Customers is now reported as Scope 3; emissions will remain part of PPLs 2050 goal.,59,['2050'],ppl,FALSE
The Group will provide energy-related services that contribute to growing corporate value over the medium to long term and to the sustainable progress of society as a whole.,3,['long term'],tohoku,FALSE
Tohoku Electric Power Group Sustainability Policy The Tohoku Electric Power Group proactively promotes sustainability through means including realization of the Groups Working along next Medium-to Long-Term Vision and taking on our Carbon Neutral Challenge 2050.,3,"['carbon neutral', '2050']",tohoku,TRUE
"Assessing initiatives targeting environmental issues and social contributions To help achieve carbon neutrality by 2050, in addition to promoting mainly wind power along with other renewable energy including power from solar, geothermal, biomass, and other sources, the Tohoku Electric Power Group is striving to decarbonize thermal power generation and cut CO2 volumes emitted by customers and communities.",6,"['carbon neutral', 'target', '2050']",tohoku,TRUE
"Based on good faith dialogue, we take our commitment to environmental issues seriously and implement actions to achieve our goals.",7,['commitment'],tohoku,FALSE
"I Further intensification of measures to counter climate change Priorities Promoting climate change mitigation measures intended to reduce greenhouse gas emissions Ascertaining and managing the risks and opportunities posed by climate change Under the Medium-Term Environmental Plan, in accordance with the purpose of the Tohoku Electric Power Group Carbon Neutral Challenge 2050, we will formulate concrete measures for the current three-year period and strive to maximize control of emissions of CO2 and other greenhouse gases.",7,"['carbon neutral', '2050']",tohoku,TRUE
"In this conference, we are formulating and aggressively promoting policies and plans for environmental measures centered on response to global environmental issues, including carbon neutrality.",8,['carbon neutral'],tohoku,FALSE
"The Environmental Management Committee, a subcommittee of the Conference to Promote Carbon Neutrality/Environmental Management, whose membership includes the heads of individual departments and offices, pursues environmental measures under the command and control of the director responsible for environmental matters.",8,['carbon neutral'],tohoku,FALSE
"In July 2021, to enhance our structures for study and promotion of decarbonization measures, we established the Conference to Promote Carbon Neutrality/Environmental Management.",8,['carbon neutral'],tohoku,FALSE
Our target for FY2020 was to put 90% of waste to effective use.,12,['target'],tohoku,FALSE
Preserving Biodiversity Our thinking on and targets for preservation of biodiversity One of our four environmental action principles calls for safeguarding and coexisting with the rich natural environment.,14,['target'],tohoku,FALSE
"Through this and other means, we are enhancing our efforts to achieve carbon neutrality.",17,['carbon neutral'],tohoku,TRUE
"We will work with Group companies on the following safety promotion campaigns targeting periods of unusual heat or cold, when the marked worsening of the working environment increases accident risks.",21,['target'],tohoku,FALSE
"In addition, efforts will target the prevention of accidents involving employees in various ways, including sharing information on case studies of serious accidents across the group and striving to prevent similar accidents in their own facilities.",21,['target'],tohoku,FALSE
"Asking suppliers to implement human rights initiatives and checking on the state of such initiatives through CSR surveys Developing systems to manage the security of personal information and implementing security measures Requesting active improvements by suppliers based on the results of CSR surveys Establishing customer contact points (telephone and Internet) and establishing rules on internal handling to prevent improper solicitation and sales activities Supplier human rights risk assessment In our CSR surveys targeting suppliers, in addition to improvements in the area of human rights in requests to materials suppliers, we check on human rights initiatives on various topics, including respect for human rights, prohibition of child labor and forced labor, and prohibition of discrimination.",27,['target'],tohoku,FALSE
"To implement our Top Management Commitment to Diversity, were actively promoting diversity on various themes, including promoting women in the workplace and employing those with disabilities.",28,['commitment'],tohoku,FALSE
"Supervisors provide step-up support, including monitoring progress toward targets through daily on-the-job training, periodic achievement checks, and guidance and advice to further continuing and sustained growth.",30,['target'],tohoku,FALSE
"IT human resource training Digital transformation course Core IPA human resources training program Systematic human resource development based on a range of training and education opportunities within and beyond the workplace On-the-job training Using a roadmap for growtha tool that specifies the level of knowledge, techniques, skills, and experience neededour employees set skill development targets based on dialogue with their supervisors.",30,['target'],tohoku,FALSE
They receive on-the-job training and group education to meet their targets.,30,['target'],tohoku,FALSE
"In FY2020, to implement systematic initiatives to maintain employee health, we added to the basic health promotion policy numerical targets related to (i) countermeasures against lifestyle-related conditions; (ii) smoking cessation programs; and (iii) mental health measures.",32,['target'],tohoku,FALSE
"As part of intensive efforts to prevent misconduct, were committed to activities targeting ever-growing awareness of risks related to compliance with corporate ethics and applicable laws and regulations.",33,['target'],tohoku,FALSE
"In this way, we provide appropriate target-focused education for trainees to reinforce knowledge and awareness as the foundations for ethical behavior.",33,['target'],tohoku,FALSE
We continued to take climate action in 2020 by establishing our carbon emissions reduction target and delivering a 15% reduction in direct emissions.,2,['target'],fortis,FALSE
FortisBCs commitment to reduce customer emissions 30% by 2030 includes a significant focus on efficiency programs.,4,['commitment'],fortis,TRUE
Carbon emissions reduction target of 75% by 2035 compared to 2019 levels1: Builds on our existing light emissions profile Aligns with the goals of the Paris Agreement and exceeds the pace of reduction outlined in the two-degree Celsius pathway.,6,['target'],fortis,TRUE
We expanded our sustainability commitment at the board and executive level by: Revising the mandate and name of the Boards Governance and Sustainability Committee to better reflect our commitment to environmental and social issues.,11,['commitment'],fortis,FALSE
"Environmental Indicators Greenhouse Gas (GHG) emissions Scope 1 emissions (in ktonnes of CO2 equivalent)2 From coal-fired electricity generation From oil electricity generation From diesel electricity generation From natural gas electricity generation A 15% reduction in carbon emissions in 2020, marking progress on our target to reduce emissions 75% by 2035 compared to 2019 levels.",18,['target'],fortis,TRUE
Anti-corruption Code of Conduct Inclusion & Diversity Respectful Workplace Whistleblower Insider Trading Political Engagement Privacy Fortis-wide policy frameworks Policy review included in new employee orientation (New) Policy review included in continuous employee training (New) TARGETED1 TARGETED1 TARGETED1 TARGETED1 TARGETED1 TARGETED1 Memberships in and contributions to trade associations are reviewed annually to ensure no material misalignment with our corporate values and policies.,21,['target'],fortis,FALSE
Policy review is included in orientation and continuous training for applicable/targeted employees.,21,['target'],fortis,FALSE
