sentence,page,keyword(s),Company,Label
"The structure of the ERM system is decentralized, with separate chief risk officers at each of Hawaiian Electric and ASB in addition to HEI's chief risk officer (HEI CRO).",15,['system'],hei,FALSE
The Hawaiian Electric Audit & Risk Committee assists in overseeing the utility ERM program and the ASB Risk Committee assists in overseeing the banks ERM program.,15,['program'],hei,FALSE
The Board has approved a consolidated ERM system recommended by management.,15,['system'],hei,FALSE
"The Audit & Risk Committee is responsible for overseeing (i) the ERM program, which includes management of climate-related risks and (ii) financial and other reporting to ensure transparency and consistency with best practices and standards.",15,['program'],hei,FALSE
"This included recommendations for system hardening, substation flood monitoring, enhanced vegetation management, emergency restoration, damage prediction modeling and additional in-depth studies.",17,['system'],hei,FALSE
"This climate risk analyses will inform decisions about the location, prioritization and timing of investments to provide the electric system resilience that customers and regulators expect.",17,['system'],hei,FALSE
"Examples include warmer temperatures; warmer oceans that stress coral reefs and sea life, potentially reducing the abundance and variety of marine life; and sea-level rise and coastal erosion, which could adversely impact the states beaches and near-shore infrastructure, homes and businesses.",17,"['coastal', 'beach']",hei,FALSE
Other types of policies may involve increased federal and state taxes to fund governmental infrastructure hardening/relocation or other resilience programs.,17,['program'],hei,FALSE
"Were building these considerations into our Integrated Grid Planning (IGP) process, which is our in-progress planning effort to determine future generation, transmission and distribution needs for our system.",17,['system'],hei,FALSE
"These allocations help bring new investments, services and jobs to some of the most underserved, low-income communities in our state, and include direct investment in renewable energy projects as part of our states clean energy transition.",18,['project'],hei,FALSE
"Enabling the use of customer DERs to provide grid services, supporting reliable grid operations and responding to variability in electricity supply and demand Advancing opportunities to electrify the states economy, including the transportation sector and thus reducing Hawaiis overall carbon emissions; this includes deploying utility-owned fast chargers, proposing make-ready infrastructure to support electric buses and fleets, providing educational resources to help overcome barriers to electric vehicle adoption, and collaborating with stakeholders to further advance electrification Modernizing our grid to facilitate increased integration of clean energy and distributed resources, greater efficiency, resilience, improved reliability and more customer options Enhancing the resilience of our system through partnering with key customers, including the military, to develop resilient generation and microgrids that can be isolated from the grid when needed; hardening or reinforcing critical transmission circuits; locating equipment outside areas prone to flooding; and considering alternative paths for transmission circuits to increase geographic diversity Evaluating opportunities to partner with different industries, such as agriculture, to help diversify Hawaiis economy while leveraging clean energy As businesses and consumers throughout the Hawaii economy work to reduce their carbon emissions and increase their resilience to climate change impacts, the bank has opportunities to finance customer investments in energy efficiency, renewable energy, storage, electric vehicles and resilience.",18,['system'],hei,FALSE
"Such housing can be equipped with features such as solar water heating, solar plus battery storage and efficient water and water re-use systems.",18,['system'],hei,FALSE
These projects present the potential for the bank and Pacific Current to partner to offer these solutions.,18,['project'],hei,FALSE
"The bank also has opportunities to participate in tax credit programs, such as New Markets Tax Credits (NMTC), to help fund renewable energy and other projects in disadvantaged communities.",18,"['program', 'project']",hei,FALSE
"For our utility, this would require procurement and/or construction of more renewable energy generation to meet RPS and decarbonization targets, as well as infrastructure investment (such as make-ready infrastructure for electric vehicle charging) and upgrades to the transmission and distribution system.",19,['system'],hei,FALSE
Pacific Current is well-positioned to contribute to this effort by providing renewable energy projects and energy-and water-efficient solutions to make the cost of living in these homes more affordable.,19,['project'],hei,FALSE
"Customers are expected to play a more active role in energy generation and in providing services to the grid, driving further growth in DERs and increasing the need for a sophisticated grid and customer programs to integrate and optimize such resources.",19,['program'],hei,FALSE
"Increased temperatures and sea levels can lead to higher, more frequent storm surges, increased coastal flooding and erosion, increased inland flooding, more frequent periods of extreme heat and increased storm intensity and frequency.",20,['coastal'],hei,FALSE
"For the utility our current primary climate-related metrics are carbon and other GHG emissions (see pages 104 to 107), RPS performance (see page 49) and system reliability performance (see pages 115 to 117).",20,['system'],hei,FALSE
"Warmer temperatures, sea-level rise, increased flooding and coastal erosion, and greater frequency of severe weather could adversely impact Hawaiis appeal as a place to live and visit.",20,['coastal'],hei,FALSE
"This would require further investments to harden our system, ensure sufficient geographic distribution of generation and transmission assets to enhance reliability and protect against safety risks to employees and customers.",20,['system'],hei,FALSE
"In addition to the RPS-A PIM described above, these include PIMs to incentivize faster interconnection of distributed energy resources (DERs), acquisition of grid services through DERs, collaboration with Hawaii Energy on energy efficiency for LMI customers, and accelerated deployment of advanced meters enabled to support advanced rates and programs.",21,['program'],hei,FALSE
"Each year, the Foundation also awards college scholarships to children of employees through the HEI Scholars program.",22,['program'],hei,FALSE
"We take pride in giving back to the community through volunteerism, grants, donations, scholarships, and our employee matching gift program.",22,['program'],hei,FALSE
"The foundation focuses on community programs that promote environmental sustainability, community resilience, economic strength, and educational excellence.",22,['program'],hei,FALSE
"Project Footprint also encourages customers to support, donate and volunteer at other nonprofits aligned with their mission.",23,['project'],hei,FALSE
"More than 10,000 customers have joined the Project Footprint movement.",23,['project'],hei,FALSE
"Launched in 2019, Project Footprint engaged customers and rewarded them for making smart decisions about their energy use.",23,['project'],hei,FALSE
"All trees will be planted at the Project Footprint Legacy Forest by the Hawaiian Legacy Reforestation Initiative, a nonprofit that has already planted more than half a million trees.",23,"['tree', 'project']",hei,FALSE
"Project Footprint Working Together for a Sustainable Future 1 Project Footprint provides customers the knowledge and energy options they need to reduce their carbon footprint, helping Hawaii achieve its 100% clean energy goals, and transitioning our islands toward a more sustainable future.",23,['project'],hei,FALSE
"In 2020, the HEI Foundation committed to planting 1,000 trees and is encouraging Project Footprint participants to have an endemic Hawaiian tree planted in their name or in the name of a loved one.",23,"['tree', 'project']",hei,TRUE
"At the end of 2020, our utility pledged $2 million as founding sponsor of the Hawaii Utility Bill Assistance Program to continue supporting Hawaii residents financially affected by the pandemic and who fell behind on payments to electric, water, sewer and gas utilities statewide.",23,['program'],hei,FALSE
"Project Footprint gained national recognition and received numerous awards for its innovative approach to customer engagement, creative messaging, and commitment to environmental sustainability.",23,['project'],hei,FALSE
"To help businesses weather the storm, in the first Paycheck Protection Program (PPP) funding round we deployed $370 million in (PPP) loans to about 4,100 small businesses employing more than 40,000 people.",23,"['program', 'protection']",hei,FALSE
One of the most effective ways to combat climate change is to plant a tree.,23,['tree'],hei,FALSE
"Each tree is tagged with a RFID chip and GPS technology, which will enable customers to monitor and watch the tree grow online.",23,['tree'],hei,FALSE
"Hawaiian Electric has been one of the most aggressive utilities in the nation in transitioning to renewable energy and working through complex technical issues and social equity considerations to keep our system stable, reliable and affordable for all our customers.",24,['system'],hei,FALSE
"Greater adoption of electric vehicles (EVs) increases sales and thus may increase the renewable generation needed to reach RPS goals; EVs have many other benefits for customers, the electric system and decarbonization efforts.",25,['system'],hei,FALSE
Renewable Portfolio Standard (RPS) represents the percentage of electricity sales that is satisfied with renewable energy: RPS = kWh of renewable energy generated kWh electricity sold Both the amount of renewable energy on the system and the amount of electricity sold affect the RPS result.,25,['system'],hei,FALSE
"Continuation of existing utility-scale renewable projects; for example, the outage of the geothermal plant on Hawaii Island since 2018 has reduced renewable generation.",25,['project'],hei,FALSE
"We have a robust pipeline of utility-scale projects under development due to our recent renewable energy procurement efforts, the largest ever undertaken in Hawaii.",26,['project'],hei,FALSE
"Our online Renewable Project Status Board lists all pending renewable energy projects, how much they are anticipated to contribute to RPS, the year they are expected to come online and their current status.",26,['project'],hei,FALSE
"One way were promoting equity is by developing programs for all customers to benefit from renewable energy, not just those who own their home and can afford to purchase their own rooftop solar system.",26,"['program', 'system']",hei,FALSE
"Were also pursuing grid services procurements to seek aggregations of customer rooftop solar, storage and other customer-sited resources to provide a range of services to the broader system.",26,['system'],hei,FALSE
"As batteries increase in capability and decline in price, we expect to add more to our system, enabling use of solar power at night or on cloudy days.",26,['system'],hei,FALSE
Adding Utility-Scale Renewable Energy and Storage 1 We are working aggressively to add more renewable energy to our system.,26,['system'],hei,FALSE
Two of those are Hawaiian Electric self-build battery energy storage projects.,26,['project'],hei,FALSE
"Together, projects under development or pending approval by the PUC from the two large renewable energy procurements weve run since 2018 have the potential to contribute an additional ~650 MW of solar and ~3 GWh of storage to our system by the end of 2023.",26,"['system', 'project']",hei,FALSE
"Today the peak load for our entire five-island system is just over 1,600 MW.",26,['system'],hei,FALSE
"In 2020, the PUC approved the second phase of our CBRE program, enabling up to 235 MW of renewable generation across our service territory.",26,['program'],hei,FALSE
Weve launched our new Quick Connect program to enable customers to interconnect their rooftop solar faster.,26,['program'],hei,FALSE
"Weve invested heavily in our grid and in programs to integrate all of this intermittent, distributed generation while maintaining the reliability our customers expect.",26,['program'],hei,FALSE
"In addition to private companies, Hawaiian Electric will be able to develop projects and recruit subscribers.",26,['project'],hei,FALSE
"In 2020, we filed proposals for commercial EV rates and pilot programs to offer make-ready infrastructure that serve bus operators, multi-unit dwellings, commercial fleets, workplaces and charging hubs.",27,['program'],hei,FALSE
"These initiatives result in three customer facing programs: public charging, EV rates and make-ready infrastructure.",27,['program'],hei,FALSE
"When implemented, Phase 2 will include deployment of field devices such as remote switches and line sensors to automatically respond to grid conditions, and an advanced distribution management system.",27,['system'],hei,FALSE
"This approach appraises the total needs of the system including generation, transmission, distribution and resilience needs and considers alternatives for meeting those needs (from customer-sited resources, independent providers and the utility), and then selects the lowest cost / best fit solution(s) to operate the grid more reliably and affordably.",27,['system'],hei,FALSE
"Our Grid Modernization Strategy is designed to provide benefits for customers and for overall system management, including: empowering customers with information to better manage their usage and take advantage of different rates and programs to fit their needs, reducing the number of customers impacted by outages when they occur, as smart devices will be able to section off parts of the grid as needed, and giving system operators more visibility and control to promote reliability.",27,"['program', 'system']",hei,FALSE
"Were implementing Phase 1, which includes advanced meters to provide more insight into the grid, a system to collect and store advanced meter data, and enabling the telecommunications network.",27,['system'],hei,FALSE
"Critical elements of our programs include year-round risk and opportunities assessment, continuous improvement, compliance management, air and water quality monitoring and extensive training in air quality requirements, spill prevention control and countermeasures, storm water runoff, proper handling and disposal of hazardous materials and protected species awareness and protection.",28,"['program', 'specie', 'protection']",hei,TRUE
"Environmental Commitment and Management More than 30 environmental professionals, including scientists, engineers, chemists and a wildlife biologist, work full-time at our utility to ensure employees and external contractors understand and comply with applicable environmental laws, regulations, permitting requirements and procedures regarding air and water quality, noise control, hazardous materials and protected species.",28,['specie'],hei,TRUE
"Our operations generate fairly low amounts of hazardous waste in 2020, a total of 12,372 pounds, mainly from maintenance and repair projects.",29,['project'],hei,FALSE
"Our Protected Species Program, under the guidance of a wildlife biologist, proactively works to minimize potential impacts our operations may have on protected species.",29,"['program', 'specie']",hei,TRUE
Operations employees who may come in contact with downed birds at our facilities or job sites receive training and bird recovery kits to transport birds to a rehabilitation facility.,29,['bird'],hei,TRUE
"Our Environmental Commitment Our Code of Conduct instructs all employees and contractors to adhere to our environmental commitment, which includes: Maintaining a robust environmental management system, including assigned roles and responsibilities for environmental management Monitoring our environmental performance and regular reporting on our environmental management Ensuring environmental training for all relevant employees Consulting with stakeholders on environmental issues Preparing for and responding to any emergency that might impact the environment We use a Geographic Information System (GIS) mapping system to show where known populations and historic distributions of key protected species are located.",29,"['specie', 'system']",hei,TRUE
"Elements include awareness and training, design standards and guidelines, protocols for protected species interactions, and partnerships with agencies to support predator control programs, native habitat conservation and restoration, species recovery and rehabilitation and public education.",29,"['program', 'specie', 'conservation']",hei,TRUE
"Sustained Fish Monitoring Since the 1970s weve conducted marine monitoring along the Leeward shores of Oahu to study the effects of warm water discharge from our Kahe power plant on coral, sand movement, water temperature, and fish communities.",29,['fish'],hei,TRUE
Used oil is one of the highest-volume industrial wastes produced by Hawaiian Electrics Protecting Hawaiis Unique Biodiversity Hawaii is home to many species of plants and animals found nowhere else in the world.,29,"['biodiversity', 'animal', 'specie']",hei,FALSE
"Today, many of Hawaiis native, endemic species are threatened.",29,['specie'],hei,FALSE
Avian protection Our avian protection efforts include installing bird-friendly lighting or shielded fixtures at our power plants and substations to minimize onshore lighting that could distract seabirds during their nocturnal feeding.,29,"['bird', 'avian', 'protection']",hei,TRUE
The utility includes GHG emissions analysis in its applications to the Hawaii PUC for project approvals.,29,['project'],hei,FALSE
Our environmental team manages these analyses for all project applications.,29,['project'],hei,FALSE
"Thus, its important to look at our generation mix and our GHG emissions on a whole-of-system basis.",29,['system'],hei,FALSE
"This system guides our engineers in identifying risks when planning a project, and triggers the involvement of an environmental representative if a proposed project falls within any known biological or culturally sensitive area.",29,"['system', 'project']",hei,FALSE
"For centuries, these species evolved and thrived free of predators, invasive species, habitat loss, or climate change.",29,['specie'],hei,FALSE
No bats were detected in the species of trees trimmed during five years of data collection.,29,"['tree', 'specie']",hei,FALSE
Our environmental stewardship efforts serve both to protect such species and minimize risk.,29,['specie'],hei,TRUE
We continually maintain and upgrade our transmission and distribution system to ensure seamless delivery of power to our customers.,30,['system'],hei,FALSE
We have also completed distribution protection studies for each of the five islands we serve.,30,['protection'],hei,TRUE
"The displacement of firm thermal generation requires that we obtain new, non-traditional grid resources-such as solutions to provide limited duration capacity and fast frequency response-to maintain system stability.",30,['system'],hei,FALSE
"We regularly trim the vegetation around our equipment, as many power outages during high winds and storms are due to tree branches or other vegetation falling onto power lines.",30,['tree'],hei,FALSE
Our proposed 12-MW battery energy storage system (BESS) at Kehole on Hawaii Island was among several projects selected under the renewable RFP procurement process.,30,"['system', 'project']",hei,FALSE
Our employees are trained to utilize FEMAs Incident Command System as a structure for disaster response and recovery.,30,['system'],hei,FALSE
"Our efforts include: Using advanced climate risk modeling to assess risks and inform our planning process Deploying advanced meters and other technologies that allow us to respond more quickly to system interruptions Exploring the use of damage prediction modeling to estimate damage from severe natural event scenarios in order to support planning and response Evaluating new construction standards for new or replaced wood distribution poles Exploring use of community microgrids and/or critical customer clusters to be able to quickly restore power to critical customers Building more modern and efficient power plants inland, away from the coastline.",30,['system'],hei,FALSE
"If approved by the PUC, these projects could be operational between 2022 and 2023.",30,['project'],hei,FALSE
"On Oahu, a proposed 185-MW IPP BESS project will provide 50 MW of fast frequency response, while on Maui, our proposed Waena BESS project will add 40 MW of capacity.",30,['project'],hei,FALSE
Handbook For Emergency Preparedness Be prepared Be informed Read our Handbook for Emergency Preparedness Hardening Our Grid We are focused on ensuring the resilience of our system.,30,['system'],hei,FALSE
"We continue to strengthen our protection and detection capabilities across people, processes and technology to defend our networks, our customers and our grid.",31,['protection'],hei,FALSE
"We also participate in mutual assistance programs including the Cyber Mutual Assistance Program, the Cybersecurity Risk Information Sharing Program and the Electricity Information Sharing and Analysis Center.",31,['program'],hei,FALSE
"As digitalization of our economy increases, ensuring cybersecurity of our system and customer data is of increasing importance.",31,['system'],hei,FALSE
"As such, system reliability requires that we have reserve generating capacity and multiple distribution routes.",31,['system'],hei,FALSE
"The enterprise cybersecurity program prescribes a comprehensive set of management, operational and technical controls aligned to an industry-standard framework and tailored to address our unique risk profile.",31,['program'],hei,FALSE
"Each island grid must operate a stand-alone system, unable to draw power from other islands or the mainland if needed.",31,['system'],hei,FALSE
"Were offering flexible payment arrangements and helping customers access public assistance, including federal stimulus programs, to help reduce their outstanding balance.",32,['program'],hei,FALSE
The Special Medical Needs program is designed to provide reduced electricity rates for qualified customers who are dependent on life-support equipment used in their homes and/or have increased heating and cooling needs due to their medical conditions.,32,['program'],hei,FALSE
"Green Energy Money $aver (GEM$) On-Bill Program helps customers reduce electricity costs by installing energy improvements such as rooftop solar, solar hot water systems and/or commercial energy efficiency retrofits, which are repaid through the customer's electric bill.",32,"['program', 'system']",hei,FALSE
"Distributed energy resources, or DER, refers to smaller generators and storage devices located throughout the energy grid, such as rooftop solar on customers homes and businesses, customer-sited energy storage, electric vehicles that store and use electricity, and demand response devices like grid-interactive water heaters, which can be turned off during system peak usage.",32,['system'],hei,FALSE
"This means customers with DER fairly contribute to the fixed costs of operating the electric grid on which they depend, often daily, for electricity when their system is not producing, while at the same time DER customers are fairly compensated for the services they provide to the grid.",32,['system'],hei,FALSE
"To promote fair pricing we have implemented several programs for customers who would like to offset their energy bill by investing in clean energy generation, including Customer Grid-Supply Plus and Smart Export (these programs compensate customers for exporting energy to the grid at prices that place less burden on non-DER customers).",32,['program'],hei,FALSE
We also achieved the savings we committed to deliver to customers in connection with our Enterprise Resource Planning (ERP) system.,32,['system'],hei,FALSE
"We developed a new model power purchase agreement, the Renewable Dispatchable Generation Power Purchase Agreement (RDG PPA), which enables the utility to dispatch variable renewable projects to match the needs of the grid.",32,['project'],hei,FALSE
"We were the founding sponsor of a program to help families throughout the state struggling from the impacts of the pandemic pay bills for electric, water, sewer and gas utilities.",32,['program'],hei,FALSE
"For example, were expanding our Community-Based Renewable Energy program and have proposed a rooftop rental program in which customers get paid by the utility to rent their roof for DER systems that can provide benefits to the entire system.",32,"['program', 'system']",hei,FALSE
"In exchange for making the facility dispatchable, project owners receive a fixed monthly payment.",32,['project'],hei,FALSE
Were developing new DER tariffs and programs to benefit all customers.,32,['program'],hei,FALSE
"Whether considering issues of project siting, rate design, or community resilience, were committed to leveraging Hawaiis renewable transition to address societal inequities.",32,['project'],hei,FALSE
"Our Advanced Rate Design Strategy (ARDS), submitted to the PUC in 2019, focuses on pricing and programs that enable customers to better manage their electricity use.",32,['program'],hei,FALSE
"Our recent renewable procurements have yielded project pricing with an average price of 10 cents per kWh for solar plus storage projects, below the cost of utility oil-fired generation.",32,['project'],hei,FALSE
"In addition, where permitted, Hawaiian Electric and Hawaii Energy work in partnership on projects and customer education.",33,['project'],hei,FALSE
"At Hawaiian Electric we participate in a range of activities to educate customers on energy efficiency, energy conservation, demand response and technologies such as advanced meters and electric vehicles.",33,['conservation'],hei,FALSE
"As we move forward, a key objective will be to ensure equity and opportunity are foundational to everything we do, from advanced rate design to siting of projects.",33,['project'],hei,FALSE
"Under current Hawaii law, a public utility cannot administer such programs or use PBF surcharge funds.",33,['program'],hei,FALSE
"We also help educate students by providing educators free material on basic electricity, energy conservation and efficiency, renewable energy and electrical safety.",33,['conservation'],hei,FALSE
"The PUC contracts a third party known as Hawaii Energy to administer programs that support energy efficiency, clean energy technology, demand-side management (DSM) and energy conservation services and products.",33,"['program', 'conservation']",hei,FALSE
"Additionally, Hawaiian Electric provides energy efficiency and ENERGY STAR information in our customer education resources and refers customers to Hawaii Energy for programs and services whenever possible.",33,['program'],hei,FALSE
We instituted this new requirement due to community feedback; through our engagement efforts residents told us they wanted more transparency and engagement earlier in the project development process.,34,['project'],hei,FALSE
Community Investment We strive to strengthen the well-being of communities by supporting nonprofit partners and their programs.,34,['program'],hei,FALSE
"We believe this earlier engagement will help improve the success of renewable energy projects, and thus improve our ability to collectively achieve our states clean energy goals.",34,['project'],hei,FALSE
Among the action items for the utility were educating the community about the electric system and the full array of generation and non-generation options for the region.,34,['system'],hei,FALSE
"We have developed an adaptable engagement framework utilizing tools to enable our communities to envision the scope, goals, plans, benefits and outcomes of our projects and programs.",34,"['program', 'project']",hei,FALSE
"For nearly every significant project we conduct a risk assessment to identify relevant community, government and business stakeholders for engagement.",34,['project'],hei,FALSE
"We provide cultural sensitivity training to operations employees and contractors to ensure they are aware of the importance of cultural and historic site protection, can recognize potential archaeological sites and understand what to do upon encountering them.",34,['protection'],hei,FALSE
"This is done through employee giving and civic projects, as well as through service projects where our employees can support community initiatives.",34,['project'],hei,FALSE
"To build and sustain trusting relations with the communities we serve, we focus on early and meaningful communication on projects that impact our communities.",34,['project'],hei,FALSE
"We convene a Community Advisory Group that reviews, approves and in some cases provides funding for service projects.",35,['project'],hei,FALSE
"Among our volunteer service projects are environmental cleanups, including ina restoration to clear invasive vegetation and replant Native Hawaiian species such as kalo (taro), clearing vegetation and reinforcing structures to protect rehabilitating wildlife, rebuilding traditional Hawaiian fishponds to improve food sustainability, constructing affordable homes for local families and preparing living quarters for the homeless.",35,"['fish', 'specie', 'project']",hei,TRUE
The Safety Observation Program targets better safety communication to mitigate risks and improve safety engagement.,36,['program'],hei,FALSE
"Our WeConnect program seeks to instill five behavioral dimensions throughout the organization: 1) Customer-focused, 2) Adaptable, 3) Accountable, 4) Empowered and 5) Collaborative.",36,['program'],hei,FALSE
Our Safety Incidents Investigation Program and Executive Incident Review Board ensure consistent procedures for investigating safety incidents.,36,['program'],hei,FALSE
"Our efforts include: Investment in training programs such as SafeStart, which offers practical techniques to keep employees aware and alert to risk.",36,['program'],hei,FALSE
Our employees have been longstanding mentors for high school students participating in robotics programs on Oahu and Hawaii Island.,37,['program'],hei,FALSE
"We also provide opportunities for internships and externships, and support Science, Technology, Engineering & Math (STEM) and mentoring programs.",37,['program'],hei,FALSE
"Courses offered include leadership development, employee development, technical training, apprenticeship programs, operational, environmental compliance and required safety training.",37,['program'],hei,FALSE
"To help employees manage their needs, we offer opportunities for part-time (less than 20 hours) work schedules, flextime schedules, teleworking and various leave programs.",37,['program'],hei,FALSE
"Wellness and preventive programs include sick leave, an employee assistance program and other wellness education programs as available.",37,['program'],hei,FALSE
"In addition, we offer an employee assistance program that provides free and confidential counseling and assistance on a range of topics.",37,['program'],hei,FALSE
In 2021 we are implementing a new Leadership Cohort Program to strengthen our leadership pipeline and develop high-potential leaders through a business focused cohort project.,37,"['program', 'project']",hei,FALSE
We continue to assess the competitive landscape with respect to these programs so we can make appropriate adjustments to remain competitive.,37,['program'],hei,FALSE
Part of the strategy is a 360-degree feedback assessment program based on defined leadership competencies.,37,['program'],hei,FALSE
"High-Performing Workforce To build a high-performing workforce, we offer leadership, specific skills and professional development training programs, primarily through remote learning via our automated Learning Management System (LMS).",37,"['program', 'system']",hei,FALSE
"We also provide other employee benefits such as vacation, bonus vacation for taking minimum sick leave, paid holidays, family and medical leave, adoption expense reimbursement, voluntary educational assistance program, bus pass reimbursement and bereavement leave.",37,['program'],hei,FALSE
"As a way to help customers impacted by the COVID-19 pandemic, ASB created a financial hardship program complete with a number of solutions to help customers, including loan forbearance, deferment or extension.",39,['program'],hei,FALSE
"Some of the ways we help Hawaii residents include community development loans, affordable housing investments, small business development programs, donating to charitable organizations, community service projects, financial education initiatives and pro bono services.",39,"['program', 'project']",hei,FALSE
We are steadily expanding solutions for Hawaii businesses and increasing the amount of financing for commercial and real estate projects.,39,['project'],hei,FALSE
"FINANCED MORE THAN $457M FOR COMMUNITY DEVELOPMENT PROJECTS IN HAWAII COMMITTED OVER $41M IN NEW INVESTMENTS FOR AFFORDABLE RENTAL HOUSING TO AID LOW-INCOME FAMILIES Investing in Our Community 2 5 From 2018 to 2020, ASB lent more than $457 million for community development projects in Hawaii.",39,['project'],hei,FALSE
Our 2020 loans included those we deployed as a participating lender of the Small Business Administrations Paycheck Protection Program (PPP) to assist businesses during the COVID-19 pandemic.,40,"['program', 'protection']",hei,FALSE
"In 2020 we partnered with the State of Hawaii to launch the Hawaii Restaurant Card a win-win program to support the unemployed, the restaurant industry and its supply chain.",40,['program'],hei,FALSE
"ASB is a participating lender in the Mortgage Credit Certificate Program, which reduces the amount of federal taxes that low- and moderate-income borrowers pay, thereby freeing up their income for mortgage qualification purposes.",40,['program'],hei,FALSE
"Our teammates also donate their time in the community, providing financial literacy programs to nonprofits that include Family Promise Hawaii and Kupu Hawaii and providing financial education in schools through our Bank for Education program and commitment to Junior Achievement.",40,['program'],hei,FALSE
"The program was so successful that we helped to launch a limited run of cards for businesses during the holidays, called the Business Holiday Card.",40,['program'],hei,FALSE
ASB also helps Hawaiis teachers purchase homes by participating in the Landed down payment assistance and homebuyer education program.,40,['program'],hei,FALSE
"For instance, we participate in the Fannie Mae HomeReady and Freddie Mac Home Possible programs, which help make homeownership a possibility for credit-qualified low-and moderate-income families.",40,['program'],hei,FALSE
Branch teammates are paired with schools to serve as mentors and provide guidance throughout the 10-week program.,40,['program'],hei,FALSE
We are proud supporters of several local incubator and accelerator programs.,40,['program'],hei,FALSE
"These include Mana Up, a 12-week accelerator program for consumer packaged goods made in Hawaii, and Elemental Excelerator, a nonprofit created in collaboration with Emerson Collective, an investment and philanthropic platform.",40,['program'],hei,FALSE
"We are also longtime supporters of the Pacific Asian Center for Entrepreneurship (PACE) at the University of Hawaii at Mnoa, Shidler College of Business and the Hogan Entrepreneurial Program at Chaminade University of Honolulu.",40,['program'],hei,FALSE
"These projects include: Forest City Hawaii project at Kapolei Sustainable Energy Park transforming a brownfield waste site into a productive greenfield development with more than 4,200 solar panels Hilo Hawaiian Hotel ensuring the long-term viability of Hilos visitor industry by retrofitting and enabling the installation of photovoltaic panels for improved energy efficiency Lalamilo Wind Farm project providing renewable energy to eight water wells operated by Hawaii Countys Department of Water Supply the biggest power consumer on Hawaii Island.",41,['project'],hei,FALSE
The project was recognized for reducing greenhouse gas emissions at no cost to taxpayers.,41,['project'],hei,FALSE
"These loans allowed homeowners to purchase and install their own photovoltaic systems, solar water heaters, solar air conditioning and battery backup and storage.",41,['system'],hei,FALSE
These include installing LED light fixtures and low-flow water fixtures and implementing recycling programs.,42,['program'],hei,FALSE
Some of our customers are former Hawaii residents who have moved away or have property or projects in Hawaii.,43,['project'],hei,FALSE
"Weve also worked with the Economic Development Alliance of Hawaii to support the Aloha Connects Innovation program, which provides unemployed workers with new job opportunities to help set a course for a more sustainable, resilient Hawaii.",44,['program'],hei,FALSE
Our teammates can participate in a program enabling employees to use national fitness center chains or work out in their homes at a reduced price.,44,['program'],hei,FALSE
"Our LifeBalance wellness program takes a holistic approach to improving employee health and well-being by focusing on all aspects of wellness, including nutrition, fitness, mindfulness and finances.",44,['program'],hei,FALSE
"Not only has this program helped many of the states displaced workers, it has also helped to diversify and strengthen our economy.",44,['program'],hei,FALSE
"For employees and their families who need support through lifes challenges, we offer an employee assistance program that provides free and confidential counseling for relationship, family or financial challenges, as well as assistance for issues such as substance abuse, smoking or gambling.",44,['program'],hei,FALSE
"ASB is a proud sponsor of Hawaii is Hiring, a new one-stop resource from the Chamber of Commerce Hawaii that connects Hawaii residents to job opportunities, training programs and career navigation.",44,['program'],hei,FALSE
"We further invest in leadership development through our Leadership Academy, a robust 12-15 month cohort-based program to help leaders grow professionally and personally, enhance their leadership skills, and broaden their understanding of the banking industry.",45,['program'],hei,FALSE
"Curriculum includes technical banker training programs that cover all aspects of banking laws, banking operations, new product and service offerings, legal and regulatory compliance and procedures and ethics.",45,['program'],hei,FALSE
"To safeguard ASBs assets and customer accounts, ASB has adopted a robust information security program to monitor, detect and mitigate cyber-attacks.",47,['program'],hei,FALSE
"We have developed a program to screen new customers, monitor transactions, and prevent unlawful activity.",47,['program'],hei,FALSE
"We devote significant resources to regularly maintaining and updating our systems and processes to protect the security of the computer systems, software, networks and other technology assets that store and access our customers information.",47,['system'],hei,FALSE
Phishing continues to be a primary method of attack for unauthorized access to systems and information.,47,['system'],hei,FALSE
The risk committee of ASBs Board assists with governance of ASBs enterprise risk management program and provides a forum for detailed discussion and analysis of key issues and decisions designed to identify and manage potential significant risks.,47,['program'],hei,FALSE
One example of this is our Koae Workforce Housing solar plus battery energy storage project on Kauai Island.,49,['project'],hei,FALSE
Customer-sited renewable resources will play a critical role in reaching Hawaiis 2045 clean energy goals as a complement to utility-scale solar projects.,49,['project'],hei,FALSE
We also invest in utility-scale clean energy projects.,49,['project'],hei,FALSE
"Pacific Current pursues the development and investment in customer-sited renewable power purchase systems whereby we install, own and maintain power generation systems and make clean energy available under power purchase agreements (PPAs) without the customer needing to bear the upfront capital improvement costs.",49,['system'],hei,FALSE
"Pacific Current wholeheartedly supports this goal and is exploring market-based business models to scale-up reforestation, conservation and carbon sequestration.",49,['conservation'],hei,TRUE
Our projects often involve no upfront cost and result in reduced operating expenses for our customers.,49,['project'],hei,FALSE
"The proliferation of digital technologies and real-time data provide a foundation for optimizing the performance of our projects, many of which are digitally monitored 24x7.",50,['project'],hei,FALSE
A number of Pacific Currents behind the meter projects incorporate battery energy storage systems.,50,"['system', 'project']",hei,FALSE
"To build a relationship of trust with community stakeholders, we proactively provide information on our projects and ensure open, continuous communication.",50,['project'],hei,FALSE
"Given Hawaiis rich and diverse history, we believe that our projects can be most effective when proactively incorporating a broad array of viewpoints and cultural and community perspectives.",50,['project'],hei,FALSE
